 #      rho         V(S=0,I=0)      V(S=0,I=1)    V(S=1,I=0)     V(S=1,I=1)     V_Total        FFG           E_total

    0.10000E+00    0.92600E+00   -0.13498E+02   -0.15694E+02   -0.17100E+01   -0.29975E+02    0.16172E+02   -0.13803E+02
    0.12500E+00    0.15340E+01   -0.14242E+02   -0.18072E+02   -0.21300E+01   -0.32910E+02    0.18766E+02   -0.14144E+02
    0.15000E+00    0.18300E+01   -0.14956E+02   -0.19786E+02   -0.27620E+01   -0.35673E+02    0.21191E+02   -0.14482E+02
    0.17500E+00    0.21760E+01   -0.16070E+02   -0.21594E+02   -0.33560E+01   -0.38845E+02    0.23485E+02   -0.15360E+02
    0.20000E+00    0.24880E+01   -0.16208E+02   -0.22742E+02   -0.39700E+01   -0.40432E+02    0.25671E+02   -0.14760E+02
    0.25000E+00    0.25900E+01   -0.15578E+02   -0.24080E+02   -0.53420E+01   -0.42410E+02    0.29789E+02   -0.12621E+02
    0.30000E+00    0.24180E+01   -0.13694E+02   -0.24348E+02   -0.65700E+01   -0.42194E+02    0.33639E+02   -0.85550E+01
    0.35000E+00    0.17280E+01   -0.10024E+02   -0.23342E+02   -0.77320E+01   -0.39371E+02    0.37280E+02   -0.20910E+01
    0.40000E+00    0.51600E+00   -0.47540E+01   -0.21262E+02   -0.86980E+01   -0.34197E+02    0.40751E+02    0.65540E+01
