url	file_name
/records/14986870/files/adata_joint_R114_T_raw.h5ad?download=1	adata_joint_R114_T_raw.h5ad
/records/14986870/files/adata_joint_S15_T_raw.h5ad?download=1	adata_joint_S15_T_raw.h5ad
/records/14986870/files/adata_joint_X49_T_raw.h5ad?download=1	adata_joint_X49_T_raw.h5ad
/records/14986870/files/adata_joint_Y27_T_raw.h5ad?download=1	adata_joint_Y27_T_raw.h5ad
/records/14986870/files/adata_joint_Y7_T_raw.h5ad?download=1	adata_joint_Y7_T_raw.h5ad
/records/14986870/files/adata_SM_R114_T_raw.h5ad?download=1	adata_SM_R114_T_raw.h5ad
/records/14986870/files/adata_SM_S15_T_raw.h5ad?download=1	adata_SM_S15_T_raw.h5ad
/records/14986870/files/adata_SM_X49_T_raw.h5ad?download=1	adata_SM_X49_T_raw.h5ad
/records/14986870/files/adata_SM_Y27_T_raw.h5ad?download=1	adata_SM_Y27_T_raw.h5ad
/records/14986870/files/adata_SM_Y7_T_raw.h5ad?download=1	adata_SM_Y7_T_raw.h5ad
/records/14986870/files/adata_SM_Y7_T_raw.aligned.h5ad?download=1	adata_SM_Y7_T_raw.aligned.h5ad
/records/14986870/files/adata_ST_Y7_T_raw.h5ad?download=1	adata_ST_Y7_T_raw.h5ad
/records/14986870/files/mouse3_brain_msi.csv?download=1	mouse3_brain_msi.csv
/records/14986870/files/results_data.zip?download=1	results_data.zip
/records/14986870/files/Y7_T_neg.ibd?download=1	Y7_T_neg.ibd
/records/14986870/files/Y7_T_neg.imzML?download=1	Y7_T_neg.imzML
/records/14986870/files/Y7_T_pos.ibd?download=1	Y7_T_pos.ibd
/records/14986870/files/Y7_T_pos.imzML?download=1	Y7_T_pos.imzML
