#      rho          V(S=0,I=0)     V(S=0,I=1)    V(S=1,I=0)     V(S=1,I=1)       V_Total         FFG           E_total

   0.100000E-01   0.000000E+00  -0.269650E+01   0.000000E+00  -0.200335E-01  -0.271654E+01   0.552308E+01   0.280654E+01
   0.500000E-01   0.000000E+00  -0.882351E+01   0.000000E+00  -0.311419E+00  -0.913493E+01   0.161496E+02   0.701464E+01
   0.750000E-01   0.000000E+00  -0.119254E+02   0.000000E+00  -0.374332E+00  -0.122997E+02   0.211619E+02   0.886222E+01
   0.100000E+00   0.000000E+00  -0.147206E+02   0.000000E+00  -0.267345E+00  -0.149880E+02   0.256359E+02   0.106479E+02
   0.125000E+00   0.000000E+00  -0.172541E+02   0.000000E+00   0.331076E-01  -0.172210E+02   0.297478E+02   0.125268E+02
   0.150000E+00   0.000000E+00  -0.195758E+02   0.000000E+00   0.528837E+00  -0.190469E+02   0.335925E+02   0.145456E+02
   0.175000E+00   0.000000E+00  -0.217009E+02   0.000000E+00   0.121508E+01  -0.204858E+02   0.372283E+02   0.167425E+02
   0.200000E+00   0.000000E+00  -0.236408E+02   0.000000E+00   0.208424E+01  -0.215565E+02   0.406944E+02   0.191378E+02
   0.250000E+00   0.000000E+00  -0.270383E+02   0.000000E+00   0.436126E+01  -0.226771E+02   0.472217E+02   0.245446E+02
   0.300000E+00   0.000000E+00  -0.299330E+02   0.000000E+00   0.725262E+01  -0.226804E+02   0.533247E+02   0.306444E+02
   0.350000E+00   0.000000E+00  -0.323875E+02   0.000000E+00   0.105918E+02  -0.217957E+02   0.590962E+02   0.373005E+02
   0.400000E+00   0.000000E+00  -0.344985E+02   0.000000E+00   0.141698E+02  -0.203287E+02   0.645983E+02   0.442696E+02
