 #      rho         V(S=0,I=0)      V(S=0,I=1)    V(S=1,I=0)     V(S=1,I=1)     V_Total        FFG           E_total

    0.50000E-01    0.00000E+00   -0.82300E+01    0.00000E+00   -0.92000E+00   -0.91500E+01    0.16150E+02    0.70000E+01
    0.75000E-01    0.00000E+00   -0.10910E+02    0.00000E+00   -0.14500E+01   -0.12360E+02    0.21160E+02    0.88000E+01
    0.10000E+00    0.00000E+00   -0.13130E+02    0.00000E+00   -0.18400E+01   -0.14970E+02    0.25640E+02    0.10670E+02
    0.12500E+00    0.00000E+00   -0.14960E+02    0.00000E+00   -0.20100E+01   -0.16970E+02    0.29750E+02    0.12780E+02
    0.15000E+00    0.00000E+00   -0.16400E+02    0.00000E+00   -0.20300E+01   -0.18430E+02    0.33590E+02    0.15160E+02
    0.17500E+00    0.00000E+00   -0.17470E+02    0.00000E+00   -0.18100E+01   -0.19280E+02    0.37230E+02    0.17950E+02
    0.20000E+00    0.00000E+00   -0.18170E+02    0.00000E+00   -0.12900E+01   -0.19460E+02    0.40690E+02    0.21230E+02
    0.25000E+00    0.00000E+00   -0.18430E+02    0.00000E+00    0.76000E+00   -0.17670E+02    0.47220E+02    0.29550E+02
    0.30000E+00    0.00000E+00   -0.17200E+02    0.00000E+00    0.44500E+01   -0.12750E+02    0.53320E+02    0.40570E+02
    0.35000E+00    0.00000E+00   -0.14270E+02    0.00000E+00    0.10450E+02   -0.38200E+01    0.59100E+02    0.55280E+02
    0.40000E+00    0.00000E+00   -0.99200E+01    0.00000E+00    0.18120E+02    0.82000E+01    0.64600E+02    0.72800E+02
