l0,l1,fidelity,cs0,cs1
0,1,0.9831,0,0
0,2,0.9839,0,0
0,3,0.9772,0,0
0,4,0.9778,0,0
1,5,0.995,0,0
2,6,0.9814,0,0
3,7,0.9934,0,0
4,8,0.9835,0,0
