Qubit,T1,T2,gate_fidelity,preparation_fidelity,Readout_frequency,work_frequency,gate_duration,q0,q1
0,133.5133,292.5426,0.9997,1.0,4.6357,0.0,0.0,0.9936,0.9976
1,306.2876,190.5418,0.9996,1.0,4.7363,0.0,0.0,0.9868,0.9934
2,201.4202,223.1261,0.9998,1.0,4.8192,0.0,0.0,0.9756,0.9684
3,157.4745,290.2133,0.9997,1.0,4.7472,0.0,0.0,0.99,0.9946
4,337.5281,313.9479,0.9998,1.0,4.7879,0.0,0.0,0.9908,0.9938
5,251.0339,268.3821,0.9999,1.0,4.8509,0.0,0.0,0.9452,0.9434
6,275.757,371.5516,0.9999,1.0,4.8996,0.0,0.0,0.9646,0.9588
7,181.7903,208.1255,0.9997,1.0,4.7556,0.0,0.0,0.99,0.9932
8,269.9108,357.976,0.9997,1.0,4.8126,0.0,0.0,0.9526,0.9606
9,63.4713,204.7898,0.9997,1.0,4.6376,0.0,0.0,0.9686,0.9566
10,184.6787,218.1633,0.9998,1.0,4.8044,0.0,0.0,0.9846,0.9906
11,77.7219,387.6245,0.9998,1.0,4.7433,0.0,0.0,0.9904,0.9916
12,281.188,222.258,0.9999,1.0,4.6259,0.0,0.0,0.9852,0.9852
13,227.5247,275.1445,0.9995,1.0,4.557,0.0,0.0,0.8926,0.931
14,88.9422,308.8986,0.9996,1.0,4.5091,0.0,0.0,0.9322,0.9484
15,375.0739,345.9667,0.9999,1.0,4.5991,0.0,0.0,0.905,0.9114
16,139.7309,255.8379,0.9998,1.0,4.9374,0.0,0.0,0.9446,0.9204
17,85.8194,237.2835,0.9982,1.0,4.7528,0.0,0.0,0.9834,0.9938
18,62.5906,376.8122,0.9998,1.0,4.6593,0.0,0.0,0.9784,0.9826
19,69.1493,332.8147,0.9995,1.0,4.8207,0.0,0.0,0.924,0.9524
20,61.9966,401.7322,0.9997,1.0,4.7383,0.0,0.0,0.5514,0.4916
21,24.581,379.2982,0.9995,1.0,4.7739,0.0,0.0,0.9006,0.8824
22,253.5714,326.9237,0.9999,1.0,4.6685,0.0,0.0,0.9816,0.986
23,325.7831,474.8649,0.9999,1.0,4.7581,0.0,0.0,0.9918,0.9886
24,89.3868,270.0172,0.9996,1.0,4.6115,0.0,0.0,0.975,0.978
25,462.545,252.2932,0.9999,1.0,4.7316,0.0,0.0,0.9766,0.9842
26,191.9241,285.1144,0.9998,1.0,4.7773,0.0,0.0,0.9946,0.996
27,114.8173,310.3611,0.9998,1.0,4.6803,0.0,0.0,0.9938,0.995
28,80.6131,216.7244,0.9998,1.0,4.7433,0.0,0.0,0.9696,0.9744
29,177.716,162.7447,0.9995,1.0,4.7916,0.0,0.0,0.988,0.992
30,336.2385,408.9938,0.9998,1.0,4.6928,0.0,0.0,0.987,0.9952
31,36.5315,259.306,0.9993,1.0,5.0575,0.0,0.0,0.9914,0.9904
32,269.0422,277.9271,0.9998,1.0,4.93,0.0,0.0,0.9702,0.9768
