Qubit,T1,T2,gate_fidelity,preparation_fidelity,Readout_frequency,work_frequency,gate_duration,q0,q1
0,450.7043,494.9978,0.9998,1.0,4.8835,0.0,0.0,0.9654,0.9832
1,159.7034,306.8965,0.9997,1.0,4.6274,0.0,0.0,0.9792,0.9924
2,325.2983,430.1843,0.9998,1.0,4.7564,0.0,0.0,0.993,0.9968
3,488.9891,275.6893,0.9999,1.0,4.8396,0.0,0.0,0.9886,0.9892
4,511.3066,334.0093,0.9999,1.0,4.9133,0.0,0.0,0.9988,0.9976
5,424.262,366.4176,0.9997,1.0,4.9746,0.0,0.0,0.9746,0.987
6,385.5997,477.0509,0.9999,1.0,4.9936,0.0,0.0,0.99,0.997
7,115.2084,146.8773,0.9999,1.0,4.728,0.0,0.0,0.9944,0.9922
8,309.4964,129.6481,0.9994,1.0,4.9085,0.0,0.0,0.9838,0.985
9,350.9076,379.7475,0.9998,1.0,5.1756,0.0,0.0,0.9948,0.9928
10,324.5028,281.0509,0.9982,1.0,4.8379,0.0,0.0,0.8634,0.886
11,308.2265,231.2811,0.9997,1.0,5.1044,0.0,0.0,0.9982,0.999
12,265.9478,344.3173,0.9999,1.0,4.8999,0.0,0.0,0.902,0.885
13,130.1774,128.3358,0.983,1.0,4.9716,0.0,0.0,0.7986,0.7968
14,260.1992,106.0608,0.9999,1.0,4.8179,0.0,0.0,0.9892,0.9808
15,262.2724,204.5324,0.9996,1.0,4.9573,0.0,0.0,0.8706,0.8602
16,305.0083,250.6231,0.9997,1.0,5.0776,0.0,0.0,0.9932,0.9976
17,90.9135,93.3267,0.9996,1.0,5.1512,0.0,0.0,0.9908,0.999
18,301.4813,480.0006,0.9996,1.0,5.0835,0.0,0.0,0.9674,0.9842
19,502.857,149.1277,0.9997,1.0,4.8037,0.0,0.0,0.9802,0.9348
20,312.1213,93.5068,0.9992,1.0,5.0998,0.0,0.0,0.9784,0.9826
21,351.2414,28.0667,0.9998,1.0,4.8587,0.0,0.0,0.9962,0.9976
22,287.4306,437.944,0.9999,1.0,4.922,0.0,0.0,0.9884,0.988
23,402.6886,596.1621,0.9999,1.0,5.021,0.0,0.0,0.9952,0.9946
24,321.4732,581.2286,0.9998,1.0,5.1329,0.0,0.0,0.995,0.9938
25,141.5422,181.0817,0.9998,1.0,4.9867,0.0,0.0,0.9554,0.97
26,190.59,200.0477,0.9996,1.0,5.1088,0.0,0.0,0.9938,0.9946
