l0,l1,fidelity,cs0,cs1
1,2,0.9966,0,0
1,0,0.9874,0,0
2,3,0.9943,0,0
3,4,0.986,0,0
4,5,0.9971,0,0
5,6,0.986,0,0
6,7,0.9927,0,0
7,8,0.9957,0,0
8,9,0.9962,0,0
9,10,0.9972,0,0
10,11,0.9979,0,0
11,12,0.9826,0,0
12,13,0.7287,0,0
13,14,0.9895,0,0
15,19,0.9934,0,0
15,0,0.9964,0,0
16,23,0.9955,0,0
16,4,0.9969,0,0
17,27,0.9935,0,0
17,8,0.992,0,0
18,31,0.9947,0,0
18,12,0.9326,0,0
19,20,0.9923,0,0
20,21,0.9907,0,0
21,34,0.9971,0,0
21,22,0.997,0,0
22,23,0.9951,0,0
24,23,0.9948,0,0
24,25,0.9921,0,0
25,35,0.9946,0,0
26,27,0.9967,0,0
27,28,0.9981,0,0
28,29,0.9947,0,0
29,30,0.998,0,0
30,31,0.9981,0,0
31,32,0.9966,0,0
32,33,0.9971,0,0
33,37,0.996,0,0
34,40,0.9981,0,0
35,44,0.9951,0,0
36,48,0.9973,0,0
36,29,0.9973,0,0
37,52,0.9978,0,0
38,53,0.9968,0,0
38,39,0.996,0,0
39,40,0.998,0,0
40,41,0.9936,0,0
41,42,0.9938,0,0
42,54,0.9957,0,0
42,43,0.9968,0,0
43,44,0.9976,0,0
44,45,0.9947,0,0
45,46,0.9917,0,0
46,55,0.9953,0,0
47,48,0.9967,0,0
47,46,0.9968,0,0
48,49,0.9953,0,0
49,50,0.9967,0,0
50,51,0.9975,0,0
51,52,0.9976,0,0
53,57,0.9969,0,0
56,69,0.9962,0,0
56,50,0.9974,0,0
57,58,0.9973,0,0
58,59,0.9977,0,0
59,72,0.9982,0,0
59,60,0.9968,0,0
60,61,0.9963,0,0
61,54,0.9954,0,0
62,61,0.9961,0,0
62,63,0.9947,0,0
63,64,0.9956,0,0
64,65,0.9934,0,0
65,55,0.9956,0,0
65,66,0.9908,0,0
66,67,0.9962,0,0
67,68,0.9963,0,0
68,69,0.9969,0,0
69,70,0.9878,0,0
70,71,0.9862,0,0
71,75,0.9961,0,0
73,63,0.9968,0,0
74,86,0.9973,0,0
74,67,0.9973,0,0
75,90,0.9956,0,0
76,91,0.9921,0,0
76,77,0.9958,0,0
77,78,0.9956,0,0
78,72,0.9968,0,0
78,79,0.9697,0,0
79,80,0.9795,0,0
80,92,0.9959,0,0
80,81,0.9859,0,0
81,82,0.9943,0,0
82,73,0.9973,0,0,0,0
82,83,0.9829,0,0
83,84,0.9946,0,0
84,93,0.9972,0,0
84,85,0.9898,0,0
85,86,0.9926,0,0
86,87,0.9977,0,0
87,88,0.9986,0,0
88,94,0.9978,0,0
88,89,0.9949,0,0
89,90,0.9965,0,0
91,95,0.9966,0,0
92,99,0.9977,0,0
93,103,0.9978,0,0
95,96,0.9924,0,0
96,97,0.9978,0,0
97,110,0.9976,0,0
97,98,0.9977,0,0
98,99,0.9927,0,0
100,99,0.9913,0,0
100,101,0.9948,0,0
101,111,0.9964,0,0
101,102,0.997,0,0
102,103,0.9949,0,0
103,104,0.997,0,0
104,105,0.9958,0,0
105,112,0.9943,0,0
105,106,0.992,0,0
106,107,0.9938,0,0
107,94,0.997,0,0
107,108,0.9979,0,0
108,109,0.9971,0,0
110,116,0.9961,0,0
111,120,0.9961,0,0
113,109,0.9962,0,0
114,129,0.9961,0,0
114,115,0.9968,0,0
116,117,0.997,0,0
116,115,0.9966,0,0
117,118,0.9874,0,0
118,119,0.9882,0,0
119,120,0.9975,0,0
120,121,0.9974,0,0
121,122,0.9969,0,0
122,123,0.9789,0,0
123,124,0.9865,0,0
124,112,0.9912,0,0
124,125,0.9967,0,0
125,126,0.9931,0,0
126,132,0.9925,0,0
126,127,0.9952,0,0
127,128,0.9934,0,0
128,113,0.9947,0,0
130,118,0.9916,0,0
131,122,0.9967,0,0
