Qubit,T1,T2,gate_fidelity,preparation_fidelity,Readout_frequency,work_frequency,gate_duration,q0,q1
0,23.4,2.8,0.9988,1.0,0.0,0.0,0.0,0.9658,0.8719
1,21.1,2.9,0.9983,1.0,0.0,0.0,0.0,0.9964,0.9318
2,28.2,1.8,0.9985,1.0,0.0,0.0,0.0,0.9818,0.9284
3,12.3,1.9,0.9988,1.0,0.0,0.0,0.0,0.9813,0.9157
4,28.5,28.4,0.9991,1.0,0.0,0.0,0.0,0.9786,0.89
5,26.7,1,0.9979,1.0,0.0,0.0,0.0,0.9729,0.9301
6,18.8,1.9,0.9991,1.0,0.0,0.0,0.0,0.9815,0.9194
7,14.6,4.1,0.999,1.0,0.0,0.0,0.0,0.9713,0.9257
8,32,1.3,0.9989,1.0,0.0,0.0,0.0,0.9594,0.9027
9,17.6,6.9,0.9989,1.0,0.0,0.0,0.0,0.9746,0.9181
10,19.6,2,0.9989,1.0,0.0,0.0,0.0,0.9721,0.9164
11,37.1,5.2,0.9986,1.0,0.0,0.0,0.0,0.9614,0.8935
12,32.5,0.9,0.9988,1.0,0.0,0.0,0.0,0.9779,0.8913
13,22.2,1.2,0.9987,1.0,0.0,0.0,0.0,0.976,0.9154
14,24.9,1,0.9984,1.0,0.0,0.0,0.0,0.9537,0.9109
15,22,1.1,0.9986,1.0,0.0,0.0,0.0,0.9571,0.8543
16,21.7,2.9,0.9989,1.0,0.0,0.0,0.0,0.9648,0.9061
17,25.9,27.5,0.9902,1.0,0.0,0.0,0.0,0.955,0.8905
18,22.7,0.8,0.9986,1.0,0.0,0.0,0.0,0.9618,0.9002
19,14.1,1.9,0.9989,1.0,0.0,0.0,0.0,0.9549,0.8888
