l0,l1,fidelity,cs0,cs1
0,14,0.9747,0,0
1,2,0.9912,0,0
1,0,0.9825,0,0
3,2,0.9854,0,0
4,5,0.9919,0,0
4,3,0.9893,0,0
6,5,0.9955,0,0
7,6,0.9922,0,0
8,16,0.9928,0,0
8,9,0.988,0,0
8,7,0.9876,0,0
9,10,0.9914,0,0
11,10,0.9908,0,0
11,12,0.9957,0,0
12,13,0.9957,0,0
15,4,0.9905,0,0
16,26,0.9946,0,0
17,12,0.9954,0,0
17,30,0.9916,0,0
18,14,0.9908,0,0
18,19,0.9941,0,0
19,20,0.9946,0,0
21,20,0.9943,0,0
22,15,0.9806,0,0
22,21,0.9796,0,0
22,23,0.9799,0,0
23,24,0.9806,0,0
25,26,0.9953,0,0
25,24,0.9812,0,0
27,28,0.9933,0,0
27,26,0.9923,0,0
28,35,0.9956,0,0
28,29,0.9904,0,0
30,31,0.9527,0,0
30,29,0.9306,0,0
31,32,0.9948,0,0
32,36,0.9957,0,0
33,39,0.9862,0,0
33,20,0.9865,0,0
34,43,0.9935,0,0
34,24,0.9903,0,0
37,38,0.9903,0,0
38,39,0.9957,0,0
39,40,0.9958,0,0
40,41,0.9952,0,0
42,41,0.9938,0,0
43,42,0.9947,0,0
44,43,0.9942,0,0
44,45,0.993,0,0
46,45,0.9953,0,0
47,35,0.9952,0,0
47,46,0.9955,0,0
48,47,0.9947,0,0
49,55,0.9862,0,0
49,48,0.9918,0,0
50,51,0.9908,0,0
50,49,0.9914,0,0
51,36,0.9939,0,0
52,37,0.991,0,0
53,60,0.9945,0,0
53,41,0.9959,0,0
54,64,0.9946,0,0
54,45,0.9936,0,0
55,68,0.9902,0,0
56,52,0.9902,0,0
57,56,0.9517,0,0
57,58,0.9787,0,0
59,58,0.9928,0,0
59,60,0.9925,0,0
61,60,0.9822,0,0
62,61,0.9798,0,0
62,63,0.9893,0,0
63,64,0.9887,0,0
64,65,0.9932,0,0
65,66,0.994,0,0
67,68,0.991,0,0
67,66,0.9872,0,0
68,69,0.9928,0,0
70,69,0.9921,0,0
71,58,0.9915,0,0
72,62,0.9935,0,0
73,66,0.9951,0,0
73,85,0.9962,0,0
74,70,0.993,0,0
75,90,0.9778,0,0
76,77,0.943,0,0
76,75,0.9473,0,0
77,71,0.9886,0,0
77,78,0.9876,0,0
79,78,0.9867,0,0
79,91,0.9894,0,0
80,79,0.9869,0,0
81,72,0.9857,0,0
81,80,0.9882,0,0
82,81,0.9851,0,0
82,83,0.9891,0,0
83,92,0.9805,0,0
84,83,0.9948,0,0
84,85,0.9955,0,0
86,85,0.9971,0,0
87,93,0.9878,0,0
87,86,0.994,0,0
88,87,0.991,0,0
89,88,0.9914,0,0
89,74,0.9876,0,0
93,106,0.99,0,0
94,90,0.9575,0,0
94,95,0.99,0,0
96,109,0.9906,0,0
96,97,0.9926,0,0
96,95,0.9888,0,0
97,98,0.9833,0,0
98,91,0.9803,0,0
98,99,0.9867,0,0
99,100,0.9925,0,0
101,102,0.9802,0,0
101,100,0.9812,0,0
102,92,0.9804,0,0
102,103,0.9896,0,0
104,111,0.9876,0,0
104,103,0.9858,0,0
105,106,0.9939,0,0
105,104,0.9907,0,0
106,107,0.9929,0,0
107,108,0.9895,0,0
109,114,0.9919,0,0
110,100,0.9933,0,0
112,108,0.9878,0,0
113,114,0.9755,0,0
115,114,0.9904,0,0
116,115,0.9927,0,0
117,116,0.0,0,0
118,110,0.9947,0,0
118,117,0.0,0,0
119,118,0.9939,0,0
120,119,0.992,0,0
121,120,0.9939,0,0
122,111,0.993,0,0
122,121,0.9944,0,0
122,123,0.9414,0,0
124,123,0.9579,0,0
125,126,0.9172,0,0
125,124,0.992,0,0
126,112,0.9714,0,0
