l0,l1,fidelity,cs0,cs1
0,1,0.9933,0,0
0,14,0.9894,0,0
1,2,0.9903,0,0
3,4,0.9919,0,0
3,2,0.9947,0,0
5,4,0.9924,0,0
6,5,0.9947,0,0
7,6,0.9878,0,0
8,7,0.9729,0,0
9,8,0.9615,0,0
10,9,0.9913,0,0
11,10,0.9917,0,0
12,11,0.9932,0,0
13,12,0.9932,0,0
15,4,0.9904,0,0
16,8,0.9672,0,0
17,12,0.9865,0,0
18,14,0.9907,0,0
19,18,0.993,0,0
20,19,0.9939,0,0
21,20,0.9875,0,0
22,21,0.9926,0,0
22,15,0.9883,0,0
23,22,0.9921,0,0
24,23,0.9866,0,0
25,24,0.9935,0,0
26,16,0.9803,0,0
26,25,0.9888,0,0
27,26,0.9656,0,0
28,27,0.9703,0,0
29,28,0.9935,0,0
30,29,0.9839,0,0
30,17,0.9778,0,0
31,30,0.9835,0,0
32,31,0.973,0,0
33,20,0.9934,0,0
34,24,0.9906,0,0
35,28,0.991,0,0
35,47,0.0,0,0
36,32,0.9898,0,0
38,37,0.9875,0,0
39,38,0.9883,0,0
39,33,0.9931,0,0
40,39,0.9894,0,0
41,40,0.9863,0,0
42,41,0.9893,0,0
43,34,0.9916,0,0
43,42,0.9927,0,0
44,43,0.9859,0,0
45,44,0.9924,0,0
46,45,0.9859,0,0
47,46,0.0,0,0
48,47,0.0,0,0
49,48,0.9947,0,0
50,49,0.9859,0,0
51,50,0.9899,0,0
51,36,0.9823,0,0
52,37,0.9883,0,0
53,41,0.9946,0,0
54,45,0.9915,0,0
55,49,0.9888,0,0
56,52,0.9779,0,0
57,56,0.9811,0,0
58,57,0.9777,0,0
59,58,0.9807,0,0
60,53,0.9962,0,0
60,59,0.9868,0,0
61,60,0.9914,0,0
62,61,0.9892,0,0
63,62,0.988,0,0
64,54,0.9885,0,0
64,63,0.9949,0,0
65,64,0.9791,0,0
66,65,0.9803,0,0
67,66,0.9818,0,0
68,67,0.984,0,0
68,55,0.9894,0,0
69,68,0.9912,0,0
70,69,0.9934,0,0
71,58,0.9827,0,0
72,62,0.9906,0,0
73,66,0.9761,0,0
74,70,0.995,0,0
76,75,0.9945,0,0
77,71,0.985,0,0
77,76,0.9912,0,0
78,77,0.9888,0,0
79,78,0.9901,0,0
80,79,0.9814,0,0
81,80,0.9824,0,0
81,72,0.9944,0,0
82,81,0.9911,0,0
83,82,0.9909,0,0
84,83,0.9943,0,0
85,84,0.9911,0,0
85,73,0.9827,0,0
86,85,0.9789,0,0
87,86,0.9758,0,0
88,87,0.9902,0,0
89,88,0.977,0,0
89,74,0.9918,0,0
90,75,0.9946,0,0
91,79,0.9842,0,0
92,83,0.9915,0,0
93,87,0.9777,0,0
94,90,0.9928,0,0
95,94,0.9739,0,0
96,95,0.9918,0,0
96,109,0.9892,0,0
97,96,0.9911,0,0
98,97,0.9901,0,0
98,91,0.9894,0,0
99,98,0.9892,0,0
100,99,0.9874,0,0
101,100,0.9878,0,0
102,101,0.9911,0,0
102,92,0.9924,0,0
103,102,0.9911,0,0
104,103,0.9928,0,0
105,104,0.9852,0,0
106,93,0.9792,0,0
106,105,0.9832,0,0
107,106,0.9847,0,0
108,107,0.9958,0,0
110,118,0.9883,0,0
110,100,0.9909,0,0
111,104,0.9874,0,0
112,108,0.9932,0,0
114,113,0.9849,0,0
114,109,0.9869,0,0
115,114,0.9931,0,0
116,115,0.991,0,0
117,116,0.9907,0,0
118,117,0.9942,0,0
119,118,0.9933,0,0
120,119,0.9958,0,0
121,120,0.992,0,0
122,121,0.9868,0,0
122,111,0.9883,0,0
123,122,0.9893,0,0
124,123,0.972,0,0
125,124,0.9779,0,0
126,112,0.987,0,0
126,125,0.9882,0,0
