Qubit,T1,T2,gate_fidelity,preparation_fidelity,Readout_frequency,work_frequency,gate_duration,q0,q1
0,13.1,0.0,1.0,1.0,4.68,0.0,0.0,1.0,1.0
1,10.2,0.0,1.0,1.0,4.66,0.0,0.0,1.0,1.0
2,14.2,0.0,1.0,1.0,4.62,0.0,0.0,1.0,1.0
3,16.3,0.0,1.0,1.0,4.51,0.0,0.0,1.0,1.0
4,0,0.0,1.0,1.0,4.47,0.0,0.0,1.0,1.0
5,12.6,0.0,1.0,1.0,4.47,0.0,0.0,1.0,1.0
6,11.3,0.0,1.0,1.0,4.52,0.0,0.0,1.0,1.0
7,18.4,0.0,1.0,1.0,4.57,0.0,0.0,1.0,1.0
8,19.3,0.0,1.0,1.0,4.62,0.0,0.0,1.0,1.0
9,10.9,0.0,1.0,1.0,4.65,0.0,0.0,1.0,1.0
10,15.4,0.0,1.0,1.0,4.68,0.0,0.0,1.0,1.0
11,17.8,0.0,1.0,1.0,4.68,0.0,0.0,1.0,1.0
12,9.7,0.0,1.0,1.0,4.66,0.0,0.0,1.0,1.0
13,15.8,0.0,1.0,1.0,4.62,0.0,0.0,1.0,1.0
14,16.1,0.0,1.0,1.0,4.57,0.0,0.0,1.0,1.0
15,27.8,0.0,1.0,1.0,4.51,0.0,0.0,1.0,1.0
16,11.3,0.0,1.0,1.0,4.47,0.0,0.0,1.0,1.0
17,13.9,0.0,1.0,1.0,4.47,0.0,0.0,1.0,1.0
18,13.7,0.0,1.0,1.0,4.52,0.0,0.0,1.0,1.0
19,14.3,0.0,1.0,1.0,4.57,0.0,0.0,1.0,1.0
20,15.9,0.0,1.0,1.0,4.62,0.0,0.0,1.0,1.0
21,20.3,0.0,1.0,1.0,4.66,0.0,0.0,1.0,1.0
22,15.2,0.0,1.0,1.0,4.68,0.0,0.0,1.0,1.0
23,17.3,0.0,1.0,1.0,4.68,0.0,0.0,1.0,1.0
24,13.6,0.0,1.0,1.0,4.66,0.0,0.0,1.0,1.0
25,15.5,0.0,1.0,1.0,4.62,0.0,0.0,1.0,1.0
26,12.8,0.0,1.0,1.0,4.58,0.0,0.0,1.0,1.0
27,27.0,0.0,1.0,1.0,4.52,0.0,0.0,1.0,1.0
28,18.0,0.0,1.0,1.0,4.47,0.0,0.0,1.0,1.0
29,18.5,0.0,1.0,1.0,4.47,0.0,0.0,1.0,1.0
30,18.6,0.0,1.0,1.0,4.52,0.0,0.0,1.0,1.0
31,10.6,0.0,1.0,1.0,4.57,0.0,0.0,1.0,1.0
32,18.6,0.0,1.0,1.0,4.62,0.0,0.0,1.0,1.0
33,14.0,0.0,1.0,1.0,4.66,0.0,0.0,1.0,1.0
34,15.8,0.0,1.0,1.0,4.68,0.0,0.0,1.0,1.0
35,16.3,0.0,1.0,1.0,4.68,0.0,0.0,1.0,1.0
36,13.8,0.0,1.0,1.0,4.66,0.0,0.0,1.0,1.0
37,15.5,0.0,1.0,1.0,4.62,0.0,0.0,1.0,1.0
38,15.6,0.0,1.0,1.0,4.58,0.0,0.0,1.0,1.0
39,21.7,0.0,1.0,1.0,4.51,0.0,0.0,1.0,1.0
40,16.4,0.0,1.0,1.0,4.47,0.0,0.0,1.0,1.0
41,15.6,0.0,1.0,1.0,4.47,0.0,0.0,1.0,1.0
42,14.3,0.0,1.0,1.0,4.48,0.0,0.0,1.0,1.0
43,14.4,0.0,1.0,1.0,4.52,0.0,0.0,1.0,1.0
44,13.6,0.0,1.0,1.0,4.58,0.0,0.0,1.0,1.0
45,21.7,0.0,1.0,1.0,4.62,0.0,0.0,1.0,1.0
46,17.9,0.0,1.0,1.0,4.66,0.0,0.0,1.0,1.0
47,13.2,0.0,1.0,1.0,4.68,0.0,0.0,1.0,1.0
48,17.1,0.0,1.0,1.0,4.69,0.0,0.0,1.0,1.0
49,15.1,0.0,1.0,1.0,4.66,0.0,0.0,1.0,1.0
50,10.2,0.0,1.0,1.0,4.63,0.0,0.0,1.0,1.0
51,25.7,0.0,1.0,1.0,4.58,0.0,0.0,1.0,1.0
52,23.1,0.0,1.0,1.0,4.52,0.0,0.0,1.0,1.0
53,14.9,0.0,1.0,1.0,4.47,0.0,0.0,1.0,1.0
