Qubit,T1,T2,gate_fidelity,preparation_fidelity,Readout_frequency,work_frequency,gate_duration,q0,q1
0,144.6317,86.1807,0.9995,1.0,4.786,0.0,0.0,0.986,0.983
1,85.9502,336.9668,0.9991,1.0,4.8345,0.0,0.0,0.9752,0.9796
2,409.5082,441.4463,0.9998,1.0,4.7134,0.0,0.0,0.9932,0.9766
3,343.2304,261.0356,0.9999,1.0,4.8591,0.0,0.0,0.9942,0.9964
4,436.678,314.6413,0.9999,1.0,4.8012,0.0,0.0,0.9833,0.8867
5,72.1462,94.9166,0.9997,1.0,4.9006,0.0,0.0,0.95,0.9464
6,232.8212,180.1827,0.9998,1.0,4.9478,0.0,0.0,0.9864,0.9892
7,324.6116,176.1174,0.9997,1.0,4.8288,0.0,0.0,0.9696,0.961
8,426.0496,85.0985,0.9991,1.0,4.7447,0.0,0.0,0.9796,0.9844
9,503.3029,81.253,0.9998,1.0,4.8333,0.0,0.0,0.9942,0.998
10,230.0473,236.0908,0.9998,1.0,4.9422,0.0,0.0,0.9946,0.9936
11,448.2199,232.4231,0.9999,1.0,4.8411,0.0,0.0,0.9614,0.9666
12,403.1943,264.0549,0.9999,1.0,4.7084,0.0,0.0,0.9936,0.9906
13,117.5992,274.2601,0.9998,1.0,4.8881,0.0,0.0,0.9944,0.997
14,226.6405,46.3333,0.9993,1.0,4.8354,0.0,0.0,0.9804,0.977
15,16.2488,0,0.975,1.0,4.7132,0.0,0.0,0.8533,0.96
16,352.0385,85.5025,0.9997,1.0,4.9002,0.0,0.0,0.9808,0.985
17,353.6896,130.4122,0.9998,1.0,4.9002,0.0,0.0,0.9946,0.9916
18,429.4247,231.5596,0.9998,1.0,4.9352,0.0,0.0,0.9914,0.9844
19,446.3187,20.4943,0.9999,1.0,4.7801,0.0,0.0,0.995,0.9964
20,304.2538,257.9666,0.9999,1.0,4.6742,0.0,0.0,0.9828,0.9718
21,329.6714,154.8478,0.9999,1.0,4.8426,0.0,0.0,0.9794,0.9812
22,436.5914,310.5804,0.9999,1.0,4.7458,0.0,0.0,0.9733,0.88
23,337.5035,156.8738,0.9998,1.0,4.8141,0.0,0.0,0.9666,0.9604
24,101.923,137.5336,0.9996,1.0,4.9016,0.0,0.0,0.979,0.974
25,133.5195,438.3766,0.9995,1.0,4.7085,0.0,0.0,0.992,0.9882
26,423.2108,276.9339,0.9997,1.0,4.8437,0.0,0.0,0.9918,0.9942
