l0,l1,fidelity,cs0,cs1
0,14,0.9857,0,0
0,1,0.9345,0,0
1,2,0.9829,0,0
3,4,0.9957,0,0
3,2,0.9945,0,0
4,15,0.9957,0,0
5,4,0.9938,0,0
6,7,0.9925,0,0
6,5,0.9937,0,0
7,8,0.9935,0,0
8,16,0.9915,0,0
9,8,0.9836,0,0,
9,10,0.9826,0,0
10,11,0.991,0,0
12,11,0.9728,0,0
13,12,0.9802,0,0
15,22,0.9903,0,0
17,12,0.987,0,0
17,30,0.976,0,0
18,14,0.9596,0,0
18,19,0.9319,0,0
20,21,0.9879,0,0
20,33,0.9914,0,0
20,19,0.9808,0,0
21,22,0.9916,0,0
23,22,0.9839,0,0
24,23,0.988,0,0
25,24,0.9865,0,0
25,26,0.985,0,0
26,16,0.9898,0,0
27,26,0.9863,0,0
27,28,0.9895,0,0
28,29,0.9907,0,0
28,35,0.9899,0,0
30,31,0.9807,0,0
30,29,0.9799,0,0
32,36,0.9938,0,0
32,31,0.9871,0,0
33,39,0.993,0,0
34,24,0.9934,0,0
34,43,0.0,0,0
36,51,0.9811,0,0
37,52,0.9903,0,0
37,38,0.9784,0,0
38,39,0.9917,0,0
40,39,0.9495,0,0
40,41,0.989,0,0
41,42,0.9919,0,0
41,53,0.994,0,0
42,43,0.0,0,0
43,44,0.0,0,0
45,44,0.9931,0,0
45,46,0.9774,0,0
46,47,0.97530,0,0
47,35,0.9432,0,0
48,47,0.9667,0,0
49,48,0.9843,0,0
50,51,0.9629,0,0
50,49,0.9648,0,0
54,45,0.9941,0,0
55,49,0.9834,0,0
56,52,0.9881,0,0
56,57,0.9246,0,0
58,59,0.9785,0,0
58,57,0.9767,0,0
60,59,0.9894,0,0
60,53,0.978,0,0
61,60,0.9853,0,0
62,61,0.9917,0,0
63,62,0.9891,0,0
64,65,0.975,0,0
64,54,0.9877,0,0
64,63,0.9846,0,0
66,67,0.9754,0,0
66,73,0.9835,0,0
66,65,0.9852,0,0
67,68,0.9737,0,0
68,55,0.9862,0,0
69,68,0.9905,0,0
70,74,0.9888,0,0
70,69,0.9939,0,0
71,77,0.9924,0,0
71,58,0.9217,0,0
72,81,0.9907,0,0
72,62,0.9884,0,0
73,85,0.9863,0,0
74,89,0.9886,0,0
75,76,0.9923,0,0
75,90,0.9749,0,0
76,77,0.9911,0,0
77,78,0.9933,0,0
78,79,0.9927,0,0
80,81,0.9939,0,0
80,79,0.9926,0,0
81,82,0.9909,0,0
82,83,0.9842,0,0
83,84,0.9848,0,0
85,86,0.9898,0,0
85,84,0.9839,0,0
86,87,0.9854,0,0
87,88,0.9844,0,0
88,89,0.9872,0,0
91,79,0.9925,0,0
91,98,0.9933,0,0
92,102,0.9801,0,0
92,83,0.9614,0,0
93,87,0.9863,0,0
93,106,0.9925,0,0
94,90,0.9934,0,0
95,94,0.986,0,0
96,95,0.9947,0,0
96,97,0.9903,0,0
97,98,0.9885,0,0
99,98,0.9911,0,0
100,99,0.9935,0,0
100,110,0.9791,0,0
101,100,0.9914,0,0
102,101,0.9888,0,0
103,104,0.9883,0,0
103,102,0.9803,0,0
104,111,0.9883,0,0
104,105,0.989,0,0
105,106,0.9927,0,0
107,106,0.9935,0,0
107,108,0.0,0,0
109,96,0.9943,0,0
111,122,0.9712,0,0
112,108,0.9866,0,0
113,114,0.9945,0,0
114,109,0.9939,0,0
115,114,0.9882,0,0
116,117,0.9837,0,0
116,115,0.9914,0,0
118,110,0.9851,0,0
118,117,0.9829,0,0
119,120,0.9891,0,0
119,118,0.9921,0,0
120,121,0.9706,0,0
122,123,0.9925,0,0
122,121,0.9808,0,0
123,124,0.9931,0,0
125,124,0.9858,0,0
126,125,0.9887,0,0
126,112,0.9814,0,0
