l0,l1,fidelity,cs0,cs1
1,2,0.9867,0,0
1,0,0.989,0,0
3,2,0.994,0,0
4,3,0.9952,0,0
4,15,0.9841,0,0
5,4,0.9957,0,0
6,5,0.9964,0,0
7,6,0.9945,0,0
8,9,0.9933,0,0
8,7,0.993,0,0
10,11,0.9927,0,0
10,9,0.9931,0,0
11,12,0.9955,0,0
12,13,0.9747,0,0
14,0,0.9908,0,0
14,18,0.9867,0,0
16,8,0.9943,0,0
17,12,0.9919,0,0
17,30,0.9899,0,0
18,19,0.9843,0,0
19,20,0.992,0,0
20,33,0.9879,0,0
21,22,0.9896,0,0
21,20,0.9897,0,0
22,15,0.9466,0,0
23,24,0.989,0,0
23,22,0.9962,0,0
25,24,0.9942,0,0
26,16,0.9937,0,0
26,27,0.9955,0,0
26,25,0.9962,0,0
28,27,0.9931,0,0
29,30,0.9885,0,0
29,28,0.9749,0,0
31,32,0.9954,0,0
31,30,0.9873,0,0
32,36,0.9919,0,0
33,39,0.9921,0,0
34,24,0.9905,0,0
35,47,0.9929,0,0
35,28,0.9903,0,0
36,51,0.9916,0,0
37,38,0.9906,0,0
38,39,0.9922,0,0
40,39,0.992,0,0
41,40,0.9854,0,0
41,53,0.9945,0,0
42,41,0.9905,0,0
43,34,0.9906,0,0
43,42,0.9917,0,0
43,44,0.9931,0,0
45,46,0.9923,0,0
45,44,0.9935,0,0
47,48,0.9943,0,0
47,46,0.9973,0,0
49,50,0.993,0,0
49,48,0.9944,0,0
50,51,0.9949,0,0
52,37,0.9882,0,0
53,60,0.9968,0,0
54,45,0.991,0,0
55,49,0.9932,0,0
56,52,0.0,0,0
56,57,0.0,0,0
57,58,0.9916,0,0
59,60,0.9954,0,0
59,58,0.9959,0,0
61,60,0.9893,0,0
61,62,0.9916,0,0
63,64,0.0,0,0
63,62,0.0,0,0
64,54,0.9897,0,0
64,65,0.9902,0,0
66,65,0.99,0,0
67,66,0.9935,0,0
68,55,0.9918,0,0
68,67,0.9913,0,0
69,68,0.9822,0,0
69,70,0.9835,0,0
71,58,0.9935,0,0
71,77,0.9935,0,0
72,62,0.9936,0,0
73,85,0.996,0,0
73,66,0.9892,0,0
74,70,0.9711,0,0
75,76,0.9939,0,0
77,76,0.9907,0,0
78,77,0.9942,0,0
78,79,0.9944,0,0
79,91,0.99,0,0
80,79,0.9879,0,0
80,81,0.9926,0,0
81,82,0.9829,0,0
81,72,0.9928,0,0
82,83,0.9906,0,0
84,83,0.9927,0,0
85,84,0.9955,0,0
86,87,0.9942,0,0
86,85,0.9878,0,0
87,88,0.9943,0,0
89,88,0.9895,0,0
89,74,0.9959,0,0
90,94,0.9914,0,0
90,75,0.9805,0,0
92,102,0.9935,0,0
92,83,0.9946,0,0
93,106,0.9962,0,0
93,87,0.9949,0,0
95,94,0.9944,0,0
95,96,0.9901,0,0
97,98,0.9949,0,0
97,96,0.9935,0,0
98,91,0.993,0,0
99,98,0.9937,0,0
99,100,0.9853,0,0
101,102,0.9947,0,0
101,100,0.9836,0,0
102,103,0.9933,0,0
104,103,0.9939,0,0
105,104,0.9909,0,0
106,105,0.9951,0,0
107,106,0.993,0,0
107,108,0.9881,0,0
109,96,0.9933,0,0
110,118,0.9911,0,0
110,100,0.9728,0,0
111,104,0.992,0,0
112,126,0.9921,0,0
112,108,0.9946,0,0
113,114,0.994,0,0
114,109,0.9928,0,0
114,115,0.9888,0,0
116,115,0.9947,0,0
117,118,0.9905,0,0
117,116,0.9866,0,0
119,118,0.992,0,0
119,120,0.9894,0,0
120,121,0.9828,0,0
121,122,0.9886,0,0
122,111,0.99,0,0
123,122,0.9941,0,0
124,123,0.987,0,0
125,124,0.9917,0,0
126,125,0.9931,0,0
