l0,l1,fidelity,cs0,cs1
0,5,0.9772,0,0
1,5,0.9874,0,0
1,6,0.9802,0,0
2,6,0.9798,0,0
2,7,0.9741,0,0
3,7,0.9635,0,0
3,8,0.9878,0,0
4,8,0.9796,0,0
4,9,0.9683,0,0
5,10,0.9859,0,0
5,11,0.9757,0,0
6,11,0.9808,0,0
6,12,0.9721,0,0
7,12,0.9679,0,0
7,13,0.9797,0,0
8,13,0.9893,0,0
8,14,0.9569,0,0
9,14,0.9797,0,0
10,15,0.9873,0,0
11,15,0.9741,0,0
11,16,0.9711,0,0
12,16,0.9509,0,0
12,17,0.9823,0,0
13,17,0.9784,0,0
13,18,0.9703,0,0
14,18,0.9835,0,0
14,19,0.9758,0,0
15,20,0.973,0,0
15,21,0.9885,0,0
16,21,0.9421,0,0
16,22,0.9763,0,0
17,22,0.9799,0,0
17,23,0.9861,0,0
18,23,0.9798,0,0
18,24,0.9899,0,0
19,24,0.9843,0,0
20,25,0.9795,0,0
21,25,0.9839,0,0
22,26,0.9498,0,0
22,27,0.9851,0,0
23,27,0.9854,0,0
23,28,0.9856,0,0
24,28,0.984,0,0
24,29,0.9809,0,0
25,30,0.9856,0,0
25,31,0.9802,0,0
26,31,0.9835,0,0
26,32,0.9728,0,0
27,32,0.9738,0,0
27,33,0.9862,0,0
28,33,0.9838,0,0
28,34,0.985,0,0
29,34,0.9709,0,0
30,35,0.9847,0,0
31,35,0.9835,0,0
31,36,0.9878,0,0
32,36,0.9639,0,0
32,37,0.9839,0,0
33,37,0.9801,0,0
33,38,0.9808,0,0
34,38,0.9802,0,0
34,39,0.9797,0,0
35,40,0.9731,0,0
35,41,0.979,0,0
36,41,0.9862,0,0
36,42,0.9848,0,0
37,42,0.9798,0,0
37,43,0.9883,0,0
38,43,0.9793,0,0
38,44,0.9751,0,0
39,44,0.9773,0,0
40,45,0.98,0,0
41,45,0.9857,0,0
41,46,0.9797,0,0
42,46,0.9836,0,0
42,47,0.9872,0,0
43,47,0.9687,0,0
43,48,0.9845,0,0
44,48,0.9807,0,0
44,49,0.9579,0,0
45,50,0.9815,0,0
45,51,0.9916,0,0
46,51,0.9874,0,0
46,52,0.9698,0,0
47,52,0.9839,0,0
47,53,0.9847,0,0
48,53,0.9579,0,0
48,54,0.967,0,0
49,54,0.9634,0,0
50,55,0.9783,0,0
51,55,0.9833,0,0
51,56,0.9921,0,0
52,56,0.984,0,0
52,57,0.9694,0,0
53,57,0.9829,0,0
53,58,0.9856,0,0
54,58,0.9757,0,0
54,59,0.9773,0,0
