Qubit,T1,T2,gate_fidelity,preparation_fidelity,Readout_frequency,work_frequency,gate_duration,q0,q1
39,11.68,9.587,0.9968,1.0,0.929,0.0,0.0,1.0,1.0
40,3.104,6.503,0.9938,1.0,0.936,0.0,0.0,1.0,1.0
41,10.76,19.4,0.9975,1.0,0.97,0.0,0.0,1.0,1.0
42,10.96,5.321,0.987,1.0,0.887,0.0,0.0,1.0,1.0
43,22.71,20.27,0.9855,1.0,0.87,0.0,0.0,1.0,1.0
44,14.21,6.265,0.9969,1.0,0.95,0.0,0.0,1.0,1.0
45,15.63,10.1,0.9965,1.0,0.909,0.0,0.0,1.0,1.0
46,9.983,8.875,0.9854,1.0,0.946,0.0,0.0,1.0,1.0
47,14.43,9.56,0.9979,1.0,0.973,0.0,0.0,1.0,1.0
48,19.56,22.74,0.9975,1.0,0.958,0.0,0.0,1.0,1.0
49,9.635,16.64,0.9948,1.0,0.939,0.0,0.0,1.0,1.0
50,13.99,11.63,0.9925,1.0,0.953,0.0,0.0,1.0,1.0
51,14.49,4.843,0.9736,1.0,0.966,0.0,0.0,1.0,1.0
52,22.86,4.994,0.9973,1.0,0.93,0.0,0.0,1.0,1.0
53,10.57,9.249,0.9954,1.0,0.927,0.0,0.0,1.0,1.0
54,10.89,14.65,0.9898,1.0,0.94,0.0,0.0,1.0,1.0
55,6.549,5.009,0.9956,1.0,0.974,0.0,0.0,1.0,1.0
56,11.68,13.25,0.9925,1.0,0.874,0.0,0.0,1.0,1.0
57,10.65,20.71,0.9848,1.0,0.933,0.0,0.0,1.0,1.0
58,18.44,17.03,0.9613,1.0,0.904,0.0,0.0,1.0,1.0
59,14.63,8.199,0.9835,1.0,0.919,0.0,0.0,1.0,1.0
60,8.758,10.78,0.9803,1.0,0.942,0.0,0.0,1.0,1.0
61,12.48,14.27,0.9702,1.0,0.931,0.0,0.0,1.0,1.0
62,8.281,7.636,0.992,1.0,0.965,0.0,0.0,1.0,1.0
63,17.07,7.521,0.9712,1.0,0.923,0.0,0.0,1.0,1.0
64,9.784,15.09,0.9894,1.0,0.969,0.0,0.0,1.0,1.0
65,18.22,22.2,0.9909,1.0,0.979,0.0,0.0,1.0,1.0
66,15.17,14.83,0.9359,1.0,0.77,0.0,0.0,1.0,1.0
67,11.36,12.44,0.9842,1.0,0.883,0.0,0.0,1.0,1.0
68,14.45,18.88,0.9905,1.0,0.945,0.0,0.0,1.0,1.0
69,11.66,11.39,0.9959,1.0,0.934,0.0,0.0,1.0,1.0
70,12.31,18.15,0.9937,1.0,0.968,0.0,0.0,1.0,1.0
71,15.71,7.276,0.996,1.0,0.94,0.0,0.0,1.0,1.0
72,12.8,16.74,0.9903,1.0,0.931,0.0,0.0,1.0,1.0
73,12.55,13.84,0.9831,1.0,0.952,0.0,0.0,1.0,1.0
74,21.78,19.28,0.9681,1.0,0.899,0.0,0.0,1.0,1.0
75,11.9,15.51,0.9958,1.0,0.958,0.0,0.0,1.0,1.0
76,13.04,16.62,0.9948,1.0,0.974,0.0,0.0,1.0,1.0
77,2.975,3.083,0.9921,1.0,0.919,0.0,0.0,1.0,1.0
78,8.647,4.004,0.997,1.0,0.93,0.0,0.0,1.0,1.0
79,5.988,8.565,0.9959,1.0,0.964,0.0,0.0,1.0,1.0
80,5.844,8.85,0.9956,1.0,0.947,0.0,0.0,1.0,1.0
81,4.858,8.575,0.9824,1.0,0.938,0.0,0.0,1.0,1.0
82,12.63,14.18,0.9968,1.0,0.984,0.0,0.0,1.0,1.0
83,11.21,14.07,0.9934,1.0,0.976,0.0,0.0,1.0,1.0
