Qubit,T1,T2,gate_fidelity,preparation_fidelity,Readout_frequency,work_frequency,gate_duration,q0,q1
0,22.88,19.9,1.0,1.0,6.832,4.524,0.0,1.0,1.0
1,25.0,14.65,1.0,1.0,6.882,4.652,0.0,1.0,1.0
2,31.75,4.41,1.0,1.0,6.934,4.479,0.0,1.0,1.0
3,31.5,23.83,1.0,1.0,6.985,4.755,0.0,1.0,1.0
4,37.4,14.37,1.0,1.0,7.037,4.49,0.0,1.0,1.0
5,35.35,33.4,1.0,1.0,7.089,4.688,0.0,1.0,1.0
6,39.77,10.66,1.0,1.0,7.138,4.441,0.0,1.0,1.0
7,34.78,14.36,1.0,1.0,7.24,4.398,0.0,1.0,1.0
8,25.18,17.14,1.0,1.0,7.292,4.666,0.0,1.0,1.0
9,37.91,7.92,1.0,1.0,7.342,4.391,0.0,1.0,1.0
10,27.87,13.98,1.0,1.0,7.392,4.601,0.0,1.0,1.0
11,28.4,5.81,1.0,1.0,6.838,4.344,0.0,1.0,1.0
12,31.73,8.37,1.0,1.0,6.889,4.42,0.0,1.0,1.0
13,28.44,16.52,1.0,1.0,6.941,4.213,0.0,1.0,1.0
14,28.91,2.95,1.0,1.0,6.993,4.405,0.0,1.0,1.0
15,40.88,18.49,1.0,1.0,7.044,4.35,0.0,1.0,1.0
16,27.52,8.58,1.0,1.0,7.095,4.44,0.0,1.0,1.0
17,31.87,16.39,1.0,1.0,7.197,4.43,0.0,1.0,1.0
18,32.61,3.27,1.0,1.0,7.247,4.207,0.0,1.0,1.0
19,28.29,7.05,1.0,1.0,7.299,4.385,0.0,1.0,1.0
20,46.67,9.61,1.0,1.0,7.349,4.202,0.0,1.0,1.0
21,29.91,14.78,1.0,1.0,7.399,4.417,0.0,1.0,1.0
22,25.16,14.8,1.0,1.0,6.844,4.628,0.0,1.0,1.0
23,19.89,9.93,1.0,1.0,6.896,4.717,0.0,1.0,1.0
24,41.41,10.35,1.0,1.0,6.948,4.433,0.0,1.0,1.0
25,44.63,33.59,1.0,1.0,7.0,4.628,0.0,1.0,1.0
26,42.98,18.47,1.0,1.0,7.051,4.401,0.0,1.0,1.0
27,51.69,18.34,1.0,1.0,7.103,4.717,0.0,1.0,1.0
28,38.88,10.27,1.0,1.0,7.153,4.474,0.0,1.0,1.0
29,45.82,11.53,1.0,1.0,7.204,4.569,0.0,1.0,1.0
30,44.02,32.01,1.0,1.0,7.255,4.419,0.0,1.0,1.0
31,37.0,18.02,1.0,1.0,7.306,4.58,0.0,1.0,1.0
32,40.27,7.93,1.0,1.0,7.355,4.446,0.0,1.0,1.0
33,30.31,12.99,1.0,1.0,7.406,4.528,0.0,1.0,1.0
34,23.11,1.77,1.0,1.0,6.824,4.229,0.0,1.0,1.0
35,22.62,22.75,1.0,1.0,6.875,4.439,0.0,1.0,1.0
36,29.15,20.06,1.0,1.0,6.927,4.291,0.0,1.0,1.0
37,15.17,14.03,1.0,1.0,6.979,4.514,0.0,1.0,1.0
38,38.22,8.23,1.0,1.0,7.03,4.193,0.0,1.0,1.0
39,34.87,23.8,1.0,1.0,7.082,4.558,0.0,1.0,1.0
40,28.08,8.85,1.0,1.0,7.132,4.21,0.0,1.0,1.0
41,28.02,16.2,1.0,1.0,7.184,4.303,0.0,1.0,1.0
42,55.43,2.61,1.0,1.0,7.234,4.206,0.0,1.0,1.0
43,42.52,12.32,1.0,1.0,7.286,4.319,0.0,1.0,1.0
44,32.98,8.25,1.0,1.0,7.335,4.207,0.0,1.0,1.0
45,27.63,13.48,1.0,1.0,7.385,4.321,0.0,1.0,1.0
46,21.35,10.75,1.0,1.0,6.83,4.513,0.0,1.0,1.0
47,27.24,11.55,1.0,1.0,6.933,4.493,0.0,1.0,1.0
48,28.08,27.41,1.0,1.0,6.986,4.7,0.0,1.0,1.0
49,31.0,6.73,1.0,1.0,7.037,4.457,0.0,1.0,1.0
50,22.78,22.69,1.0,1.0,7.089,4.669,0.0,1.0,1.0
51,45.09,9.77,1.0,1.0,7.139,4.485,0.0,1.0,1.0
52,29.29,15.34,1.0,1.0,7.24,4.314,0.0,1.0,1.0
53,25.72,25.55,1.0,1.0,7.293,4.637,0.0,1.0,1.0
54,43.78,7.83,1.0,1.0,7.341,4.405,0.0,1.0,1.0
