LotArea,YearBuilt,BedroomAbvGr,BathroomAbvGr,GarageArea,Neighborhood,HouseStyle,HasPool,HasGarage,SalePrice
11490.142459033697,1993,1,3,357.09059830582595,Downtown,1Story,0,0,50000.0
9585.207096486445,1998,3,1,447.6589864643546,Suburb,1Story,0,1,83727.2631332003
11943.065614302077,2010,4,3,665.8259654672228,Rural,Split,1,1,130278.02543715097
14569.089569224076,2016,5,1,494.5336131787813,Downtown,2Story,0,0,102018.92609716785
9297.539875829993,1955,2,3,368.7608090223114,Suburb,Split,0,1,110731.40860892208
9297.589129152459,1958,3,1,353.4214228545548,Downtown,Split,0,0,50000.0
14737.638446522174,1955,1,1,486.0843582157548,Downtown,Split,0,1,51044.129384825945
12302.304187458727,1981,3,3,677.99751244342,Suburb,2Story,0,1,154175.79205148958
8591.576842195143,1990,3,2,818.2038611550234,Suburb,2Story,0,1,96758.89156595775
11627.680130757893,1957,3,3,458.84628039406647,Downtown,2Story,0,0,119703.05785568833
8609.746921562613,1999,3,2,491.0513638474804,Downtown,1Story,0,1,96958.5600606704
8602.810739289229,2011,2,1,257.2116587685234,Suburb,2Story,0,1,69084.85276347736
10725.886814698102,2011,4,3,887.8385138198933,Downtown,1Story,0,1,174428.82918732933
4260.159266026606,1956,5,3,219.79943236878321,Downtown,1Story,0,0,99930.61442507904
4825.246502460902,1953,3,3,734.3324623561101,Suburb,2Story,0,1,132685.3890508998
8313.137412277081,1955,3,2,426.9328093975059,Downtown,2Story,0,1,112621.71397850983
6961.506638996729,2007,3,2,380.1267012319362,Downtown,2Story,0,0,69759.66998314545
10942.74199778582,1971,4,1,277.9992856228147,Rural,1Story,0,1,78880.7883591427
7275.927773436367,1975,1,2,982.0097298814267,Suburb,Split,1,1,115101.18385882636
5763.088895994125,1952,1,2,544.2983246556789,Rural,2Story,0,1,66526.2402985191
14396.946306764663,1990,2,1,504.25608742081266,Rural,2Story,0,1,55777.81425228451
9322.671098540393,2009,1,3,677.3464719109085,Rural,2Story,0,1,80028.54033317018
10202.584614063771,1963,3,3,369.8334548740074,Downtown,1Story,0,1,50000.0
5725.75544135963,1961,3,1,500.36919104620114,Downtown,1Story,0,0,67490.26344083554
8366.851826424452,1961,3,3,511.2672573624242,Rural,Split,1,1,152634.91499241182
10332.767769129598,1962,2,2,397.57085353037337,Rural,2Story,0,1,50000.0
6547.0192677330915,1974,3,1,739.9276158371828,Rural,1Story,1,1,118198.96035366578
11127.094055037016,1994,1,1,456.26911770081915,Downtown,Split,1,1,134171.38298245578
8198.083930243585,1968,4,1,189.37358932623408,Rural,2Story,0,1,88899.45947894346
9124.918750620169,2004,4,3,439.7005272958252,Rural,1Story,0,1,152612.1629084569
8194.88016331181,1994,5,1,549.8357343427795,Suburb,2Story,0,1,104735.42908494815
15556.834553526813,1957,1,1,321.3013532224783,Suburb,2Story,0,1,58897.004122103695
9959.508325786199,2002,3,1,337.0810413659122,Downtown,1Story,1,1,86509.2825507197
6826.8672131323,2004,4,3,390.74819237479187,Suburb,1Story,0,0,116026.9705897566
12467.634736309567,1981,1,2,744.247132013392,Suburb,1Story,1,0,110281.99764322837
6337.469050086933,2000,4,1,402.5683954708588,Suburb,2Story,0,1,115291.31137463733
10626.590785014267,1993,3,2,785.8234037102062,Downtown,2Story,1,1,134798.6895787301
4120.989628360673,2019,4,3,377.00991237033287,Suburb,Split,1,1,154290.37683515807
6015.441853304708,1967,5,3,565.0028272513084,Downtown,2Story,0,0,133700.13448928838
10590.583707607371,1971,5,3,410.7514651560498,Rural,1Story,0,0,134063.2722039816
12215.399739986231,1986,4,3,650.8166340580945,Suburb,2Story,0,0,116787.64673617284
10514.104843569912,2005,1,2,276.34516908694417,Downtown,Split,1,0,91045.1755074876
9653.055152835279,2008,1,1,648.5718959154464,Suburb,Split,1,0,110017.23333322183
9096.688913232134,1952,1,3,522.7738800619368,Rural,1Story,0,1,73072.31195812915
5564.434028897718,1977,4,3,372.0016366445102,Downtown,1Story,0,1,120284.52073135368
7840.467374815874,1984,1,2,466.75570305796987,Downtown,Split,0,1,51719.894150412394
8618.083687120637,2010,3,2,806.7709882064349,Downtown,Split,1,1,151229.87672367832
13171.366678656746,2003,5,3,527.5689009761567,Rural,Split,0,1,151742.91327121027
11030.854868705384,2012,3,1,359.45439681747223,Rural,1Story,1,0,98442.75609023472
4710.879533911798,1956,1,1,259.0613434343775,Rural,Split,0,0,50000.0
10972.251908184386,1998,3,3,601.0808546861995,Downtown,Split,0,1,156400.29303487556
8844.753158751051,1980,1,2,539.1690494021371,Rural,1Story,0,1,50000.0
7969.233999082124,2007,4,3,639.0041390176447,Suburb,2Story,0,1,125796.76173168363
11835.028866522603,2010,3,3,207.55505206203156,Rural,2Story,0,1,92621.6293299252
13092.998567487854,1973,4,2,265.54790942169996,Downtown,Split,0,1,132846.5777158459
12793.840357348596,1969,4,3,729.3758398503799,Suburb,2Story,0,1,146002.50658246406
7482.3474303320845,1986,2,3,566.2683293558681,Rural,2Story,0,1,109981.95666485986
9072.362872446356,1953,1,3,606.6801702475124,Suburb,2Story,0,1,108921.85595916257
10993.790294210692,1969,5,2,307.4625935784093,Suburb,2Story,0,1,116783.93354579696
12926.635381367078,2009,1,1,303.8025603342163,Downtown,Split,1,1,92265.92508708913
8562.47728646413,1973,5,1,698.2517316384177,Suburb,2Story,0,0,104682.89359171838
9443.023070008549,1999,1,2,707.6755309530297,Suburb,2Story,1,1,87312.08026144232
6680.9950779819155,1998,4,1,282.33610259418924,Downtown,1Story,0,1,132866.95482654904
6411.380127757988,2000,3,3,244.12590082943098,Downtown,Split,0,1,107651.04343803172
12437.577467182595,1985,3,1,478.2814058575112,Downtown,1Story,0,1,103431.69796503942
14068.720085712468,2015,2,3,340.13030932479876,Suburb,1Story,0,1,70043.70897179039
9783.969635258998,1983,5,1,335.9646241907949,Suburb,Split,0,1,123403.12382313008
13010.598693676073,1985,5,2,249.72435071452148,Suburb,2Story,0,1,154680.9784600996
11084.908075142903,1955,5,1,406.31323034392665,Downtown,1Story,0,1,108377.50923025986
8064.640736184627,1988,4,1,269.06105147342686,Rural,Split,0,0,55217.71015746111
11084.186816525242,1991,5,1,280.9198193981527,Suburb,2Story,0,1,114936.35671115511
14614.109699397908,2007,3,2,559.6783693132609,Rural,Split,0,1,86112.12145845112
9892.521882670146,1961,4,1,488.9603531425247,Downtown,1Story,0,0,57490.96894653248
14693.930967442018,1952,1,2,596.9757363064264,Suburb,2Story,0,0,50000.0
2140.764687730767,1967,5,3,170.19331293013872,Rural,2Story,0,1,113379.1173978642
12465.707513125672,1989,5,1,501.97612196595264,Suburb,Split,0,1,102378.46728240972
10261.141204714513,1970,1,2,915.1275084331676,Suburb,2Story,0,1,117388.32247647674
9102.977948602396,1964,5,2,425.5455031428802,Suburb,1Story,1,0,173560.50502941955
10275.282329606507,1975,1,1,664.9498013144596,Rural,1Story,1,1,106212.0032131677
4037.2932561973216,1957,4,3,663.2013697548847,Downtown,1Story,0,1,139584.3512623674
9340.984336487465,1991,3,2,673.0397216002551,Suburb,Split,0,0,93004.43366915539
11071.337714535239,1993,1,1,533.3323374114646,Downtown,2Story,0,0,50000.0
