Qubit,T1,T2,gate_fidelity,preparation_fidelity,Readout_frequency,work_frequency,gate_duration,q0,q1
0,154.2041,99.7277,0.9998,1.0,5.1575,0.0,0.0,0.9764,0.9714
1,142.1379,51.5509,0.9997,1.0,5.0337,0.0,0.0,0.9752,0.9756
2,256.4312,95.0988,0.9998,1.0,4.8627,0.0,0.0,0.9786,0.966
3,249.3573,175.5681,0.9998,1.0,5.1251,0.0,0.0,0.9828,0.9848
4,153.9532,141.3239,0.9997,1.0,5.1592,0.0,0.0,0.9756,0.9744
5,181.4164,140.7015,0.9995,1.0,4.9786,0.0,0.0,0.9732,0.9714
6,152.6188,103.5575,0.9997,1.0,5.1566,0.0,0.0,0.9924,0.9946
