Qubit,T1,T2,gate_fidelity,preparation_fidelity,Readout_frequency,work_frequency,gate_duration,q0,q1
0,146.5238,139.1824,0.9997,1.0,4.9463,0.0,0.0,0.9862,0.9936
1,180.9796,182.1053,0.9998,1.0,4.836,0.0,0.0,0.9926,0.9968
2,186.7636,262.2141,0.9997,1.0,5.0533,0.0,0.0,0.9908,0.9944
3,174.8535,45.8331,0.9998,1.0,5.1966,0.0,0.0,0.9896,0.9868
4,155.5247,292.6038,0.9998,1.0,4.9591,0.0,0.0,0.9946,0.9952
5,175.5677,167.6051,0.9998,1.0,5.1177,0.0,0.0,0.9916,0.995
6,129.4315,283.1683,0.9997,1.0,4.9872,0.0,0.0,0.9918,0.9954
7,222.2733,81.0756,0.9997,1.0,4.8825,0.0,0.0,0.9876,0.9892
8,178.6767,282.6059,0.9998,1.0,5.0186,0.0,0.0,0.9886,0.9916
9,220.7781,126.2273,0.9998,1.0,4.9042,0.0,0.0,0.986,0.9936
10,138.2979,224.5103,0.9997,1.0,4.9489,0.0,0.0,0.991,0.9954
11,165.3427,15.307,0.9995,1.0,5.0951,0.0,0.0,0.9878,0.9938
12,104.9451,76.2645,0.9994,1.0,5.0642,0.0,0.0,0.9848,0.9894
13,96.6062,174.1398,0.9994,1.0,5.1138,0.0,0.0,0.991,0.9858
14,161.301,99.9967,0.9995,1.0,4.9867,0.0,0.0,0.9733,0.9933
15,150.7383,148.4195,0.999,1.0,4.8071,0.0,0.0,0.98,0.9874
16,206.513,66.5544,0.9996,1.0,4.883,0.0,0.0,0.9467,0.93
17,214.6117,54.339,0.9998,1.0,4.8882,0.0,0.0,0.9904,0.9944
18,154.1624,55.6468,0.999,1.0,5.0097,0.0,0.0,0.9808,0.9882
19,79.38,37.7103,0.9996,1.0,5.2159,0.0,0.0,0.8994,0.9016
20,176.8608,107.7441,0.9984,1.0,4.9619,0.0,0.0,0.968,0.9716
21,97.0085,157.1184,0.9991,1.0,5.0565,0.0,0.0,0.9908,0.9872
22,164.1375,174.7489,0.9997,1.0,4.9784,0.0,0.0,0.9862,0.986
23,136.6381,49.4681,0.9997,1.0,5.2137,0.0,0.0,0.9898,0.993
24,125.3348,84.0793,0.9998,1.0,5.0238,0.0,0.0,0.9924,0.9964
25,166.9412,68.7924,0.9997,1.0,4.8972,0.0,0.0,0.986,0.9858
26,97.7986,50.4385,0.9991,1.0,4.8402,0.0,0.0,0.9364,0.9218
