Qubit,T1,T2,gate_fidelity,preparation_fidelity,Readout_frequency,work_frequency,gate_duration,q0,q1
0,75.45,19.76,0.99857,1.0,6.824,4471132966.95,42,1.0,1.0
1,59.4,9.23,0.999,1.0,6.824,4090956693.835,42,1.0,1.0
2,78.62,18.31,0.9971,1.0,6.824,4408280492.161,42,1.0,1.0
3,56.39,14.26,0.99924,1.0,6.824,3930121054.626,42,1.0,1.0
4,35.52,16.86,0.9989,1.0,6.824,4459722640.232,42,1.0,1.0
5,46.09,10.68,0.9993,1.0,6.824,4053185670.302,42,1.0,1.0
6,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
7,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
8,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
9,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
10,67.91,24.18,0.999,1.0,6.824,4463584017.894,42,1.0,1.0
11,87.11,23.59,0.9974,1.0,6.824,4105524903.247,42,1.0,1.0
12,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
13,97.92,49.71,0.96,1.0,6.824,3862469098.979,42,1.0,1.0
14,81.52,37.91,0.99852,1.0,6.824,4362939995.345,42,1.0,1.0
15,91.94,38.83,0.999,1.0,6.824,4013529689.665,42,1.0,1.0
16,42.77,11.26,0.99954,1.0,6.824,4319398536.455,42,1.0,1.0
17,74.49,45.17,0.9992,1.0,6.824,3907956949.579,42,1.0,1.0
18,44.26,32.23,0.9986,1.0,6.824,4426308120.567,42,1.0,1.0
19,63.62,20.36,0.99883,1.0,6.824,4004465586.863,42,1.0,1.0
20,40.46,28.56,0.99948,1.0,6.824,4355170814.423,42,1.0,1.0
21,59.18,40.05,0.99942,1.0,6.824,3987749520.808,42,1.0,1.0
22,69.02,40.27,0.999,1.0,6.824,4427451917.371,42,1.0,1.0
23,84.98,50.34,0.99951,1.0,6.824,4062237889.056,42,1.0,1.0
24,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
25,63.22,24571880.32,0.9987,1.0,6.824,3982205925.974,42,1.0,1.0
26,67.01,31.34,0.9979,1.0,6.824,4498615265.756,42,1.0,1.0
27,104.58,13.92,0.99954,1.0,6.824,4211098918.892,42,1.0,1.0
28,102.59,45.1,0.99893,1.0,6.824,4361202366.587,42,1.0,1.0
29,98.02,13.61,0.99944,1.0,6.824,4073090009.216,42,1.0,1.0
