Qubit,T1,T2,gate_fidelity,preparation_fidelity,Readout_frequency,work_frequency,gate_duration,q0,q1
0,130.2235,39.5506,0.9996,1.0,5.1869,0.0,0.0,0.8686,0.8776
1,72.1527,58.186,0.9995,1.0,5.3956,0.0,0.0,0.9894,0.9614
2,63.1004,50.4844,0.9996,1.0,5.2154,0.0,0.0,0.9796,0.9828
3,79.1257,45.261,0.9996,1.0,5.1166,0.0,0.0,0.5796,0.7652
4,29.3409,31.3098,0.9994,1.0,5.4932,0.0,0.0,0.9878,0.9748
5,102.2042,82.4015,0.9997,1.0,5.3071,0.0,0.0,0.9918,0.9924
6,128.5169,74.4582,0.9997,1.0,5.1374,0.0,0.0,0.9894,0.9906
7,68.5922,21.4612,0.9994,1.0,5.29,0.0,0.0,0.9658,0.9394
8,71.7246,38.3754,0.9995,1.0,5.2206,0.0,0.0,0.8496,0.8862
9,109.961,56.4334,0.9995,1.0,5.0609,0.0,0.0,0.738,0.7908
10,110.5498,134.2619,0.9996,1.0,5.0954,0.0,0.0,0.962,0.9736
11,122.073,54.78,0.9994,1.0,5.0324,0.0,0.0,0.9412,0.9674
12,48.7023,76.8244,0.9991,1.0,5.2051,0.0,0.0,0.9836,0.9804
13,98.0199,100.518,0.9995,1.0,5.2986,0.0,0.0,0.99,0.9852
14,72.6647,30.5672,0.9993,1.0,5.4612,0.0,0.0,0.9678,0.9098
15,59.1381,18.1783,0.9982,1.0,5.2203,0.0,0.0,0.904,0.8498
16,60.679,27.9957,0.9994,1.0,5.3077,0.0,0.0,0.9876,0.9688
17,64.4123,5.3419,0.9988,1.0,5.4187,0.0,0.0,0.9714,0.9772
18,100.138,5.9658,0.9986,1.0,5.2679,0.0,0.0,0.9834,0.982
19,96.6446,18.9867,0.9992,1.0,5.2308,0.0,0.0,0.9736,0.9656
20,110.5177,21.946,0.9996,1.0,5.1349,0.0,0.0,0.9584,0.946
21,61.1281,19.4319,0.999,1.0,5.2319,0.0,0.0,0.9898,0.99
22,19.8887,19.9565,0.9983,1.0,5.0465,0.0,0.0,0.9256,0.9372
23,85.0131,11.9386,0.9992,1.0,5.1405,0.0,0.0,0.9636,0.9492
24,69.2282,19.0008,0.9992,1.0,5.3938,0.0,0.0,0.9186,0.9162
25,59.4119,6.9643,0.9989,1.0,5.3571,0.0,0.0,0.95,0.9304
26,117.6748,128.4152,0.9994,1.0,5.1539,0.0,0.0,0.9834,0.981
27,119.7232,15.5578,0.9993,1.0,5.2867,0.0,0.0,0.9844,0.9834
28,58.4217,72.1576,0.9993,1.0,5.2765,0.0,0.0,0.9486,0.929
29,76.5363,68.1674,0.9956,1.0,5.1058,0.0,0.0,0.873,0.921
30,74.5104,84.2267,0.9991,1.0,5.1402,0.0,0.0,0.9738,0.9892
31,122.6884,13.6571,0.9966,1.0,5.1941,0.0,0.0,0.947,0.9004
32,107.9418,70.7257,0.9988,1.0,5.0826,0.0,0.0,0.9438,0.9708
33,86.3505,104.9996,0.9985,1.0,5.0815,0.0,0.0,0.9674,0.9824
34,44.1684,69.9873,0.9994,1.0,5.5038,0.0,0.0,0.9626,0.9666
35,114.5929,64.639,0.9996,1.0,5.3116,0.0,0.0,0.9824,0.989
36,122.0263,47.5672,0.9996,1.0,5.1039,0.0,0.0,0.795,0.8178
37,27.2613,17.3906,0.9991,1.0,5.141,0.0,0.0,0.8278,0.7976
38,83.4883,16.2735,0.9994,1.0,5.383,0.0,0.0,0.8552,0.8464
39,144.7617,89.8205,0.9997,1.0,4.9922,0.0,0.0,0.8672,0.8686
40,86.1606,129.6628,0.9995,1.0,5.2303,0.0,0.0,0.9764,0.9564
41,56.3125,60.3064,0.9994,1.0,5.3452,0.0,0.0,0.954,0.9812
42,33.5965,43.3827,0.9989,1.0,5.462,0.0,0.0,0.97,0.8726
43,70.5425,82.5953,0.9996,1.0,5.2186,0.0,0.0,0.9586,0.9364
44,48.9581,64.3359,0.9994,1.0,5.3448,0.0,0.0,0.7062,0.558
45,80.0904,51.6173,0.9993,1.0,5.2057,0.0,0.0,0.9236,0.9226
46,60.7055,74.4625,0.9995,1.0,5.3635,0.0,0.0,0.969,0.5588
47,92.5183,122.5668,0.9992,1.0,5.1059,0.0,0.0,0.7244,0.6856
48,144.3915,40.3616,0.9986,1.0,5.1332,0.0,0.0,0.9016,0.8486
49,43.2522,22.9846,0.9993,1.0,5.2466,0.0,0.0,0.9492,0.9338
50,49.5996,37.8624,0.9994,1.0,5.2867,0.0,0.0,0.9442,0.9536
51,154.5763,66.1131,0.9947,1.0,5.168,0.0,0.0,0.986,0.9964
52,121.7545,77.9949,0.9995,1.0,4.8553,0.0,0.0,0.8098,0.9676
53,50.1672,35.4085,0.9995,1.0,5.2775,0.0,0.0,0.9884,0.9922
54,66.8556,20.4737,0.996,1.0,5.1527,0.0,0.0,0.9456,0.9318
