Qubit,T1,T2,gate_fidelity,preparation_fidelity,Readout_frequency,work_frequency,gate_duration,q0,q1
0,231.0102,414.7817,0.9999,1.0,4.8689,0.0,0.0,0.9868,0.9984
1,130.3988,107.2532,0.9989,1.0,4.7141,0.0,0.0,0.9774,0.994
2,201.0813,200.5131,0.9998,1.0,4.6084,0.0,0.0,0.9844,0.9974
3,205.9311,120.4268,0.9997,1.0,4.8395,0.0,0.0,0.9816,0.9988
4,209.3819,112.6349,0.9992,1.0,4.7128,0.0,0.0,0.987,0.9892
5,60.3151,76.0288,0.9996,1.0,4.8287,0.0,0.0,0.9622,0.9904
6,135.4114,233.3597,0.9998,1.0,4.6386,0.0,0.0,0.9074,0.9252
7,247.0232,266.281,0.9999,1.0,4.9033,0.0,0.0,0.9854,0.9962
8,141.3545,56.3208,0.9998,1.0,4.7257,0.0,0.0,0.9742,0.9982
9,262.8748,160.4532,0.9999,1.0,4.7802,0.0,0.0,0.9862,0.9988
10,106.9552,190.2736,0.9998,1.0,4.767,0.0,0.0,0.866,0.9572
11,318.1338,75.1356,0.9996,1.0,4.6559,0.0,0.0,0.9872,0.9898
12,111.4886,193.8343,0.9984,1.0,4.8492,0.0,0.0,0.9564,0.9942
13,194.742,271.3018,0.9998,1.0,4.8103,0.0,0.0,0.9844,0.996
14,130.8812,67.8402,0.9996,1.0,4.7143,0.0,0.0,0.9096,0.9688
15,165.634,40.64,0.9998,1.0,4.7548,0.0,0.0,0.9786,0.9974
16,148.7017,155.9298,0.9998,1.0,4.6314,0.0,0.0,0.9696,0.9708
17,272.9171,148.8134,0.9996,1.0,4.7173,0.0,0.0,0.985,0.997
18,193.8473,208.0808,0.9999,1.0,4.8134,0.0,0.0,0.9854,0.9966
19,185.0272,161.0025,0.9997,1.0,4.5831,0.0,0.0,0.9848,0.9976
20,183.0633,191.9684,0.9995,1.0,4.7168,0.0,0.0,0.9618,0.9766
21,232.3398,73.3536,0.9997,1.0,4.7523,0.0,0.0,0.9738,0.9882
22,183.562,293.0318,0.9998,1.0,4.9018,0.0,0.0,0.983,0.998
23,193.2209,255.1347,0.9997,1.0,4.8591,0.0,0.0,0.9804,0.9944
24,256.5291,446.2235,0.9999,1.0,4.8503,0.0,0.0,0.8824,0.9474
25,214.2614,431.6162,0.9998,1.0,4.6579,0.0,0.0,0.9582,0.9934
26,242.3585,260.2775,0.9998,1.0,4.7891,0.0,0.0,0.7434,0.61
