l0,l1,fidelity,cs0,cs1
1,4,0.9954,0,0
1,0,0.9895,0,0
2,1,0.9948,0,0
3,2,0.9918,0,0
5,3,0.9958,0,0
7,6,0.9949,0,0
7,4,0.9885,0,0
8,5,0.0,0,0
9,8,0.9946,0,0
10,7,0.9951,0,0
11,8,0.9959,0,0
12,10,0.9935,0,0
13,12,0.9954,0,0
14,13,0.9892,0,0
14,11,0.9183,0,0
15,12,0.9914,0,0
16,14,0.9747,0,0
18,17,0.9935,0,0
18,15,0.9858,0,0
19,16,0.9854,0,0
19,20,0.0,0,0
21,18,0.9933,0,0
22,19,0.9848,0,0
23,21,0.9897,0,0
24,23,0.9915,0,0
25,22,0.9928,0,0
25,24,0.9854,0,0
26,25,0.9945,0,0
