Qubit,T1,T2,gate_fidelity,preparation_fidelity,Readout_frequency,work_frequency,gate_duration,q0,q1
109,172.9961,179.1754,0.9999,1.0,5.3537,0.0,0.0,0.9944,0.9948
110,206.9855,138.9545,0.9994,1.0,5.3412,0.0,0.0,0.9846,0.9896
111,212.5663,172.006,0.9998,1.0,5.2947,0.0,0.0,0.996,0.9954
112,200.4358,94.5685,0.9997,1.0,5.2654,0.0,0.0,0.9788,0.9322
113,180.9512,100.6644,0.9998,1.0,5.1803,0.0,0.0,0.9368,0.8014
114,257.8321,161.0299,0.9998,1.0,5.2563,0.0,0.0,0.9926,0.988
115,193.8588,245.3901,0.9998,1.0,5.4465,0.0,0.0,0.9854,0.9886
116,185.7154,260.1533,0.9998,1.0,5.324,0.0,0.0,0.9932,0.9896
117,217.9747,92.2592,0.9999,1.0,5.2374,0.0,0.0,0.9922,0.9944
118,77.3652,77.8315,0.9993,1.0,5.4258,0.0,0.0,0.992,0.9938
119,182.7238,139.7719,0.9997,1.0,5.4862,0.0,0.0,0.9928,0.9934
120,152.8912,150.7522,0.9998,1.0,5.355,0.0,0.0,0.9904,0.995
121,298.6208,231.057,0.9999,1.0,5.3125,0.0,0.0,0.984,0.9816
122,218.8988,140.1411,0.9988,1.0,5.2236,0.0,0.0,0.9642,0.9926
123,151.2837,69.363,0.9998,1.0,5.375,0.0,0.0,0.9898,0.993
124,222.1243,19.4157,0.9997,1.0,5.473,0.0,0.0,0.993,0.9932
125,158.9415,203.6523,0.9998,1.0,5.3118,0.0,0.0,0.9878,0.9874
126,0,21.4776,0.9995,1.0,5.1754,0.0,0.0,0.9818,0.994
