Qubit,T1,T2,gate_fidelity,preparation_fidelity,Readout_frequency,work_frequency,gate_duration,q0,q1
0,112.3219,167.5823,0.9998,1.0,5.2436,0.0,0.0,0.9346,0.9516
1,257.8572,302.337,0.9998,1.0,5.1898,0.0,0.0,0.9902,0.9898
2,240.2031,310.0279,0.9998,1.0,5.0813,0.0,0.0,0.9924,0.9888
3,280.4971,254.2694,0.9998,1.0,5.0004,0.0,0.0,0.9914,0.992
4,80.4953,81.4726,0.9997,1.0,5.0607,0.0,0.0,0.9568,0.9726
5,203.2645,310.1695,0.9997,1.0,5.2239,0.0,0.0,0.9856,0.9856
6,185.1835,277.7507,0.9999,1.0,5.1521,0.0,0.0,0.9746,0.9724
7,310.4355,56.5871,0.9999,1.0,5.0699,0.0,0.0,0.9852,0.9804
8,296.7641,272.6965,0.9998,1.0,5.021,0.0,0.0,0.992,0.9906
9,222.4893,133.2158,0.9998,1.0,5.0831,0.0,0.0,0.9918,0.9814
10,167.6652,202.3046,0.9996,1.0,5.1374,0.0,0.0,0.9828,0.9892
11,168.2902,186.2365,0.9998,1.0,5.2182,0.0,0.0,0.9912,0.9906
12,286.9168,116.6889,0.9991,1.0,4.9737,0.0,0.0,0.881,0.8852
13,205.2967,144.1914,0.9998,1.0,5.2397,0.0,0.0,0.9876,0.9326
14,116.4378,105.216,0.9998,1.0,5.1084,0.0,0.0,0.9906,0.9926
15,198.3325,159.6551,0.9998,1.0,5.1493,0.0,0.0,0.9872,0.9916
16,265.3414,386.2727,0.9998,1.0,5.1373,0.0,0.0,0.9834,0.9832
17,119.9404,117.2576,0.9997,1.0,5.237,0.0,0.0,0.9828,0.9306
18,250.874,107.0427,0.9998,1.0,5.2069,0.0,0.0,0.949,0.9414
19,237.0612,181.3235,0.9998,1.0,5.2538,0.0,0.0,0.9594,0.9786
20,256.3063,117.9986,0.9996,1.0,5.1506,0.0,0.0,0.901,0.8814
21,283.1785,128.1611,0.9999,1.0,5.0558,0.0,0.0,0.8908,0.894
22,154.6741,170.4623,0.9998,1.0,5.3163,0.0,0.0,0.9242,0.9046
23,269.6892,218.1764,0.9998,1.0,5.1033,0.0,0.0,0.9866,0.985
24,162.4427,291.6746,0.9998,1.0,5.1617,0.0,0.0,0.99,0.993
25,115.4682,181.2245,0.9997,1.0,5.2541,0.0,0.0,0.993,0.9938
26,225.4136,260.625,0.9998,1.0,5.2162,0.0,0.0,0.989,0.99
27,199.5193,55.2767,0.9998,1.0,5.3038,0.0,0.0,0.9738,0.9786
28,161.6537,48.2841,0.9998,1.0,5.1602,0.0,0.0,0.9932,0.9956
29,169.793,236.0721,0.9998,1.0,5.2718,0.0,0.0,0.986,0.848
30,300.257,210.2072,0.9997,1.0,5.0338,0.0,0.0,0.9838,0.9776
31,90.9613,56.8622,0.999,1.0,5.1323,0.0,0.0,0.9872,0.9934
32,211.6071,231.242,0.9998,1.0,5.2483,0.0,0.0,0.9948,0.9954
33,203.2236,270.4403,0.9993,1.0,5.1836,0.0,0.0,0.9896,0.9924
34,294.4961,316.4363,0.9999,1.0,5.0289,0.0,0.0,0.9938,0.9956
35,132.2354,268.5836,0.9998,1.0,5.105,0.0,0.0,0.9664,0.9682
36,122.7363,150.4149,0.9998,1.0,5.3606,0.0,0.0,0.968,0.9356
37,348.3441,169.1078,0.9999,1.0,4.9503,0.0,0.0,0.9282,0.9304
38,199.0074,146.6209,0.9998,1.0,5.197,0.0,0.0,0.9824,0.9786
39,231.2724,101.1593,0.9995,1.0,5.0481,0.0,0.0,0.9948,0.9966
40,302.4701,134.424,0.9999,1.0,4.9742,0.0,0.0,0.9804,0.9924
41,183.0771,150.0155,0.9996,1.0,5.174,0.0,0.0,0.9904,0.996
42,155.6436,149.0151,0.9987,1.0,5.2768,0.0,0.0,0.9878,0.9906
43,277.4865,226.8509,0.9999,1.0,5.1184,0.0,0.0,0.9834,0.9906
44,172.3969,49.1649,0.9998,1.0,5.3565,0.0,0.0,0.9914,0.9272
45,201.5162,395.1997,0.9999,1.0,5.0936,0.0,0.0,0.8664,0.8584
46,253.8669,92.7552,0.9999,1.0,5.3366,0.0,0.0,0.99,0.9846
47,286.2999,19.3102,0.9998,1.0,5.1924,0.0,0.0,0.992,0.995
48,172.284,143.8134,0.9997,1.0,5.2503,0.0,0.0,0.992,0.9906
49,253.0329,110.7549,0.9996,1.0,5.1606,0.0,0.0,0.9878,0.9926
50,236.4818,159.0359,0.9996,1.0,5.1267,0.0,0.0,0.9688,0.9646
51,150.719,140.8906,0.9996,1.0,5.3146,0.0,0.0,0.9252,0.9232
52,234.2179,34.1436,0.9997,1.0,5.1857,0.0,0.0,0.9914,0.9962
53,125.3605,186.0147,0.9997,1.0,5.4041,0.0,0.0,0.99,0.9814
54,195.1918,190.5018,0.9998,1.0,5.1892,0.0,0.0,0.9908,0.9946
55,252.9055,68.9851,0.9998,1.0,5.231,0.0,0.0,0.994,0.9948
56,181.6326,180.5266,0.9998,1.0,5.4125,0.0,0.0,0.989,0.9756
57,203.5552,112.8404,0.9998,1.0,5.3027,0.0,0.0,0.9834,0.986
58,235.022,208.093,0.9997,1.0,5.1847,0.0,0.0,0.9928,0.9938
59,202.6136,89.2547,0.9998,1.0,5.3488,0.0,0.0,0.9918,0.9934
60,161.4739,135.8204,0.9969,1.0,5.2397,0.0,0.0,0.9722,0.9952
61,124.2167,163.8981,0.9998,1.0,5.3687,0.0,0.0,0.995,0.9936
62,182.0034,140.0603,0.9999,1.0,5.2939,0.0,0.0,0.9698,0.9696
63,132.8645,134.9639,0.9996,1.0,5.0907,0.0,0.0,0.987,0.9858
64,207.4995,110.3276,0.9987,1.0,5.2351,0.0,0.0,0.9832,0.9818
65,200.9507,117.4514,0.9997,1.0,5.3468,0.0,0.0,0.9618,0.9678
66,55.7086,66.2952,0.9982,1.0,5.2786,0.0,0.0,0.9864,0.9932
67,184.5507,93.439,0.9994,1.0,5.4063,0.0,0.0,0.9924,0.992
68,171.1767,134.4164,0.9998,1.0,5.3339,0.0,0.0,0.9898,0.9884
69,163.39,105.1752,0.9995,1.0,5.4093,0.0,0.0,0.9848,0.988
70,223.0227,210.059,0.9999,1.0,5.2637,0.0,0.0,0.995,0.994
71,231.6536,300.1472,0.9998,1.0,5.0936,0.0,0.0,0.9898,0.9932
72,307.092,88.4487,0.9997,1.0,5.2042,0.0,0.0,0.9932,0.9946
73,262.4778,162.9581,0.9998,1.0,5.1967,0.0,0.0,0.9764,0.9734
74,244.3971,249.3626,0.9998,1.0,5.3401,0.0,0.0,0.977,0.9856
75,213.8074,140.9125,0.9994,1.0,5.3326,0.0,0.0,0.8538,0.8726
76,293.9891,100.2803,0.9989,1.0,5.2163,0.0,0.0,0.8764,0.8916
77,114.8849,134.6048,0.9997,1.0,5.2599,0.0,0.0,0.9814,0.9736
78,188.7274,113.5366,0.9998,1.0,5.3405,0.0,0.0,0.9942,0.9884
79,102.9501,100.1831,0.9996,1.0,5.2347,0.0,0.0,0.9904,0.9738
80,233.9975,274.0998,0.9997,1.0,5.0764,0.0,0.0,0.9842,0.9898
81,222.7514,82.8305,0.9997,1.0,5.151,0.0,0.0,0.9928,0.9954
82,217.4468,158.1924,0.9998,1.0,5.0105,0.0,0.0,0.9866,0.9878
83,266.6345,20.1152,0.9995,1.0,5.1864,0.0,0.0,0.9828,0.9588
84,147.7938,46.0631,0.9997,1.0,5.3808,0.0,0.0,0.9904,0.9902
85,74.9644,23.9533,0.9996,1.0,5.2983,0.0,0.0,0.989,0.9752
86,231.8028,21.2612,0.9997,1.0,5.1602,0.0,0.0,0.9876,0.9914
87,170.2483,88.5203,0.9996,1.0,5.3495,0.0,0.0,0.9652,0.9648
88,164.298,147.3749,0.9998,1.0,5.3987,0.0,0.0,0.9914,0.9926
89,161.3031,240.4824,0.9997,1.0,5.4933,0.0,0.0,0.9904,0.9922
90,95.0143,153.6107,0.9996,1.0,5.5836,0.0,0.0,0.9526,0.9432
91,221.8991,89.0453,0.9997,1.0,4.9044,0.0,0.0,0.7194,0.462
92,227.6054,20.0665,0.9997,1.0,5.238,0.0,0.0,0.9836,0.9774
93,169.9862,139.7298,0.9988,1.0,5.3812,0.0,0.0,0.9022,0.936
94,208.9995,243.7741,0.9999,1.0,5.392,0.0,0.0,0.9916,0.988
95,198.3612,176.2613,0.9999,1.0,5.5289,0.0,0.0,0.9142,0.9074
96,140.2329,104.9998,0.9998,1.0,5.4626,0.0,0.0,0.9572,0.9698
97,146.7446,199.9878,0.9998,1.0,5.4119,0.0,0.0,0.9518,0.9376
98,196.6686,143.8138,0.9997,1.0,5.1791,0.0,0.0,0.9722,0.9138
99,117.6173,93.1917,0.9997,1.0,5.2494,0.0,0.0,0.9606,0.9652
100,249.8967,183.7562,0.9998,1.0,5.2838,0.0,0.0,0.9926,0.9928
101,239.2298,288.537,0.9998,1.0,5.1923,0.0,0.0,0.991,0.9912
102,238.435,23.8886,0.9998,1.0,5.3364,0.0,0.0,0.9926,0.9864
103,127.1978,32.1321,0.9996,1.0,5.4024,0.0,0.0,0.9892,0.9918
104,178.4111,133.4055,0.9998,1.0,5.3672,0.0,0.0,0.9682,0.946
105,194.1816,104.9304,0.9998,1.0,5.1252,0.0,0.0,0.9838,0.9928
106,204.2871,130.9824,0.9997,1.0,5.3193,0.0,0.0,0.9824,0.9846
107,173.4476,100.0915,0.9993,1.0,5.39,0.0,0.0,0.796,0.7666
108,100.8771,32.4628,0.9994,1.0,5.3607,0.0,0.0,0.7933,0.5467
