Qubit,T1,T2,gate_fidelity,preparation_fidelity,Readout_frequency,work_frequency,gate_duration,q0,q1
0,89.2079,116.1136,0.9997,1.0,5.3007,0.0,0.0,0.943,0.9762
1,97.2291,115.7371,0.9997,1.0,5.0806,0.0,0.0,0.9492,0.978
2,95.5022,101.2997,0.9998,1.0,5.3222,0.0,0.0,0.9256,0.9452
3,100.688,20.9779,0.9997,1.0,5.1636,0.0,0.0,0.9474,0.9842
4,106.0691,148.1472,0.9994,1.0,5.0523,0.0,0.0,0.9432,0.9776
