Qubit,T1,T2,gate_fidelity,preparation_fidelity,Readout_frequency,work_frequency,gate_duration,q0,q1
0,448.2552,457.6166,0.9999,1.0,4.6556,0.0,0.0,0.9962,0.9994
1,477.7998,193.5333,0.9995,1.0,4.535,0.0,0.0,0.9906,0.999
2,305.8224,125.0734,0.9999,1.0,4.6801,0.0,0.0,0.9928,0.9964
3,277.0227,148.1387,0.9998,1.0,4.6067,0.0,0.0,0.996,0.9972
4,414.86,123.7637,0.9995,1.0,4.4623,0.0,0.0,0.9862,0.9958
5,277.9103,387.6717,0.9998,1.0,4.4267,0.0,0.0,0.9802,0.9676
6,410.4388,178.0968,0.9999,1.0,4.6401,0.0,0.0,0.9964,0.9998
7,361.7698,413.7259,0.9999,1.0,4.4757,0.0,0.0,0.9962,0.9988
8,449.1165,260.2181,0.9997,1.0,4.4018,0.0,0.0,0.995,0.9926
9,428.4281,318.7137,0.9999,1.0,4.519,0.0,0.0,0.9886,0.9924
10,228.398,45.4982,0.9998,1.0,4.6284,0.0,0.0,0.9904,0.992
11,362.955,296.3597,0.9998,1.0,4.5717,0.0,0.0,0.9692,0.9784
12,261.6028,184.6233,0.9998,1.0,4.4643,0.0,0.0,0.994,0.9968
13,286.0523,88.7633,0.9998,1.0,4.5734,0.0,0.0,0.9788,0.9846
14,273.6967,278.9281,0.9989,1.0,4.604,0.0,0.0,0.9484,0.9852
15,478.1702,75.7175,0.9993,1.0,4.4959,0.0,0.0,0.977,0.9504
16,25.4722,30.21,0.999,1.0,4.5133,0.0,0.0,0.954,0.9956
17,266.7414,55.5036,0.9992,1.0,4.6758,0.0,0.0,0.9808,0.9856
18,338.5796,53.8131,0.9999,1.0,4.5148,0.0,0.0,0.9558,0.9958
19,482.7343,310.4157,0.9999,1.0,4.4441,0.0,0.0,0.9952,0.988
20,436.4154,471.0354,0.9998,1.0,4.3413,0.0,0.0,0.9762,0.9704
21,233.6014,157.2949,0.9998,1.0,4.4852,0.0,0.0,0.984,0.9838
22,345.3587,147.4367,0.9998,1.0,4.3829,0.0,0.0,0.996,0.9982
23,166.7505,151.118,0.9998,1.0,4.5317,0.0,0.0,0.9956,0.9996
24,168.1834,82.0408,0.9996,1.0,4.6462,0.0,0.0,0.9836,0.9976
25,226.6142,328.3409,0.9999,1.0,4.7022,0.0,0.0,0.989,0.9916
26,175.1834,103.7485,0.9996,1.0,4.6488,0.0,0.0,0.9906,0.9928
27,301.202,57.5651,0.9997,1.0,4.61,0.0,0.0,0.94,0.9406
28,185.1949,14.2596,0.9998,1.0,4.5169,0.0,0.0,0.9918,0.9944
29,470.3142,248.2861,0.9999,1.0,4.46,0.0,0.0,0.9696,0.978
30,236.5807,119.1063,0.9993,1.0,4.6459,0.0,0.0,0.9352,0.9354
31,112.3553,104.6188,0.9995,1.0,4.613,0.0,0.0,0.988,0.9934
32,240.3412,100.9498,0.9997,1.0,4.4775,0.0,0.0,0.9746,0.9142
33,243.2829,194.7042,0.9999,1.0,4.5969,0.0,0.0,0.9954,0.9974
34,261.9897,112.3225,0.9994,1.0,4.5621,0.0,0.0,0.9932,0.9996
35,245.9439,195.0316,0.9995,1.0,4.7219,0.0,0.0,0.979,0.9946
36,365.2605,112.784,0.9997,1.0,4.608,0.0,0.0,0.9936,0.9954
37,388.4249,242.7062,0.9997,1.0,4.4977,0.0,0.0,0.9926,0.9944
38,430.2669,143.1607,0.9995,1.0,4.4584,0.0,0.0,0.908,0.9236
39,332.4162,59.5989,0.9997,1.0,4.5043,0.0,0.0,0.9948,0.9984
40,381.3079,38.3651,0.9998,1.0,4.4643,0.0,0.0,0.9912,0.999
41,135.4536,174.2062,0.9999,1.0,4.5759,0.0,0.0,0.9956,0.9994
42,224.6002,61.9184,0.9997,1.0,4.6414,0.0,0.0,0.9854,0.9996
43,287.8552,193.4368,0.9999,1.0,4.5231,0.0,0.0,0.9958,0.997
44,428.9487,245.3225,0.9996,1.0,4.5946,0.0,0.0,0.978,0.9806
45,302.8703,115.1801,0.9998,1.0,4.6304,0.0,0.0,0.993,0.9986
46,164.3976,49.907,0.9989,1.0,4.7101,0.0,0.0,0.982,0.9948
47,16.796,28.3335,0.8804,1.0,4.6851,0.0,0.0,0.6788,0.6374
48,298.0741,54.5325,0.9997,1.0,4.6249,0.0,0.0,0.993,0.9996
49,284.0556,119.3554,0.9998,1.0,4.5819,0.0,0.0,0.983,0.9904
50,232.545,121.6157,0.9996,1.0,4.4581,0.0,0.0,0.9856,0.9916
51,303.7554,65.0873,0.9998,1.0,4.5654,0.0,0.0,0.9912,0.9888
52,183.4631,30.4423,0.9995,1.0,4.4445,0.0,0.0,0.9838,0.9754
53,369.3411,407.3077,0.9999,1.0,4.622,0.0,0.0,0.9946,0.997
54,428.8822,22.526,0.9996,1.0,4.5013,0.0,0.0,0.9922,0.9878
55,274.8941,32.1776,0.9994,1.0,4.6862,0.0,0.0,0.9864,0.9972
56,307.4551,253.5358,0.9996,1.0,4.5538,0.0,0.0,0.953,0.9914
57,236.2855,113.3959,0.9992,1.0,4.6396,0.0,0.0,0.9936,0.998
