l0,l1,fidelity,cs0,cs1
2,3,0.98,0.0,0.0
3,4,0.976,0.0,0.0
4,5,0.984,0.0,0.0
5,6,0.984,0.0,0.0
6,19,0.978,0.0,0.0
9,10,0.982,0.0,0.0
10,11,0.98,0.0,0.0
10,23,0.96,0.0,0.0
11,12,0.983,0.0,0.0
13,26,0.97,0.0,0.0
16,17,0.98,0.0,0.0
17,18,0.968,0.0,0.0
18,19,0.968,0.0,0.0
19,20,0.97,0.0,0.0
20,21,0.9,0.0,0.0
21,22,0.9,0.0,0.0
21,34,0.9,0.0,0.0
22,23,0.976,0.0,0.0
23,24,0.96,0.0,0.0
24,25,0.972,0.0,0.0
26,27,0.9,0.0,0.0
27,28,0.96,0.0,0.0
28,29,0.9,0.0,0.0
28,41,0.95,0.0,0.0
31,32,0.986,0.0,0.0
32,33,0.983,0.0,0.0
32,45,0.97,0.0,0.0
33,34,0.977,0.0,0.0
35,36,0.99,0.0,0.0
36,37,0.982,0.0,0.0
36,49,0.943,0.0,0.0
39,40,0.9897,0.0,0.0
39,52,0.969,0.0,0.0
40,41,0.973,0.0,0.0
41,42,0.9,0.0,0.0
44,45,0.978,0.0,0.0
45,46,0.969,0.0,0.0
48,49,0.96,0.0,0.0
49,50,0.976,0.0,0.0
50,51,0.9877,0.0,0.0
51,64,0.974,0.0,0.0
52,53,0.9,0.0,0.0
53,54,0.98,0.0,0.0
54,55,0.9,0.0,0.0
54,67,0.9,0.0,0.0
55,56,0.98,0.0,0.0
56,57,0.975,0.0,0.0
57,58,0.975,0.0,0.0
58,59,0.972,0.0,0.0
58,71,0.9,0.0,0.0
59,60,0.991,0.0,0.0
62,63,0.972,0.0,0.0
62,75,0.971,0.0,0.0
63,64,0.986,0.0,0.0
65,66,0.969,0.0,0.0
66,67,0.98,0.0,0.0
67,68,0.93,0.0,0.0
68,69,0.9,0.0,0.0
69,82,0.951,0.0,0.0
71,72,0.964,0.0,0.0
72,73,0.979,0.0,0.0
73,86,0.958,0.0,0.0
74,75,0.983,0.0,0.0
75,76,0.972,0.0,0.0
76,77,0.989,0.0,0.0
77,90,0.975,0.0,0.0
79,80,0.98,0.0,0.0
80,81,0.97,0.0,0.0
81,82,0.962,0.0,0.0
82,83,0.95,0.0,0.0
85,86,0.92,0.0,0.0
86,87,0.9,0.0,0.0
87,88,0.9,0.0,0.0
88,89,0.984,0.0,0.0
88,101,0.979,0.0,0.0
89,90,0.967,0.0,0.0
95,96,0.968,0.0,0.0
95,108,0.966,0.0,0.0
96,97,0.982,0.0,0.0
98,99,0.955,0.0,0.0
99,112,0.9838,0.0,0.0
101,102,0.98,0.0,0.0
102,103,0.978,0.0,0.0
103,116,0.88,0.0,0.0
106,119,0.979,0.0,0.0
107,108,0.9827,0.0,0.0
108,109,0.982,0.0,0.0
109,110,0.993,0.0,0.0
110,111,0.975,0.0,0.0
110,123,0.978,0.0,0.0
111,112,0.95,0.0,0.0
112,113,0.978,0.0,0.0
113,114,0.99,0.0,0.0
114,115,0.9913,0.0,0.0
115,116,0.9899,0.0,0.0
117,118,0.967,0.0,0.0
118,119,0.965,0.0,0.0
119,120,0.985,0.0,0.0
120,121,0.96,0.0,0.0
121,122,0.97,0.0,0.0
122,123,0.973,0.0,0.0
123,124,0.972,0.0,0.0
124,125,0.9831,0.0,0.0
