Qubit,T1,T2,gate_fidelity,preparation_fidelity,Readout_frequency,work_frequency,gate_duration,q0,q1
0,14.9,12.5,1.0,1.0,5.199,0.0,0.0,1.0,1.0
1,16.8,4.1,1.0,1.0,4.873,0.0,0.0,1.0,1.0
2,17.5,14.4,1.0,1.0,5.143,0.0,0.0,1.0,1.0
3,14.7,12.9,1.0,1.0,4.862,0.0,0.0,1.0,1.0
4,15.1,15.7,1.0,1.0,5.099,0.0,0.0,1.0,1.0
5,12.2,14.5,1.0,1.0,4.838,0.0,0.0,1.0,1.0
6,12.6,25.2,1.0,1.0,5.115,0.0,0.0,1.0,1.0
7,12.5,3.1,1.0,1.0,4.86,0.0,0.0,1.0,1.0
