Qubit,T1,T2,gate_fidelity,preparation_fidelity,Readout_frequency,work_frequency,gate_duration,q0,q1
0,104.5764,41.9528,0.9997,1.0,5.015,0.0,0.0,0.9588,0.912
1,294.7757,129.4959,0.9998,1.0,4.9557,0.0,0.0,0.9672,0.9866
2,336.2926,383.4126,0.9999,1.0,4.8067,0.0,0.0,0.9916,0.9924
3,120.8746,173.6955,0.9998,1.0,5.2323,0.0,0.0,0.9492,0.9364
4,114.2496,132.2355,0.9998,1.0,5.1383,0.0,0.0,0.9886,0.9928
5,86.6691,118.0656,0.9994,1.0,4.9881,0.0,0.0,0.9874,0.9934
6,325.4348,190.9206,0.9997,1.0,4.8989,0.0,0.0,0.9688,0.9872
7,234.4095,152.0483,0.9997,1.0,5.0229,0.0,0.0,0.991,0.992
8,165.2803,126.9266,0.9998,1.0,5.1118,0.0,0.0,0.9596,0.974
9,139.9888,40.5252,0.9993,1.0,5.1532,0.0,0.0,0.9532,0.9724
10,182.6394,100.173,0.9998,1.0,4.9971,0.0,0.0,0.9884,0.9844
11,149.1717,28.5421,0.9998,1.0,5.1745,0.0,0.0,0.9798,0.989
12,191.2769,19.4323,0.9998,1.0,4.9354,0.0,0.0,0.9554,0.96
13,131.6855,44.7122,0.9994,1.0,5.1687,0.0,0.0,0.9582,0.9904
14,173.6812,11.002,0.9996,1.0,4.9301,0.0,0.0,0.9642,0.9328
15,206.2196,72.246,0.9998,1.0,5.015,0.0,0.0,0.9576,0.968
16,84.9429,16.7228,0.9988,1.0,5.2792,0.0,0.0,0.9804,0.9856
17,86.8679,83.8724,0.9997,1.0,5.3955,0.0,0.0,0.9548,0.9236
18,234.263,10.6154,0.9996,1.0,5.0585,0.0,0.0,0.9858,0.9752
19,118.0035,183.5315,0.999,1.0,4.9581,0.0,0.0,0.9486,0.9546
20,139.7251,142.4177,0.9997,1.0,5.0441,0.0,0.0,0.9824,0.9896
21,131.3621,194.2289,0.9998,1.0,5.1599,0.0,0.0,0.9064,0.8684
22,94.9803,100.051,0.9998,1.0,5.2823,0.0,0.0,0.9852,0.9848
23,110.3731,127.7858,0.9989,1.0,5.1628,0.0,0.0,0.9704,0.9898
24,155.7943,189.898,0.9985,1.0,5.0798,0.0,0.0,0.9434,0.9524
25,106.2715,95.9578,0.9996,1.0,5.1374,0.0,0.0,0.9854,0.9898
26,122.0564,54.8252,0.9997,1.0,5.2135,0.0,0.0,0.9898,0.9922
27,158.1857,50.316,0.9995,1.0,5.0332,0.0,0.0,0.9814,0.9856
28,116.1533,80.4931,0.9997,1.0,5.2083,0.0,0.0,0.992,0.9858
29,178.6427,102.554,0.9998,1.0,5.1174,0.0,0.0,0.9798,0.9886
30,146.6282,45.4564,0.9997,1.0,5.0302,0.0,0.0,0.93,0.9194
31,175.8039,71.2894,0.9997,1.0,5.1875,0.0,0.0,0.9746,0.9614
32,92.2418,127.3493,0.989,1.0,5.0672,0.0,0.0,0.9468,0.9828
33,100.6559,111.2483,0.9998,1.0,5.1431,0.0,0.0,0.985,0.9882
34,208.0307,147.4464,0.9987,1.0,5.11,0.0,0.0,0.935,0.939
35,228.9878,73.4426,0.9987,1.0,5.2657,0.0,0.0,0.9284,0.9832
36,167.6287,170.8824,0.9935,1.0,4.9878,0.0,0.0,0.8042,0.9748
37,152.988,7.2775,0.9995,1.0,5.1522,0.0,0.0,0.9724,0.96
38,251.4337,10.6782,0.9995,1.0,5.0558,0.0,0.0,0.8276,0.832
39,200.8526,7.5328,0.9994,1.0,5.0144,0.0,0.0,0.8032,0.7714
40,181.8832,167.4078,0.9995,1.0,4.914,0.0,0.0,0.9782,0.989
41,138.4744,319.5223,0.9997,1.0,4.8494,0.0,0.0,0.9768,0.987
42,3.517,2.2378,0.9972,1.0,5.1889,0.0,0.0,0.914,0.9538
43,109.5867,120.9934,0.9996,1.0,5.2462,0.0,0.0,0.8916,0.897
44,164.8891,276.4255,0.9994,1.0,5.387,0.0,0.0,0.9436,0.9678
45,245.6267,340.3994,0.9998,1.0,4.9595,0.0,0.0,0.9732,0.978
46,224.5106,191.3817,0.9995,1.0,5.22,0.0,0.0,0.9896,0.97
47,109.4941,56.2938,0.9995,1.0,5.3697,0.0,0.0,0.9752,0.9854
48,170.4209,73.2729,0.9988,1.0,5.0428,0.0,0.0,0.6716,0.6048
49,95.2448,58.9498,0.999,1.0,5.1484,0.0,0.0,0.935,0.8584
50,161.778,36.8239,0.9998,1.0,5.0709,0.0,0.0,0.9868,0.9686
51,253.2317,64.785,0.9997,1.0,4.9139,0.0,0.0,0.8572,0.8608
52,85.4351,6.3263,0.9992,1.0,5.365,0.0,0.0,0.965,0.9482
53,144.901,254.5749,0.9997,1.0,5.0745,0.0,0.0,0.988,0.9906
54,235.7748,190.2379,0.9998,1.0,5.1268,0.0,0.0,0.9884,0.9878
55,18.2225,38.3771,0.9986,1.0,5.271,0.0,0.0,0.9,0.976
56,230.124,94.3378,0.9997,1.0,5.096,0.0,0.0,0.9524,0.9702
57,127.9134,21.1992,0.9994,1.0,4.9258,0.0,0.0,0.8748,0.9678
58,194.0622,234.9194,0.9998,1.0,5.0093,0.0,0.0,0.9872,0.9974
