Qubit,T1,T2,gate_fidelity,preparation_fidelity,Readout_frequency,work_frequency,gate_duration,q0,q1
0,248.2212,217.4018,0.9995,1.0,0.0,0.0,0.0,0.9154,0.9016
1,67.9113,89.0724,0.9997,1.0,0.0,0.0,0.0,0.9834,0.995
2,69.3229,82.3374,0.9995,1.0,0.0,0.0,0.0,0.9696,0.9768
3,215.2746,190.9502,0.9996,1.0,0.0,0.0,0.0,0.9854,0.9904
4,157.9437,79.9858,0.9998,1.0,0.0,0.0,0.0,0.9844,0.9794
5,208.2023,129.1211,0.9998,1.0,0.0,0.0,0.0,0.973,0.9626
6,51.4684,73.4811,0.9996,1.0,0.0,0.0,0.0,0.9652,0.9768
7,253.5771,160.7409,0.9997,1.0,0.0,0.0,0.0,0.9674,0.9794
8,150.865,199.3659,0.9994,1.0,0.0,0.0,0.0,0.968,0.984
9,204.3426,205.2432,0.9998,1.0,0.0,0.0,0.0,0.9798,0.9896
10,277.9187,352.1235,0.9997,1.0,0.0,0.0,0.0,0.9768,0.9804
11,128.914,223.6542,0.9998,1.0,0.0,0.0,0.0,0.9882,0.9916
12,188.3584,187.9172,0.9995,1.0,0.0,0.0,0.0,0.9794,0.9804
13,126.467,111.3571,0.9998,1.0,0.0,0.0,0.0,0.9862,0.9918
14,217.211,123.6819,0.9999,1.0,0.0,0.0,0.0,0.9906,0.9854
15,166.7097,36.3807,0.9995,1.0,0.0,0.0,0.0,0.975,0.9904
16,164.9036,162.6448,0.9998,1.0,0.0,0.0,0.0,0.9826,0.9834
17,178.0323,100.0002,0.9991,1.0,0.0,0.0,0.0,0.9838,0.9914
18,115.685,156.5395,0.9998,1.0,0.0,0.0,0.0,0.9918,0.9954
19,88.1202,145.7702,0.9996,1.0,0.0,0.0,0.0,0.9754,0.9804
20,211.8983,131.6047,0.9998,1.0,0.0,0.0,0.0,0.9882,0.993
21,180.8747,27.4901,0.9997,1.0,0.0,0.0,0.0,0.9606,0.96
22,90.5939,105.1342,0.9996,1.0,0.0,0.0,0.0,0.9758,0.9846
23,151.1359,163.5344,0.9998,1.0,0.0,0.0,0.0,0.9726,0.9514
24,41.1824,98.3914,0.9991,1.0,0.0,0.0,0.0,0.9732,0.9836
25,187.3741,216.4666,0.9986,1.0,0.0,0.0,0.0,0.9816,0.9824
26,85.5541,99.9178,0.9997,1.0,0.0,0.0,0.0,0.992,0.9956
27,186.6101,108.1635,0.9997,1.0,0.0,0.0,0.0,0.9638,0.9564
28,218.8338,193.2254,0.9998,1.0,0.0,0.0,0.0,0.9858,0.9928
29,164.8134,141.8823,0.9997,1.0,0.0,0.0,0.0,0.9736,0.9804
30,272.2976,130.1268,0.9998,1.0,0.0,0.0,0.0,0.9916,0.9894
31,291.9676,201.4399,0.9998,1.0,0.0,0.0,0.0,0.941,0.9208
32,216.5247,81.5972,0.9998,1.0,0.0,0.0,0.0,0.9696,0.987
33,136.9151,92.4873,0.9995,1.0,0.0,0.0,0.0,0.9278,0.9618
34,183.1104,70.1969,0.9998,1.0,0.0,0.0,0.0,0.9884,0.9948
35,186.9908,165.2723,0.9997,1.0,0.0,0.0,0.0,0.9896,0.989
36,63.6468,94.2052,0.9994,1.0,0.0,0.0,0.0,0.991,0.9946
37,150.1754,87.2886,0.9997,1.0,0.0,0.0,0.0,0.9798,0.9642
38,47.2977,222.9943,0.9996,1.0,0.0,0.0,0.0,0.8902,0.8866
39,145.7187,199.255,0.9998,1.0,0.0,0.0,0.0,0.991,0.9938
40,211.5076,217.8011,0.9999,1.0,0.0,0.0,0.0,0.9764,0.9772
41,21.2144,35.9444,0.9982,1.0,0.0,0.0,0.0,0.9558,0.984
42,228.6614,104.1776,0.9998,1.0,0.0,0.0,0.0,0.9794,0.9702
43,139.7722,107.4293,0.9996,1.0,0.0,0.0,0.0,0.9838,0.9918
44,241.6317,211.9927,0.9999,1.0,0.0,0.0,0.0,0.9758,0.9774
45,49.4758,71.2596,0.9995,1.0,0.0,0.0,0.0,0.9788,0.9894
46,189.0799,259.4292,0.9998,1.0,0.0,0.0,0.0,0.9562,0.9534
47,215.2262,55.21,0.9995,1.0,0.0,0.0,0.0,0.9774,0.9902
48,156.2273,242.3669,0.9998,1.0,0.0,0.0,0.0,0.9574,0.9598
49,82.6505,110.2693,0.9997,1.0,0.0,0.0,0.0,0.9866,0.994
50,229.837,289.0313,0.9998,1.0,0.0,0.0,0.0,0.962,0.9586
51,280.8971,184.095,0.9999,1.0,0.0,0.0,0.0,0.9906,0.9956
52,157.6902,298.1583,0.9998,1.0,0.0,0.0,0.0,0.9902,0.9838
53,85.504,99.4838,0.9997,1.0,0.0,0.0,0.0,0.9816,0.9872
54,203.3105,74.759,0.9998,1.0,0.0,0.0,0.0,0.9904,0.9962
55,293.6517,91.8051,0.9998,1.0,0.0,0.0,0.0,0.9884,0.9902
56,173.5188,162.4965,0.9998,1.0,0.0,0.0,0.0,0.9894,0.9898
57,27.6601,44.2889,0.9996,1.0,0.0,0.0,0.0,0.9878,0.9764
58,145.0936,186.8418,0.9995,1.0,0.0,0.0,0.0,0.9914,0.9914
59,89.4284,127.84,0.9997,1.0,0.0,0.0,0.0,0.977,0.981
60,169.0246,68.0083,0.9998,1.0,0.0,0.0,0.0,0.9762,0.985
61,167.7371,137.3897,0.9996,1.0,0.0,0.0,0.0,0.9746,0.9942
62,52.1969,47.4009,0.9996,1.0,0.0,0.0,0.0,0.974,0.973
63,150.0145,98.062,0.9993,1.0,0.0,0.0,0.0,0.9698,0.9892
64,258.6425,81.1035,0.9998,1.0,0.0,0.0,0.0,0.9862,0.9804
65,206.7381,162.2974,0.9998,1.0,0.0,0.0,0.0,0.9762,0.9898
66,145.3206,197.7859,0.9997,1.0,0.0,0.0,0.0,0.986,0.99
67,235.4304,169.151,0.9998,1.0,0.0,0.0,0.0,0.889,0.8928
68,188.6428,84.5384,0.9994,1.0,0.0,0.0,0.0,0.9526,0.9686
69,188.772,89.7902,0.9997,1.0,0.0,0.0,0.0,0.9658,0.9632
70,96.4433,52.4426,0.9994,1.0,0.0,0.0,0.0,0.961,0.9554
71,86.5808,46.4643,0.9996,1.0,0.0,0.0,0.0,0.963,0.9626
72,269.3881,96.737,0.9996,1.0,0.0,0.0,0.0,0.9886,0.9898
73,192.6706,104.3815,0.9993,1.0,0.0,0.0,0.0,0.99,0.9906
74,260.4279,163.3816,0.9997,1.0,0.0,0.0,0.0,0.9912,0.9938
75,220.6751,67.6953,0.9993,1.0,0.0,0.0,0.0,0.9496,0.981
76,273.2235,191.3007,0.9997,1.0,0.0,0.0,0.0,0.9682,0.9564
77,251.262,192.9662,0.9997,1.0,0.0,0.0,0.0,0.9766,0.9842
78,99.4161,107.8459,0.9997,1.0,0.0,0.0,0.0,0.9768,0.9832
79,76.4536,72.4002,0.9971,1.0,0.0,0.0,0.0,0.9402,0.9928
