Qubit,T1,T2,gate_fidelity,preparation_fidelity,Readout_frequency,work_frequency,gate_duration,q0,q1
0,57.56,4.24,1.0,1.0,6.776,4.59,0.0,1.0,1.0
1,27.89,3.7,1.0,1.0,6.759,5.02,0.0,1.0,1.0
2,41.44,4.83,1.0,1.0,6.736,4.62,0.0,1.0,1.0
3,40.1,2.3,1.0,1.0,6.712,5.071,0.0,1.0,1.0
4,28.99,5.69,1.0,1.0,6.693,4.5,0.0,1.0,1.0
5,36.9,2.05,1.0,1.0,6.675,4.982,0.0,1.0,1.0
6,26.84,3.42,1.0,1.0,6.649,4.566,0.0,1.0,1.0
7,19.76,2.44,1.0,1.0,6.633,5.091,0.0,1.0,1.0
8,23.22,3.53,1.0,1.0,6.625,4.646,0.0,1.0,1.0
9,27.31,1.32,1.0,1.0,6.647,5.038,0.0,1.0,1.0
10,41.15,2.78,1.0,1.0,6.665,4.605,0.0,1.0,1.0
11,28.12,1.49,1.0,1.0,6.692,4.993,0.0,1.0,1.0
12,45.12,2.95,1.0,1.0,6.705,4.545,0.0,1.0,1.0
13,29.8,1.57,1.0,1.0,6.725,4.869,0.0,1.0,1.0
14,45.12,5.47,1.0,1.0,6.751,4.578,0.0,1.0,1.0
15,37.28,3.07,1.0,1.0,6.77,5.048,0.0,1.0,1.0
16,40.84,5.15,1.0,1.0,6.787,4.682,0.0,1.0,1.0
17,41.43,3.12,1.0,1.0,6.8,5.125,0.0,1.0,1.0
