Qubit,T1,T2,gate_fidelity,preparation_fidelity,Readout_frequency,work_frequency,gate_duration,q0,q1
0,83.2,3.5,0.9995,1.0,0.0,0.0,0.0,0.99,0.9715
1,105.2,9.2,0.9992,1.0,0.0,0.0,0.0,0.9822,0.9606
2,97.1,42.9,0.9996,1.0,0.0,0.0,0.0,0.9589,0.9397
3,110.6,3.1,0.9994,1.0,0.0,0.0,0.0,0.9883,0.9523
4,100.9,3.2,0.9985,1.0,0.0,0.0,0.0,0.9831,0.9662
5,135.6,7,0.9995,1.0,0.0,0.0,0.0,0.977,0.9567
6,112.5,7.4,0.9995,1.0,0.0,0.0,0.0,0.9541,0.9343
7,101.9,18.2,0.9996,1.0,0.0,0.0,0.0,0.9885,0.9585
8,105.4,18.2,0.9994,1.0,0.0,0.0,0.0,0.9725,0.9403
9,74.4,3.5,0.9994,1.0,0.0,0.0,0.0,0.9657,0.9263
10,102.9,3.8,0.9995,1.0,0.0,0.0,0.0,0.9773,0.9107
11,121.8,3.7,0.9992,1.0,0.0,0.0,0.0,0.975,0.953
12,86.7,30.9,0.9996,1.0,0.0,0.0,0.0,0.9649,0.953
