Drone,Time,North,East,Altitude,Vx,Vy
1, 4.36, 7.00, 10.71, -0.00, 0.85, 1.84
2, 4.36, 9.49, 65.08, -0.00, 1.70, 2.03
3, 4.36, 13.61, 191.32, -0.00, 2.80, -1.58
4, 4.36, 203.96, 18.37, -0.00, 0.70, 2.96
5, 4.36, 116.36, 249.57, -0.00, 2.52, -1.15
1, 4.37, 7.00, 10.71, -0.00, 0.85, 1.84
2, 4.37, 9.49, 65.08, -0.00, 1.70, 2.03
3, 4.37, 13.61, 191.32, -0.00, 2.80, -1.58
4, 4.37, 203.96, 18.37, -0.00, 0.70, 2.96
5, 4.37, 116.36, 249.57, -0.00, 2.52, -1.15
1, 4.38, 7.00, 10.71, -0.00, 0.85, 1.84
2, 4.38, 9.49, 65.08, -0.00, 1.70, 2.03
3, 4.38, 13.61, 191.32, -0.00, 2.80, -1.58
4, 4.38, 203.96, 18.37, -0.00, 0.70, 2.96
5, 4.38, 116.36, 249.57, -0.00, 2.52, -1.15
1, 4.39, 7.00, 10.71, -0.00, 0.85, 1.84
2, 4.39, 9.49, 65.08, -0.00, 1.70, 2.03
3, 4.39, 13.61, 191.32, -0.00, 2.80, -1.58
4, 4.39, 203.96, 18.37, -0.00, 0.70, 2.96
5, 4.39, 116.36, 249.57, -0.00, 2.52, -1.15
1, 4.40, 7.00, 10.71, -0.00, 0.85, 1.84
2, 4.40, 9.49, 65.08, -0.00, 1.70, 2.03
3, 4.40, 13.61, 191.32, -0.00, 2.80, -1.58
4, 4.40, 203.96, 18.37, -0.00, 0.70, 2.96
5, 4.40, 116.36, 249.57, -0.00, 2.52, -1.15
1, 4.41, 7.00, 10.71, -0.00, 0.85, 1.84
2, 4.41, 9.49, 65.08, -0.00, 1.70, 2.03
3, 4.41, 13.61, 191.32, -0.00, 2.80, -1.58
4, 4.41, 203.96, 18.37, -0.00, 0.70, 2.96
5, 4.41, 116.36, 249.57, -0.00, 2.52, -1.15
1, 4.42, 7.00, 10.71, -0.00, 0.85, 1.84
2, 4.42, 9.49, 65.08, -0.00, 1.70, 2.03
3, 4.42, 13.61, 191.32, -0.00, 2.80, -1.58
4, 4.42, 203.96, 18.37, -0.00, 0.70, 2.96
5, 4.42, 116.36, 249.57, -0.00, 2.52, -1.15
1, 4.43, 7.00, 10.71, -0.00, 0.85, 1.84
2, 4.43, 9.49, 65.08, -0.00, 1.70, 2.03
3, 4.43, 13.61, 191.32, -0.00, 2.80, -1.58
4, 4.43, 203.96, 18.37, -0.00, 0.70, 2.96
5, 4.43, 116.36, 249.57, -0.00, 2.52, -1.15
1, 4.44, 7.00, 10.71, -0.00, 0.85, 1.84
2, 4.44, 9.49, 65.08, -0.00, 1.70, 2.03
3, 4.44, 13.61, 191.32, -0.00, 2.80, -1.58
4, 4.44, 203.96, 18.37, -0.00, 0.70, 2.96
5, 4.44, 116.36, 249.57, -0.00, 2.52, -1.15
1, 4.45, 7.00, 10.71, -0.00, 0.85, 1.84
2, 4.45, 9.49, 65.08, -0.00, 1.70, 2.03
3, 4.45, 13.61, 191.32, -0.00, 2.80, -1.58
4, 4.45, 203.96, 18.37, -0.00, 0.70, 2.96
5, 4.45, 116.36, 249.57, -0.00, 2.52, -1.15
1, 4.46, 7.00, 10.71, -0.00, 0.85, 1.84
2, 4.46, 9.49, 65.08, -0.00, 1.70, 2.03
3, 4.46, 13.61, 191.32, -0.00, 2.80, -1.58
4, 4.46, 203.96, 18.37, -0.00, 0.70, 2.96
5, 4.46, 116.36, 249.57, -0.00, 2.52, -1.15
1, 4.47, 7.00, 10.71, -0.00, 0.85, 1.84
2, 4.47, 9.49, 65.08, -0.00, 1.70, 2.03
3, 4.47, 13.61, 191.32, -0.00, 2.80, -1.58
4, 4.47, 203.96, 18.37, -0.00, 0.70, 2.96
5, 4.47, 116.36, 249.57, -0.00, 2.52, -1.15
1, 4.48, 7.00, 10.71, -0.00, 0.85, 1.84
2, 4.48, 9.49, 65.08, -0.00, 1.70, 2.03
3, 4.48, 13.61, 191.32, -0.00, 2.80, -1.58
4, 4.48, 203.96, 18.37, -0.00, 0.70, 2.96
5, 4.48, 116.36, 249.57, -0.00, 2.52, -1.15
1, 4.49, 7.00, 10.71, -0.00, 0.85, 1.84
2, 4.49, 9.49, 65.08, -0.00, 1.70, 2.03
3, 4.49, 13.61, 191.32, -0.00, 2.80, -1.58
4, 4.49, 203.96, 18.37, -0.00, 0.70, 2.96
5, 4.49, 116.36, 249.57, -0.00, 2.52, -1.15
1, 4.50, 7.00, 10.71, -0.00, 0.85, 1.84
2, 4.50, 9.49, 65.08, -0.00, 1.70, 2.03
3, 4.50, 13.61, 191.32, -0.00, 2.80, -1.58
4, 4.50, 203.96, 18.37, -0.00, 0.70, 2.96
5, 4.50, 116.36, 249.57, -0.00, 2.52, -1.15
1, 4.51, 7.00, 10.71, -0.00, 0.85, 1.84
2, 4.51, 9.49, 65.08, -0.00, 1.70, 2.03
3, 4.51, 13.61, 191.32, -0.00, 2.80, -1.58
4, 4.51, 203.96, 18.37, -0.00, 0.70, 2.96
5, 4.51, 116.36, 249.57, -0.00, 2.52, -1.15
1, 4.52, 7.00, 10.71, -0.00, 0.85, 1.84
2, 4.52, 9.49, 65.08, -0.00, 1.70, 2.03
3, 4.52, 13.61, 191.32, -0.00, 2.80, -1.58
4, 4.52, 203.96, 18.37, -0.00, 0.70, 2.96
5, 4.52, 116.36, 249.57, -0.00, 2.52, -1.15
1, 4.53, 7.00, 10.71, -0.00, 0.85, 1.84
2, 4.53, 9.49, 65.08, -0.00, 1.70, 2.03
3, 4.53, 13.61, 191.32, -0.00, 2.80, -1.58
4, 4.53, 203.96, 18.37, -0.00, 0.70, 2.96
5, 4.53, 116.36, 249.57, -0.00, 2.52, -1.15
1, 4.54, 7.00, 10.71, -0.00, 0.85, 1.84
2, 4.54, 9.49, 65.08, -0.00, 1.70, 2.03
3, 4.54, 13.61, 191.32, -0.00, 2.80, -1.58
4, 4.54, 203.96, 18.37, -0.00, 0.70, 2.96
5, 4.54, 116.36, 249.57, -0.00, 2.52, -1.15
1, 4.55, 7.00, 10.71, -0.00, 0.85, 1.84
2, 4.55, 9.49, 65.08, -0.00, 1.70, 2.03
3, 4.55, 13.61, 191.32, -0.00, 2.80, -1.58
4, 4.55, 203.96, 18.37, -0.00, 0.70, 2.96
5, 4.55, 116.36, 249.57, -0.00, 2.52, -1.15
1, 4.56, 7.00, 10.71, -0.00, 0.85, 1.84
2, 4.56, 9.49, 65.08, -0.00, 1.70, 2.03
3, 4.56, 13.61, 191.32, -0.00, 2.80, -1.58
4, 4.56, 203.96, 18.37, -0.00, 0.70, 2.96
5, 4.56, 116.36, 249.57, -0.00, 2.52, -1.15
1, 4.57, 7.00, 10.71, -0.00, 0.85, 1.84
2, 4.57, 9.49, 65.08, -0.00, 1.70, 2.03
3, 4.57, 13.61, 191.32, -0.00, 2.80, -1.58
4, 4.57, 203.96, 18.37, -0.00, 0.70, 2.96
5, 4.57, 116.36, 249.57, -0.00, 2.52, -1.15
1, 4.58, 7.00, 10.71, -0.00, 0.85, 1.84
2, 4.58, 9.49, 65.08, -0.00, 1.70, 2.03
3, 4.58, 13.61, 191.32, -0.00, 2.80, -1.58
4, 4.58, 203.96, 18.37, -0.00, 0.70, 2.96
5, 4.58, 116.36, 249.57, -0.00, 2.52, -1.15
1, 4.59, 7.00, 10.71, -0.00, 0.85, 1.84
2, 4.59, 9.49, 65.08, -0.00, 1.70, 2.03
3, 4.59, 13.61, 191.32, -0.00, 2.80, -1.58
4, 4.59, 203.96, 18.37, -0.00, 0.70, 2.96
5, 4.59, 116.36, 249.57, -0.00, 2.52, -1.15
1, 4.60, 7.00, 10.71, -0.00, 0.85, 1.84
2, 4.60, 9.49, 65.08, -0.00, 1.70, 2.03
3, 4.60, 13.61, 191.32, -0.00, 2.80, -1.58
4, 4.60, 203.96, 18.37, -0.00, 0.70, 2.96
5, 4.60, 116.36, 249.57, -0.00, 2.52, -1.15
1, 4.61, 7.00, 10.71, -0.00, 0.85, 1.84
2, 4.61, 9.49, 65.08, -0.00, 1.70, 2.03
3, 4.61, 13.61, 191.32, -0.00, 2.80, -1.58
4, 4.61, 203.96, 18.37, -0.00, 0.70, 2.96
5, 4.61, 116.36, 249.57, -0.00, 2.52, -1.15
1, 4.62, 7.00, 10.71, -0.00, 0.85, 1.84
2, 4.62, 9.49, 65.08, -0.00, 1.70, 2.03
3, 4.62, 13.61, 191.32, -0.00, 2.80, -1.58
4, 4.62, 203.96, 18.37, -0.00, 0.70, 2.96
5, 4.62, 116.36, 249.57, -0.00, 2.52, -1.15
1, 4.63, 7.00, 10.71, -0.00, 0.85, 1.84
2, 4.63, 9.49, 65.08, -0.00, 1.70, 2.03
3, 4.63, 13.61, 191.32, -0.00, 2.80, -1.58
4, 4.63, 203.96, 18.37, -0.00, 0.70, 2.96
5, 4.63, 116.36, 249.57, -0.00, 2.52, -1.15
1, 4.64, 7.00, 10.71, -0.00, 0.85, 1.84
2, 4.64, 9.49, 65.08, -0.00, 1.70, 2.03
3, 4.64, 13.61, 191.32, -0.00, 2.80, -1.58
4, 4.64, 203.96, 18.37, -0.00, 0.70, 2.96
5, 4.64, 116.36, 249.57, -0.00, 2.52, -1.15
1, 4.65, 7.00, 10.71, -0.00, 0.85, 1.84
2, 4.65, 9.49, 65.08, -0.00, 1.70, 2.03
3, 4.65, 13.61, 191.32, -0.00, 2.80, -1.58
4, 4.65, 203.96, 18.37, -0.00, 0.70, 2.96
5, 4.65, 116.36, 249.57, -0.00, 2.52, -1.15
1, 4.66, 7.00, 10.71, -0.00, 0.85, 1.84
2, 4.66, 9.49, 65.08, -0.00, 1.70, 2.03
3, 4.66, 13.61, 191.32, -0.00, 2.80, -1.58
4, 4.66, 203.96, 18.37, -0.00, 0.70, 2.96
5, 4.66, 116.36, 249.57, -0.00, 2.52, -1.15
1, 4.67, 7.00, 10.71, -0.00, 0.85, 1.84
2, 4.67, 9.49, 65.08, -0.00, 1.70, 2.03
3, 4.67, 13.61, 191.32, -0.00, 2.80, -1.58
4, 4.67, 203.96, 18.37, -0.00, 0.70, 2.96
5, 4.67, 116.36, 249.57, -0.00, 2.52, -1.15
1, 4.68, 7.00, 10.71, -0.00, 0.85, 1.84
2, 4.68, 9.49, 65.08, -0.00, 1.70, 2.03
3, 4.68, 13.61, 191.32, -0.00, 2.80, -1.58
4, 4.68, 203.96, 18.37, -0.00, 0.70, 2.96
5, 4.68, 116.36, 249.57, -0.00, 2.52, -1.15
1, 4.69, 7.00, 10.71, -0.00, 0.85, 1.84
2, 4.69, 9.49, 65.08, -0.00, 1.70, 2.03
3, 4.69, 13.61, 191.32, -0.00, 2.80, -1.58
4, 4.69, 203.96, 18.37, -0.00, 0.70, 2.96
5, 4.69, 116.36, 249.57, -0.00, 2.52, -1.15
1, 4.70, 7.00, 10.71, -0.00, 0.85, 1.84
2, 4.70, 9.49, 65.08, -0.00, 1.70, 2.03
3, 4.70, 13.61, 191.32, -0.00, 2.80, -1.58
4, 4.70, 203.96, 18.37, -0.00, 0.70, 2.96
5, 4.70, 116.36, 249.57, -0.00, 2.52, -1.15
1, 4.71, 7.00, 10.71, -0.00, 0.85, 1.84
2, 4.71, 9.49, 65.08, -0.00, 1.70, 2.03
3, 4.71, 13.61, 191.32, -0.00, 2.80, -1.58
4, 4.71, 203.96, 18.37, -0.00, 0.70, 2.96
5, 4.71, 116.36, 249.57, -0.00, 2.52, -1.15
1, 4.72, 7.00, 10.71, -0.00, 0.85, 1.84
2, 4.72, 9.49, 65.08, -0.00, 1.70, 2.03
3, 4.72, 13.61, 191.32, -0.00, 2.80, -1.58
4, 4.72, 203.96, 18.37, -0.00, 0.70, 2.96
5, 4.72, 116.36, 249.57, -0.00, 2.52, -1.15
1, 4.73, 7.00, 10.71, -0.00, 0.85, 1.84
2, 4.73, 9.49, 65.08, -0.00, 1.70, 2.03
3, 4.73, 13.61, 191.32, -0.00, 2.80, -1.58
4, 4.73, 203.96, 18.37, -0.00, 0.70, 2.96
5, 4.73, 116.36, 249.57, -0.00, 2.52, -1.15
1, 4.74, 7.00, 10.71, -0.00, 0.85, 1.84
2, 4.74, 9.49, 65.08, -0.00, 1.70, 2.03
3, 4.74, 13.61, 191.32, -0.00, 2.80, -1.58
4, 4.74, 203.96, 18.37, -0.00, 0.70, 2.96
5, 4.74, 116.36, 249.57, -0.00, 2.52, -1.15
1, 4.75, 7.00, 10.71, -0.00, 0.85, 1.84
2, 4.75, 9.49, 65.08, -0.00, 1.70, 2.03
3, 4.75, 13.61, 191.32, -0.00, 2.80, -1.58
4, 4.75, 203.96, 18.37, -0.00, 0.70, 2.96
5, 4.75, 116.36, 249.57, -0.00, 2.52, -1.15
1, 4.76, 7.00, 10.71, -0.00, 0.85, 1.84
2, 4.76, 9.49, 65.08, -0.00, 1.70, 2.03
3, 4.76, 13.61, 191.32, -0.00, 2.80, -1.58
4, 4.76, 203.96, 18.37, -0.00, 0.70, 2.96
5, 4.76, 116.36, 249.57, -0.00, 2.52, -1.15
1, 4.77, 7.00, 10.71, -0.00, 0.85, 1.84
2, 4.77, 9.49, 65.08, -0.00, 1.70, 2.03
3, 4.77, 13.61, 191.32, -0.00, 2.80, -1.58
4, 4.77, 203.96, 18.37, -0.00, 0.70, 2.96
5, 4.77, 116.36, 249.57, -0.00, 2.52, -1.15
1, 4.78, 7.00, 10.71, -0.00, 0.85, 1.84
2, 4.78, 9.49, 65.08, -0.00, 1.70, 2.03
3, 4.78, 13.61, 191.32, -0.00, 2.80, -1.58
4, 4.78, 203.96, 18.37, -0.00, 0.70, 2.96
5, 4.78, 116.36, 249.57, -0.00, 2.52, -1.15
1, 4.79, 7.00, 10.71, -0.00, 0.85, 1.84
2, 4.79, 9.49, 65.08, -0.00, 1.70, 2.03
3, 4.79, 13.61, 191.32, -0.00, 2.80, -1.58
4, 4.79, 203.96, 18.37, -0.00, 0.70, 2.96
5, 4.79, 116.36, 249.57, -0.00, 2.52, -1.15
1, 4.80, 7.00, 10.71, -0.00, 0.85, 1.84
2, 4.80, 9.49, 65.08, -0.00, 1.70, 2.03
3, 4.80, 13.61, 191.32, -0.00, 2.80, -1.58
4, 4.80, 203.96, 18.37, -0.00, 0.70, 2.96
5, 4.80, 116.36, 249.57, -0.00, 2.52, -1.15
1, 4.81, 7.00, 10.71, -0.00, 0.85, 1.84
2, 4.81, 9.49, 65.08, -0.00, 1.70, 2.03
3, 4.81, 13.61, 191.32, -0.00, 2.80, -1.58
4, 4.81, 203.96, 18.37, -0.00, 0.70, 2.96
5, 4.81, 116.36, 249.57, -0.00, 2.52, -1.15
1, 4.82, 7.00, 10.71, -0.00, 0.85, 1.84
2, 4.82, 9.49, 65.08, -0.00, 1.70, 2.03
3, 4.82, 13.61, 191.32, -0.00, 2.80, -1.58
4, 4.82, 203.96, 18.37, -0.00, 0.70, 2.96
5, 4.82, 116.36, 249.57, -0.00, 2.52, -1.15
1, 4.83, 7.00, 10.71, -0.00, 0.85, 1.84
2, 4.83, 9.49, 65.08, -0.00, 1.70, 2.03
3, 4.83, 13.61, 191.32, -0.00, 2.80, -1.58
4, 4.83, 203.96, 18.37, -0.00, 0.70, 2.96
5, 4.83, 116.36, 249.57, -0.00, 2.52, -1.15
1, 4.84, 7.00, 10.71, -0.00, 0.85, 1.84
2, 4.84, 9.49, 65.08, -0.00, 1.70, 2.03
3, 4.84, 13.61, 191.32, -0.00, 2.80, -1.58
4, 4.84, 203.96, 18.37, -0.00, 0.70, 2.96
5, 4.84, 116.36, 249.57, -0.00, 2.52, -1.15
1, 4.85, 7.00, 10.71, -0.00, 0.85, 1.84
2, 4.85, 9.49, 65.08, -0.00, 1.70, 2.03
3, 4.85, 13.61, 191.32, -0.00, 2.80, -1.58
4, 4.85, 203.96, 18.37, -0.00, 0.70, 2.96
5, 4.85, 116.36, 249.57, -0.00, 2.52, -1.15
1, 4.86, 7.00, 10.71, -0.00, 0.85, 1.84
2, 4.86, 9.49, 65.08, -0.00, 1.70, 2.03
3, 4.86, 13.61, 191.32, -0.00, 2.80, -1.58
4, 4.86, 203.96, 18.37, -0.00, 0.70, 2.96
5, 4.86, 116.36, 249.57, -0.00, 2.52, -1.15
1, 4.87, 7.00, 10.71, -0.00, 0.85, 1.84
2, 4.87, 9.49, 65.08, -0.00, 1.70, 2.03
3, 4.87, 13.61, 191.32, -0.00, 2.80, -1.58
4, 4.87, 203.96, 18.37, -0.00, 0.70, 2.96
5, 4.87, 116.36, 249.57, -0.00, 2.52, -1.15
1, 4.88, 7.00, 10.71, -0.00, 0.85, 1.84
2, 4.88, 9.49, 65.08, -0.00, 1.70, 2.03
3, 4.88, 13.61, 191.32, -0.00, 2.80, -1.58
4, 4.88, 203.96, 18.37, -0.00, 0.70, 2.96
5, 4.88, 116.36, 249.57, -0.00, 2.52, -1.15
1, 4.89, 7.00, 10.71, -0.00, 0.85, 1.84
2, 4.89, 9.49, 65.08, -0.00, 1.70, 2.03
3, 4.89, 13.61, 191.32, -0.00, 2.80, -1.58
4, 4.89, 203.96, 18.37, -0.00, 0.70, 2.96
5, 4.89, 116.36, 249.57, -0.00, 2.52, -1.15
1, 4.90, 7.00, 10.71, -0.00, 0.85, 1.84
2, 4.90, 9.49, 65.08, -0.00, 1.70, 2.03
3, 4.90, 13.61, 191.32, -0.00, 2.80, -1.58
4, 4.90, 203.96, 18.37, -0.00, 0.70, 2.96
5, 4.90, 116.36, 249.57, -0.00, 2.52, -1.15
1, 4.91, 7.00, 10.71, -0.00, 0.85, 1.84
2, 4.91, 9.49, 65.08, -0.00, 1.70, 2.03
3, 4.91, 13.61, 191.32, -0.00, 2.80, -1.58
4, 4.91, 203.96, 18.37, -0.00, 0.70, 2.96
5, 4.91, 116.36, 249.57, -0.00, 2.52, -1.15
1, 4.92, 7.00, 10.71, -0.00, 0.85, 1.84
2, 4.92, 9.49, 65.08, -0.00, 1.70, 2.03
3, 4.92, 13.61, 191.32, -0.00, 2.80, -1.58
4, 4.92, 203.96, 18.37, -0.00, 0.70, 2.96
5, 4.92, 116.36, 249.57, -0.00, 2.52, -1.15
1, 4.93, 7.00, 10.71, -0.00, 0.85, 1.84
2, 4.93, 9.49, 65.08, -0.00, 1.70, 2.03
3, 4.93, 13.61, 191.32, -0.00, 2.80, -1.58
4, 4.93, 203.96, 18.37, -0.00, 0.70, 2.96
5, 4.93, 116.36, 249.57, -0.00, 2.52, -1.15
1, 4.94, 7.00, 10.71, -0.00, 0.85, 1.84
2, 4.94, 9.49, 65.08, -0.00, 1.70, 2.03
3, 4.94, 13.61, 191.32, -0.00, 2.80, -1.58
4, 4.94, 203.96, 18.37, -0.00, 0.70, 2.96
5, 4.94, 116.36, 249.57, -0.00, 2.52, -1.15
1, 4.95, 7.00, 10.71, -0.00, 0.85, 1.84
2, 4.95, 9.49, 65.08, -0.00, 1.70, 2.03
3, 4.95, 13.61, 191.32, -0.00, 2.80, -1.58
4, 4.95, 203.96, 18.37, -0.00, 0.70, 2.96
5, 4.95, 116.36, 249.57, -0.00, 2.52, -1.15
1, 4.96, 7.00, 10.71, -0.00, 0.85, 1.84
2, 4.96, 9.49, 65.08, -0.00, 1.70, 2.03
3, 4.96, 13.61, 191.32, -0.00, 2.80, -1.58
4, 4.96, 203.96, 18.37, -0.00, 0.70, 2.96
5, 4.96, 116.36, 249.57, -0.00, 2.52, -1.15
1, 4.97, 7.00, 10.71, -0.00, 0.85, 1.84
2, 4.97, 9.49, 65.08, -0.00, 1.70, 2.03
3, 4.97, 13.61, 191.32, -0.00, 2.80, -1.58
4, 4.97, 203.96, 18.37, -0.00, 0.70, 2.96
5, 4.97, 116.36, 249.57, -0.00, 2.52, -1.15
1, 4.98, 7.00, 10.71, -0.00, 0.85, 1.84
2, 4.98, 9.49, 65.08, -0.00, 1.70, 2.03
3, 4.98, 13.61, 191.32, -0.00, 2.80, -1.58
4, 4.98, 203.96, 18.37, -0.00, 0.70, 2.96
5, 4.98, 116.36, 249.57, -0.00, 2.52, -1.15
1, 4.99, 7.00, 10.71, -0.00, 0.85, 1.84
2, 4.99, 9.49, 65.08, -0.00, 1.70, 2.03
3, 4.99, 13.61, 191.32, -0.00, 2.80, -1.58
4, 4.99, 203.96, 18.37, -0.00, 0.70, 2.96
5, 4.99, 116.36, 249.57, -0.00, 2.52, -1.15
1, 5.00, 7.00, 10.71, -0.00, 0.85, 1.84
2, 5.00, 9.49, 65.08, -0.00, 1.70, 2.03
3, 5.00, 13.61, 191.32, -0.00, 2.80, -1.58
4, 5.00, 203.96, 18.37, -0.00, 0.70, 2.96
5, 5.00, 116.36, 249.57, -0.00, 2.52, -1.15
