SGMR160-3-95, -1219.5511, 0.2022, 16755.5587, 1.0081, -71406.8025, 0.6153, 0.95, 2.85, 483.13, -0.328, -549.4, -1.0, 160, -2123.19 
SGMR150-4-75, -1308.1575, 0.25, 13281.7001, 0.9901, -67204.9495, 0.4319, 0.75, 3.0, 483.13, -0.328, -549.4, -1.0, 150, -2019.42 
SGMR180-3-65, -1407.5391, 0.3129, 13884.4469, 0.9923, -19172.6572, 0.5551, 0.65, 1.95, 483.13, -0.328, -549.4, -1.0, 180, -1147.71 
SGMR190-2-75, -1381.1486, 0.3039, 18925.9699, 0.9768, -19769.1088, 0.721, 0.75, 1.5, 483.13, -0.328, -549.4, -1.0, 190, -989.35 
SGMR180-4-50, -1543.6291, 0.3746, 12169.6564, 0.9986, -14463.6523, 0.3938, 0.5, 2.0, 483.13, -0.328, -549.4, -1.0, 180, -1017.84 
SGMR220-2-70, -1368.3927, 0.3555, 16139.4735, 1.1781, -13380.9637, 1.0769, 0.7, 1.4, 483.13, -0.328, -549.4, -1.0, 220, -727.45 
SGMR210-3-70, -1323.6132, 0.3161, 12830.2015, 1.1542, -17818.6993, 0.9212, 0.7, 2.1, 483.13, -0.328, -549.4, -1.0, 210, -1003.11 
SGMR170-2-90, -1302.7083, 0.2422, 21970.4911, 0.9239, -31684.8066, 0.6514, 0.9, 1.8, 483.13, -0.328, -549.4, -1.0, 170, -1397.53 
SGMR180-3-50, -1605.6496, 0.3754, 14027.9508, 0.9185, -11585.3765, 0.3938, 0.5, 1.5, 483.13, -0.328, -549.4, -1.0, 180, -866.76 
SGMR160-4-85, -1236.5643, 0.2211, 13654.7771, 1.0463, -112189.9482, 0.5584, 0.85, 3.4, 483.13, -0.328, -549.4, -1.0, 160, -2266.7 
SGMR170-2-85, -1335.1124, 0.2561, 21367.4506, 0.9062, -28266.6517, 0.6229, 0.85, 1.7, 483.13, -0.328, -549.4, -1.0, 170, -1301.89 
SGMR200-2-80, -1328.5965, 0.2956, 18622.8418, 1.0538, -20481.9746, 0.8503, 0.8, 1.6, 483.13, -0.328, -549.4, -1.0, 200, -994.83 
SGMR160-3-75, -1343.4344, 0.2624, 15081.4701, 0.9475, -32050.1261, 0.4905, 0.75, 2.25, 483.13, -0.328, -549.4, -1.0, 160, -1549.38 
SGMR180-4-75, -1283.5277, 0.2644, 12504.2952, 1.0828, -55268.4358, 0.6331, 0.75, 3.0, 483.13, -0.328, -549.4, -1.0, 180, -1681.92 
SGMR210-2-50, -1618.8566, 0.4367, 16281.9616, 1.0281, -9773.9078, 0.7729, 0.5, 1.0, 483.13, -0.328, -549.4, -1.0, 210, -580.67 
SGMR180-4-70, -1320.0728, 0.284, 12270.0395, 1.0705, -41580.3318, 0.5964, 0.7, 2.8, 483.13, -0.328, -549.4, -1.0, 180, -1530.78 
SGMR210-3-25, -2242.4191, 0.5714, 15258.5658, 0.9453, -3794.8516, 0.1961, 0.25, 0.75, 483.13, -0.328, -549.4, -1.0, 210, -445.95 
SGMR200-2-45, -1753.6212, 0.4372, 17685.9331, 0.8949, -10384.3903, 0.5474, 0.45, 0.9, 483.13, -0.328, -549.4, -1.0, 200, -580.18 
