Qubit,T1,T2,gate_fidelity,preparation_fidelity,Readout_frequency,work_frequency,gate_duration,q0,q1
0,0.0,7.1,1.0,1.0,0.0,15.43,0.0,1.0,1.0
1,0.0,5.2,1.0,1.0,0.0,15.64,0.0,1.0,1.0
