l0,l1,fidelity,cs0,cs1
1,0,0.9956,0,0
2,3,0.9938,0,0
2,1,0.996,0,0
3,4,0.9527,0,0
5,4,0.9892,0,0
6,7,0.9935,0,0
6,5,0.9939,0,0
7,8,0.9742,0,0
9,8,0.9748,0,0
9,10,0.9907,0,0
11,10,0.9923,0,0
12,11,0.9874,0,0
13,12,0.9942,0,0
14,0,0.9942,0,0
14,18,0.9894,0,0
15,4,0.9891,0,0
17,12,0.9939,0,0
17,30,0.0,0,0
18,19,0.9831,0,0
20,19,0.9839,0,0
21,20,0.9957,0,0
21,22,0.9946,0,0
22,15,0.9945,0,0
23,22,0.993,0,0
24,34,0.9948,0,0
24,23,0.9856,0,0
24,25,0.9944,0,0
25,26,0.9953,0,0
27,28,0.9921,0,0
27,26,0.9972,0,0
28,35,0.985,0,0
28,29,0.9909,0,0
30,29,0.0,0,0
31,30,0.8253,0,0
31,32,0.9946,0,0
33,20,0.8597,0,0
35,47,0.9856,0,0
36,32,0.9943,0,0
37,52,0.9945,0,0
37,38,0.9928,0,0
39,33,0.8976,0,0
39,38,0.9867,0,0
40,41,0.9949,0,0
40,39,0.9944,0,0
42,41,0.9937,0,0
42,43,0.9962,0,0
43,34,0.9961,0,0
43,44,0.9956,0,0
45,54,0.9882,0,0
45,46,0.9946,0,0
45,44,0.9923,0,0
46,47,0.9926,0,0
48,47,0.9906,0,0
48,49,0.9902,0,0
49,50,0.9904,0,0
50,51,0.9882,0,0
51,36,0.9958,0,0
52,56,0.9894,0,0
53,41,0.9939,0,0
55,49,0.994,0,0
57,56,0.9918,0,0
57,58,0.9954,0,0
58,71,0.9945,0,0
59,58,0.9907,0,0
59,60,0.9921,0,0
60,53,0.9954,0,0
61,60,0.0,0,0
61,62,0.0,0,0
62,72,0.9965,0,0
63,62,0.9938,0,0
64,63,0.9856,0,0
64,54,0.0,0,0
65,64,0.9922,0,0
66,73,0.984,0,0
66,65,0.98,0,0
67,66,0.9837,0,0
68,67,0.9945,0,0
68,69,0.9912,0,0
68,55,0.9772,0,0
69,70,0.9931,0,0
71,77,0.9959,0,0
74,70,0.9887,0,0
75,76,0.9933,0,0
76,77,0.994,0,0
78,79,0.9967,0,0
78,77,0.9969,0,0
79,80,0.9963,0,0
81,82,0.9846,0,0
81,72,0.9839,0,0
81,80,0.986,0,0
83,82,0.9862,0,0
84,83,0.9845,0,0
85,84,0.9941,0,0
85,73,0.9936,0,0
86,85,0.9929,0,0
87,93,0.978,0,0
87,88,0.9884,0,0
87,86,0.9919,0,0
88,89,0.9898,0,0
89,74,0.8938,0,0
90,75,0.9953,0,0
90,94,0.9963,0,0
91,79,0.9964,0,0
92,83,0.9889,0,0
92,102,0.9919,0,0
94,95,0.997,0,0
96,109,0.9907,0,0
96,97,0.9946,0,0
96,95,0.9966,0,0
97,98,0.9951,0,0
98,91,0.9943,0,0
99,98,0.9949,0,0
100,99,0.9959,0,0
100,110,0.9953,0,0
101,102,0.9956,0,0
101,100,0.9928,0,0
103,102,0.9882,0,0
103,104,0.9862,0,0
104,111,0.9544,0,0
104,105,0.9842,0,0
108,107,0.972,0,0
108,112,0.985,0,0
109,114,0.9946,0,0
110,118,0.9877,0,0
114,115,0.9913,0,0
114,113,0.9936,0,0
115,116,0.9896,0,0
116,117,0.9931,0,0
117,118,0.9815,0,0
119,118,0.9889,0,0
120,121,0.9582,0,0
120,119,0.9448,0,0
121,122,0.9906,0,0
122,111,0.9671,0,0
123,122,0.9918,0,0
123,124,0.9912,0,0
125,126,0.9758,0,0
125,124,0.9853,0,0
126,112,0.9185,0,0
