l0,l1,fidelity,cs0,cs1
0,1,0.4405,0,0
0,3,0.6845,0,0
1,2,0.6607,0,0
1,4,0.6345,0,0
2,5,0.9843,0,0
3,4,0.9886,0,0
3,6,0.9373,0,0
4,5,0.9829,0,0
4,7,0.9559,0,0
5,8,0.9759,0,0
6,7,0.9213,0,0
7,8,0.9315,0,0
