l0,l1,fidelity,cs0,cs1
0,1,0.0,0,0
2,1,0.9927,0,0
3,2,0.9905,0,0
4,1,0.9909,0,0
5,3,0.9912,0,0
7,6,0.9663,0,0
7,4,0.9702,0,0
8,5,0.9873,0,0
9,8,0.9872,0,0
10,7,0.0,0,0
11,8,0.9846,0,0
12,10,0.9888,0,0
13,12,0.9875,0,0
14,11,0.9875,0,0
14,13,0.9957,0,0
15,12,0.9807,0,0
16,14,0.9946,0,0
18,17,0.99,0,0
18,15,0.9766,0,0
19,16,0.9835,0,0
20,19,0.9836,0,0
21,18,0.992,0,0
22,19,0.9807,0,0
23,21,0.9914,0,0
24,23,0.988,0,0
25,24,0.9943,0,0
25,22,0.9935,0,0
26,25,0.9434,0,0
