Qubit,T1,T2,gate_fidelity,preparation_fidelity,Readout_frequency,work_frequency,gate_duration,q0,q1
0,100.0062,94.0871,0.9997,1.0,5.2036,0.0,0.0,0.9864,0.9914
1,171.3152,147.4816,0.9996,1.0,4.9911,0.0,0.0,0.983,0.992
2,57.4627,48.666,0.9996,1.0,5.1153,0.0,0.0,0.9892,0.984
3,110.9994,190.8232,0.9998,1.0,4.8664,0.0,0.0,0.9856,0.9932
4,121.6093,101.0928,0.9998,1.0,5.2246,0.0,0.0,0.981,0.9766
5,88.5519,34.2244,0.9997,1.0,5.1134,0.0,0.0,0.9568,0.9706
6,100.8319,95.813,0.9994,1.0,5.2028,0.0,0.0,0.9824,0.9802
7,145.1576,48.151,0.9998,1.0,5.031,0.0,0.0,0.981,0.9724
8,129.2385,49.0483,0.9994,1.0,4.9284,0.0,0.0,0.962,0.965
9,127.7991,130.5079,0.9998,1.0,5.0534,0.0,0.0,0.9724,0.9584
10,93.3065,46.8178,0.9998,1.0,5.178,0.0,0.0,0.991,0.9948
11,128.3899,32.8784,0.9998,1.0,4.8678,0.0,0.0,0.9776,0.9818
12,116.6436,149.9658,0.9998,1.0,4.9608,0.0,0.0,0.9618,0.9652
13,178.1936,179.4231,0.9997,1.0,5.0178,0.0,0.0,0.8526,0.8566
14,149.6425,204.8977,0.9998,1.0,5.1175,0.0,0.0,0.9906,0.9904
15,132.1133,152.0439,0.9998,1.0,5.0408,0.0,0.0,0.9914,0.9938
16,97.6044,104.3367,0.9996,1.0,5.2222,0.0,0.0,0.9918,0.9908
17,98.4864,20.4904,0.9998,1.0,5.2358,0.0,0.0,0.9958,0.9962
18,140.5289,148.5092,0.9993,1.0,5.0969,0.0,0.0,0.9814,0.9882
19,105.5769,24.8873,0.9996,1.0,5.0018,0.0,0.0,0.946,0.8774
20,126.0217,20.152,0.9998,1.0,5.1867,0.0,0.0,0.9932,0.9942
21,72.4057,32.6494,0.9998,1.0,5.2736,0.0,0.0,0.9924,0.9932
22,72.5583,35.5922,0.9979,1.0,5.1274,0.0,0.0,0.9232,0.9592
23,121.2105,57.5895,0.9998,1.0,5.1382,0.0,0.0,0.9926,0.9956
24,188.8745,93.7295,0.9999,1.0,5.0046,0.0,0.0,0.9922,0.9822
25,73.4034,84.178,0.9998,1.0,4.9205,0.0,0.0,0.9934,0.996
26,117.5496,137.3903,0.9998,1.0,5.1199,0.0,0.0,0.9514,0.9544
