l0,l1,fidelity,cs0,cs1
1,0,0.9953,0,0
2,1,0.9934,0,0
3,2,0.9935,0,0
4,5,0.9946,0,0
4,3,0.9941,0,0
4,15,0.9933,0,0
6,7,0.9858,0,0
6,5,0.994,0,0
7,8,0.9899,0,0
8,9,0.991,0,0
10,11,0.9952,0,0
10,9,0.9932,0,0
11,12,0.9965,0,0
12,17,0.9941,0,0
13,12,0.9927,0,0
14,0,0.9934,0,0
14,18,0.9951,0,0
15,22,0.9783,0,0
16,26,0.9951,0,0
16,8,0.9956,0,0
17,30,0.9957,0,0
18,19,0.9939,0,0
20,33,0.9507,0,0
20,19,0.9941,0,0
21,20,0.9905,0,0
21,22,0.988,0,0
22,23,0.989,0,0
24,34,0.9941,0,0
24,23,0.993,0,0
25,24,0.9938,0,0
26,25,0.9919,0,0
27,26,0.9936,0,0
28,35,0.9906,0,0
28,27,0.9874,0,0
28,29,0.9894,0,0
30,31,0.9939,0,0
30,29,0.9928,0,0
31,32,0.9839,0,0
32,36,0.9925,0,0
33,39,0.9922,0,0
34,43,0.9956,0,0
35,47,0.9943,0,0
36,51,0.9959,0,0
37,38,0.9937,0,0
39,38,0.981,0,0
40,41,0.9922,0,0
40,39,0.9874,0,0
41,53,0.9796,0,0
42,41,0.994,0,0
42,43,0.994,0,0
43,44,0.9902,0,0
44,45,0.9934,0,0
46,45,0.9873,0,0
46,47,0.9922,0,0
48,47,0.9916,0,0
48,49,0.9882,0,0
50,51,0.9786,0,0
50,49,0.9484,0,0
52,37,0.9922,0,0
52,56,0.9919,0,0
53,60,0.9836,0,0
54,45,0.9732,0,0
54,64,0.9866,0,0
55,49,0.992,0,0
55,68,0.9929,0,0
56,57,0.994,0,0
57,58,0.9934,0,0
58,71,0.9955,0,0
58,59,0.9955,0,0
59,60,0.9947,0,0
60,61,0.9875,0,0
62,61,0.9923,0,0
62,63,0.9917,0,0
62,72,0.9901,0,0
63,64,0.9951,0,0
65,64,0.9939,0,0
65,66,0.9866,0,0
67,66,0.9784,0,0
67,68,0.988,0,0
69,68,0.9916,0,0
69,70,0.9935,0,0
73,66,0.9919,0,0
74,70,0.9914,0,0
74,89,0.9894,0,0
75,90,0.9868,0,0
76,75,0.9861,0,0
77,78,0.9939,0,0
77,71,0.9951,0,0
77,76,0.9925,0,0
79,80,0.9939,0,0
79,78,0.9938,0,0
80,81,0.9932,0,0
81,82,0.9921,0,0
81,72,0.9932,0,0
82,83,0.9939,0,0
83,92,0.9926,0,0
84,83,0.9947,0,0
85,84,0.9908,0,0
85,73,0.9934,0,0
85,86,0.994,0,0
86,87,0.9874,0,0
87,88,0.9735,0,0
88,89,0.9917,0,0
91,79,0.9936,0,0
92,102,0.9933,0,0
93,87,0.9796,0,0
93,106,0.989,0,0
94,90,0.9926,0,0
94,95,0.9927,0,0
95,96,0.9936,0,0
97,98,0.9886,0,0
97,96,0.9918,0,0
98,91,0.9821,0,0
99,98,0.9909,0,0
100,99,0.9649,0,0
100,110,0.9601,0,0
101,102,0.992,0,0
101,100,0.9831,0,0
102,103,0.9934,0,0
104,103,0.9932,0,0
105,106,0.9942,0,0
105,104,0.9946,0,0
107,106,0.9927,0,0
108,107,0.9837,0,0
108,112,0.988,0,0
109,96,0.9901,0,0
110,118,0.9936,0,0
111,104,0.9953,0,0
112,126,0.9932,0,0
113,114,0.9923,0,0
114,115,0.9848,0,0
114,109,0.9932,0,0
116,117,0.9925,0,0
116,115,0.9858,0,0
117,118,0.9928,0,0
118,119,0.9908,0,0
120,119,0.9899,0,0
121,120,0.9911,0,0
122,111,0.9903,0,0
122,123,0.9896,0,0
122,121,0.9859,0,0
124,123,0.9947,0,0
125,126,0.9934,0,0
125,124,0.9938,0,0
