Qubit,T1,T2,gate_fidelity,preparation_fidelity,Readout_frequency,work_frequency,gate_duration,q0,q1
0,56.8,1.2,0.9992,1.0,0.0,0.0,0.0,0.9897,0.9577
1,60,2.4,0.9993,1.0,0.0,0.0,0.0,0.9927,0.9479
2,36.3,40.4,0.9993,1.0,0.0,0.0,0.0,0.9939,0.9232
3,33.4,2.5,0.9995,1.0,0.0,0.0,0.0,0.9916,0.9423
4,27.4,2,0.9962,1.0,0.0,0.0,0.0,0.9881,0.9325
5,65.8,1,0.999,1.0,0.0,0.0,0.0,0.9849,0.9514
6,39.5,1.8,0.9948,1.0,0.0,0.0,0.0,0.4922,0.504
7,47.3,0.9,0.9988,1.0,0.0,0.0,0.0,0.9884,0.9413
8,59,2.5,0.9991,1.0,0.0,0.0,0.0,0.9959,0.953
9,39.9,4.2,0.999,1.0,0.0,0.0,0.0,0.986,0.9479
10,49.7,1,0.9989,1.0,0.0,0.0,0.0,0.99,0.9349
11,65.5,0.9,0.9991,1.0,0.0,0.0,0.0,0.9741,0.9083
12,52.1,1.5,0.9993,1.0,0.0,0.0,0.0,0.9667,0.924
13,54,5.4,0.9992,1.0,0.0,0.0,0.0,0.9417,0.893
14,46.9,25.8,0.9986,1.0,0.0,0.0,0.0,0.9587,0.857
15,48.1,1.1,0.9984,1.0,0.0,0.0,0.0,0.9725,0.8758
16,48.1,6.7,0.9987,1.0,0.0,0.0,0.0,0.9855,0.9296
17,59.2,2,0.999,1.0,0.0,0.0,0.0,0.985,0.9399
18,38,1.7,0.9993,1.0,0.0,0.0,0.0,0.9886,0.9437
19,43.2,2.2,0.9994,1.0,0.0,0.0,0.0,0.9873,0.9482
20,43.1,3.3,0.9986,1.0,0.0,0.0,0.0,0.9796,0.9395
21,58.4,3.5,0.9974,1.0,0.0,0.0,0.0,0.9856,0.9194
22,58.4,10.6,0.9992,1.0,0.0,0.0,0.0,0.9866,0.9481
23,32.7,1.1,0.9989,1.0,0.0,0.0,0.0,0.9853,0.9427
24,56.5,3.5,0.9993,1.0,0.0,0.0,0.0,0.9912,0.9243
25,52.5,1.4,0.9993,1.0,0.0,0.0,0.0,0.9722,0.9407
26,55.9,2.4,0.9989,1.0,0.0,0.0,0.0,0.9764,0.943
27,29.9,5.3,0.9983,1.0,0.0,0.0,0.0,0.9778,0.941
28,47.1,6.6,0.9994,1.0,0.0,0.0,0.0,0.9888,0.9517
29,49.4,1.6,0.9989,1.0,0.0,0.0,0.0,0.978,0.8981
30,47.1,1,0.9989,1.0,0.0,0.0,0.0,0.981,0.9478
31,41.7,1.1,0.9981,1.0,0.0,0.0,0.0,0.9776,0.9388
32,66.2,1.4,0.9986,1.0,0.0,0.0,0.0,0.9762,0.9387
33,66.2,1.2,0.9991,1.0,0.0,0.0,0.0,0.9759,0.9439
34,62.3,1.6,0.9993,1.0,0.0,0.0,0.0,0.9741,0.9363
35,34.5,1.3,0.9992,1.0,0.0,0.0,0.0,0.9694,0.9387
36,41.8,1.8,0.9992,1.0,0.0,0.0,0.0,0.9802,0.9413
37,56.1,1.4,0.9981,1.0,0.0,0.0,0.0,0.9898,0.873
38,31.5,2.4,0.9986,1.0,0.0,0.0,0.0,0.9808,0.9366
39,50.9,1.1,0.9994,1.0,0.0,0.0,0.0,0.9855,0.9424
40,37.3,1.9,0.999,1.0,0.0,0.0,0.0,0.9908,0.9374
41,42.8,31.6,0.9985,1.0,0.0,0.0,0.0,0.9892,0.9482
42,51.2,1.1,0.999,1.0,0.0,0.0,0.0,0.989,0.9475
43,53.9,23.8,0.9993,1.0,0.0,0.0,0.0,0.9873,0.9449
44,53.8,0.7,0.9984,1.0,0.0,0.0,0.0,0.9722,0.9428
45,45.4,1.5,0.9992,1.0,0.0,0.0,0.0,0.9652,0.9369
46,67.6,1,0.9992,1.0,0.0,0.0,0.0,0.9554,0.9287
47,45.1,1.2,0.9993,1.0,0.0,0.0,0.0,0.9795,0.9481
48,44.6,3.1,0.9987,1.0,0.0,0.0,0.0,0.9645,0.8505
49,48.5,4.3,0.9986,1.0,0.0,0.0,0.0,0.9685,0.9386
50,58,1.6,0.9994,1.0,0.0,0.0,0.0,0.9843,0.9375
51,56.6,37.1,0.9988,1.0,0.0,0.0,0.0,0.994,0.9335
52,57.3,1.2,0.995,1.0,0.0,0.0,0.0,0.9835,0.771
53,61.4,1.5,0.9992,1.0,0.0,0.0,0.0,0.9738,0.9243
54,53.3,1.8,0.9991,1.0,0.0,0.0,0.0,0.9681,0.9107
55,28.6,56.3,0.9994,1.0,0.0,0.0,0.0,0.8007,0.7854
56,61.6,34.5,0.9996,1.0,0.0,0.0,0.0,0.9761,0.9457
57,62,34.6,0.9991,1.0,0.0,0.0,0.0,0.9783,0.9445
58,55,3.7,0.999,1.0,0.0,0.0,0.0,0.9597,0.9216
59,53.5,1.6,0.9993,1.0,0.0,0.0,0.0,0.9649,0.9177
