Qubit,T1,T2,gate_fidelity,preparation_fidelity,Readout_frequency,work_frequency,gate_duration,q0,q1
0,91.1969,124.4962,0.9998,1.0,5.257,0.0,0.0,0.9924,0.9938
1,139.7248,178.2234,0.9998,1.0,5.0358,0.0,0.0,0.9894,0.992
2,83.4246,77.5593,0.9998,1.0,4.9111,0.0,0.0,0.9852,0.9838
3,96.2077,100.301,0.9996,1.0,5.1185,0.0,0.0,0.9712,0.985
4,58.5975,20.2703,0.9998,1.0,5.1857,0.0,0.0,0.9824,0.9834
5,47.442,42.9428,0.9997,1.0,5.0461,0.0,0.0,0.9724,0.9866
6,103.3171,136.5686,0.9991,1.0,5.0989,0.0,0.0,0.983,0.991
7,90.7811,102.6295,0.9992,1.0,5.048,0.0,0.0,0.9868,0.9898
8,45.31,28.5121,0.9997,1.0,4.969,0.0,0.0,0.9806,0.9874
9,103.3149,31.0231,0.9997,1.0,5.2275,0.0,0.0,0.9744,0.9382
10,84.6344,16.5318,0.9997,1.0,5.2335,0.0,0.0,0.9902,0.9926
11,70.7652,104.967,0.9998,1.0,5.1327,0.0,0.0,0.9906,0.9922
12,98.7803,206.834,0.9999,1.0,5.1149,0.0,0.0,0.987,0.9932
13,58.9002,122.464,0.9998,1.0,5.2821,0.0,0.0,0.995,0.9904
14,106.5821,239.501,0.9998,1.0,5.0437,0.0,0.0,0.9856,0.9912
15,99.2143,63.1927,0.9994,1.0,4.9626,0.0,0.0,0.9896,0.9954
16,74.1704,171.9821,0.9998,1.0,5.2769,0.0,0.0,0.9672,0.8272
17,58.9851,126.5876,0.9992,1.0,5.2621,0.0,0.0,0.9838,0.9886
18,113.3134,36.959,0.9998,1.0,5.186,0.0,0.0,0.9902,0.9902
19,76.5787,73.7246,0.9969,1.0,4.9782,0.0,0.0,0.8436,0.9036
20,61.4622,15.3919,0.9992,1.0,5.1971,0.0,0.0,0.9886,0.9926
21,110.9519,126.5805,0.9999,1.0,5.2844,0.0,0.0,0.9946,0.9932
22,102.2189,115.3159,0.9998,1.0,5.2002,0.0,0.0,0.987,0.9818
23,114.1073,118.8174,0.9995,1.0,5.1023,0.0,0.0,0.9798,0.986
24,117.7506,164.7111,0.9997,1.0,5.1767,0.0,0.0,0.986,0.989
25,145.8909,194.931,0.9998,1.0,4.9536,0.0,0.0,0.9828,0.9786
26,27.2498,20.3622,0.9991,1.0,5.192,0.0,0.0,0.9822,0.983
