Qubit,T1,T2,gate_fidelity,preparation_fidelity,Readout_frequency,work_frequency,gate_duration,q0,q1
25,259.5635,185.4685,0.9998,1.0,4.9452,0.0,0.0,0.995,0.9864
26,238.6403,95.5779,0.9998,1.0,4.8541,0.0,0.0,0.9948,0.9928
27,157.2989,198.3535,0.9998,1.0,4.7476,0.0,0.0,0.947,0.9428
28,166.5742,69.1736,0.9996,1.0,4.9944,0.0,0.0,0.9902,0.937
29,386.013,332.7909,0.9998,1.0,4.6286,0.0,0.0,0.9782,0.9858
30,323.8656,65.942,0.9998,1.0,4.733,0.0,0.0,0.9902,0.9944
31,278.1289,79.4372,0.9998,1.0,4.7977,0.0,0.0,0.9954,0.995
32,135.3068,209.4464,0.9993,1.0,4.9104,0.0,0.0,0.99,0.9944
33,242.5189,99.0063,0.9998,1.0,4.9732,0.0,0.0,0.9896,0.9926
34,346.5192,141.1244,0.9999,1.0,4.6786,0.0,0.0,0.9676,0.9704
35,157.2288,136.9689,0.9997,1.0,4.9076,0.0,0.0,0.9862,0.983
36,395.7794,365.4391,0.9999,1.0,4.8123,0.0,0.0,0.9806,0.9896
37,276.8107,84.0125,0.9998,1.0,4.8379,0.0,0.0,0.9922,0.993
38,103.5952,126.6607,0.9997,1.0,4.7767,0.0,0.0,0.9842,0.985
39,242.1151,72.0019,0.9984,1.0,4.9174,0.0,0.0,0.8712,0.9558
40,175.8981,20.8189,0.9998,1.0,4.8682,0.0,0.0,0.9882,0.9834
41,191.4158,234.3303,0.9999,1.0,4.9355,0.0,0.0,0.9958,0.9932
42,73.0578,78.5557,0.9997,1.0,5.064,0.0,0.0,0.9946,0.9922
43,214.2439,263.9104,0.9998,1.0,4.8294,0.0,0.0,0.9788,0.9752
44,194.782,18.0471,0.9995,1.0,4.9492,0.0,0.0,0.9786,0.979
45,239.7917,28.8118,0.9996,1.0,4.9995,0.0,0.0,0.957,0.956
46,258.7849,219.7397,0.9997,1.0,4.8532,0.0,0.0,0.983,0.9908
47,155.3799,122.6085,0.9998,1.0,4.7695,0.0,0.0,0.9932,0.9926
48,126.5934,82.2943,0.9997,1.0,4.8442,0.0,0.0,0.9854,0.9842
49,262.6475,49.5449,0.9997,1.0,4.6973,0.0,0.0,0.9908,0.9908
50,258.5606,26.7075,0.9979,1.0,4.784,0.0,0.0,0.9798,0.9904
51,212.9379,315.2043,0.9999,1.0,4.9312,0.0,0.0,0.9848,0.984
52,188.6461,164.6771,0.9994,1.0,4.9153,0.0,0.0,0.989,0.9838
53,76.6226,231.4066,0.9994,1.0,4.9967,0.0,0.0,0.9898,0.9912
54,88.4066,142.0347,0.9995,1.0,4.9696,0.0,0.0,0.9338,0.9838
55,322.6112,106.2137,0.9998,1.0,4.8372,0.0,0.0,0.9852,0.9864
56,294.107,160.2601,0.9998,1.0,4.8145,0.0,0.0,0.9912,0.9926
57,135.599,143.7355,0.9998,1.0,4.9276,0.0,0.0,0.9808,0.993
58,263.0831,58.3744,0.9998,1.0,4.8869,0.0,0.0,0.9916,0.9916
59,88.5409,44.7629,0.9997,1.0,4.9712,0.0,0.0,0.9858,0.9674
60,231.9754,89.3463,0.9995,1.0,4.7662,0.0,0.0,0.9766,0.982
61,328.2232,172.8865,0.9996,1.0,4.7939,0.0,0.0,0.9666,0.9798
62,154.5224,171.4534,0.9993,1.0,4.9352,0.0,0.0,0.9702,0.9888
63,194.7284,239.2161,0.9998,1.0,5.0416,0.0,0.0,0.9858,0.982
64,239.9068,218.2806,0.9999,1.0,4.8216,0.0,0.0,0.9912,0.994
65,177.0688,86.1682,0.9998,1.0,4.9572,0.0,0.0,0.9858,0.9892
66,222.4024,191.6019,0.9997,1.0,4.885,0.0,0.0,0.9912,0.9896
67,228.4989,89.9663,0.9997,1.0,5.1139,0.0,0.0,0.947,0.9388
68,288.7365,28.6346,0.9997,1.0,4.7438,0.0,0.0,0.953,0.9584
69,176.7494,128.5721,0.9997,1.0,5.1177,0.0,0.0,0.9918,0.9862
70,184.4278,135.15,0.9998,1.0,4.8989,0.0,0.0,0.9256,0.9242
71,257.7958,327.2366,0.9998,1.0,4.7883,0.0,0.0,0.9848,0.9882
72,199.0019,122.1738,0.9997,1.0,5.0592,0.0,0.0,0.9894,0.991
73,172.5945,272.4703,0.9997,1.0,4.9796,0.0,0.0,0.9906,0.991
74,242.2447,72.6797,0.9996,1.0,5.0315,0.0,0.0,0.9904,0.9922
75,48.4312,38.1149,0.9991,1.0,5.0061,0.0,0.0,0.9866,0.9946
76,98.0973,71.816,0.9997,1.0,4.8374,0.0,0.0,0.9866,0.9894
77,198.3583,105.8639,0.9998,1.0,5.0419,0.0,0.0,0.9864,0.9242
78,203.9122,238.0096,0.9999,1.0,4.6436,0.0,0.0,0.9928,0.9928
79,261.8592,55.2633,0.9998,1.0,4.8632,0.0,0.0,0.9898,0.9924
80,190.6693,208.1109,0.9998,1.0,5.0315,0.0,0.0,0.9788,0.9844
81,168.7763,207.6973,0.9997,1.0,4.9304,0.0,0.0,0.9562,0.9592
82,225.0124,293.788,0.9998,1.0,4.8936,0.0,0.0,0.9866,0.989
83,262.3595,66.2246,0.9998,1.0,4.7907,0.0,0.0,0.9896,0.9894
84,188.2862,139.9739,0.9998,1.0,4.6797,0.0,0.0,0.9932,0.9908
85,275.7999,187.7794,0.9998,1.0,5.1048,0.0,0.0,0.9916,0.9826
86,216.4963,117.6535,0.9997,1.0,4.8988,0.0,0.0,0.9546,0.9624
87,83.7093,110.0402,0.9972,1.0,4.9921,0.0,0.0,0.8728,0.9662
88,226.2112,169.462,0.9998,1.0,5.0994,0.0,0.0,0.993,0.9924
89,336.0129,174.4258,0.9999,1.0,4.9565,0.0,0.0,0.9876,0.9868
90,231.4312,84.636,0.9998,1.0,4.9056,0.0,0.0,0.9858,0.9942
91,207.7457,205.8725,0.9995,1.0,4.9146,0.0,0.0,0.9576,0.973
92,137.5484,132.6243,0.9998,1.0,4.9121,0.0,0.0,0.996,0.9956
93,162.2947,73.5331,0.9994,1.0,4.9641,0.0,0.0,0.9698,0.9754
94,196.0992,142.1952,0.9998,1.0,4.9758,0.0,0.0,0.9886,0.9918
95,165.6869,144.9339,0.9998,1.0,4.8389,0.0,0.0,0.9888,0.9914
96,115.3157,65.311,0.9997,1.0,4.7479,0.0,0.0,0.9558,0.9304
97,202.9733,95.3861,0.9996,1.0,4.8162,0.0,0.0,0.992,0.9896
98,184.0586,30.9292,0.9995,1.0,4.9429,0.0,0.0,0.9824,0.9834
99,210.9878,227.212,0.9997,1.0,5.0601,0.0,0.0,0.993,0.9926
100,90.4194,54.7654,0.9992,1.0,4.9053,0.0,0.0,0.9886,0.993
101,89.5305,160.4652,0.9997,1.0,5.0653,0.0,0.0,0.9936,0.9628
102,254.3632,194.834,0.9998,1.0,4.8098,0.0,0.0,0.9598,0.9542
103,131.5207,96.5422,0.9998,1.0,4.9335,0.0,0.0,0.9876,0.9946
104,227.6266,204.2967,0.9998,1.0,4.7656,0.0,0.0,0.9838,0.9898
105,174.2316,118.895,0.9996,1.0,4.9823,0.0,0.0,0.9916,0.9958
106,210.0843,149.6443,0.9997,1.0,4.8782,0.0,0.0,0.978,0.9794
107,262.7976,121.3604,0.9998,1.0,4.916,0.0,0.0,0.9754,0.98
108,172.7895,160.6205,0.9996,1.0,5.0563,0.0,0.0,0.9766,0.9762
109,147.5943,118.8643,0.9995,1.0,4.9849,0.0,0.0,0.9778,0.98
110,189.6156,215.7722,0.9997,1.0,4.8302,0.0,0.0,0.9886,0.9896
111,250.3574,288.2355,0.9998,1.0,4.8532,0.0,0.0,0.9778,0.985
112,171.9117,56.342,0.9998,1.0,5.0024,0.0,0.0,0.9874,0.9942
113,198.8263,196.1024,0.9998,1.0,5.032,0.0,0.0,0.9942,0.9948
114,259.2574,60.7237,0.9998,1.0,4.8225,0.0,0.0,0.8686,0.864
115,266.1686,114.2968,0.9993,1.0,5.028,0.0,0.0,0.987,0.9916
116,228.3959,233.3981,0.9998,1.0,4.9127,0.0,0.0,0.987,0.9894
117,215.1858,191.3097,0.9997,1.0,4.8331,0.0,0.0,0.9862,0.9846
118,191.5198,210.9869,0.9998,1.0,4.733,0.0,0.0,0.994,0.9968
119,326.823,139.5007,0.9997,1.0,4.8026,0.0,0.0,0.6718,0.7058
120,255.6438,196.8151,0.9998,1.0,4.8366,0.0,0.0,0.8382,0.8568
121,95.2773,104.584,0.9996,1.0,4.9679,0.0,0.0,0.9764,0.9868
122,125.3912,196.8322,0.9996,1.0,4.9376,0.0,0.0,0.9808,0.9808
123,195.0229,130.8453,0.9998,1.0,5.0344,0.0,0.0,0.9842,0.9872
124,244.5944,195.9689,0.9998,1.0,4.9492,0.0,0.0,0.9926,0.9932
125,281.8439,230.199,0.9998,1.0,4.8591,0.0,0.0,0.989,0.9894
126,190.7338,190.3688,0.9998,1.0,4.9082,0.0,0.0,0.9882,0.9892
