Qubit,T1,T2,gate_fidelity,preparation_fidelity,Readout_frequency,work_frequency,gate_duration,q0,q1
0,293.8548,71.5645,0.9999,1.0,4.7219,0.0,0.0,0.9778,0.9792
1,325.3838,218.3287,0.9999,1.0,4.8151,0.0,0.0,0.9788,0.9732
2,261.9047,214.8,0.9998,1.0,4.6097,0.0,0.0,0.9862,0.992
3,271.0002,326.4508,0.9999,1.0,4.8755,0.0,0.0,0.9884,0.9598
4,358.0998,284.2975,0.9998,1.0,4.8181,0.0,0.0,0.9578,0.9874
5,277.1822,244.677,0.9998,1.0,4.7341,0.0,0.0,0.9956,0.9944
6,235.3058,58.3377,0.9996,1.0,4.8763,0.0,0.0,0.9904,0.9886
7,279.6222,216.3118,0.9992,1.0,4.9675,0.0,0.0,0.9788,0.9858
8,296.2317,237.6747,0.9999,1.0,4.9023,0.0,0.0,0.9914,0.9924
9,250.2969,118.7512,0.9998,1.0,4.9872,0.0,0.0,0.9942,0.99
10,216.8127,106.4013,0.9998,1.0,4.8315,0.0,0.0,0.9792,0.991
11,394.8686,269.5787,0.9998,1.0,4.9723,0.0,0.0,0.8676,0.87
12,217.6977,159.9363,0.9998,1.0,4.9363,0.0,0.0,0.988,0.9866
13,272.5005,131.055,0.9997,1.0,5.0058,0.0,0.0,0.989,0.9828
14,321.9448,131.3483,0.9998,1.0,4.9034,0.0,0.0,0.98,0.9802
15,294.1077,42.8107,0.9997,1.0,4.9479,0.0,0.0,0.9866,0.9864
16,248.0832,15.4955,0.9997,1.0,4.9603,0.0,0.0,0.9846,0.9844
17,289.1036,313.6632,0.9999,1.0,4.8208,0.0,0.0,0.9842,0.99
18,205.9312,100.3865,0.9998,1.0,4.7883,0.0,0.0,0.917,0.918
19,344.2881,101.6638,0.9997,1.0,4.747,0.0,0.0,0.9398,0.9408
20,220.0863,185.5904,0.9997,1.0,4.8623,0.0,0.0,0.993,0.985
21,257.0812,119.8325,0.9998,1.0,4.9665,0.0,0.0,0.991,0.9914
22,212.3043,160.1903,0.9993,1.0,5.0382,0.0,0.0,0.9868,0.994
23,254.6757,156.9997,0.9998,1.0,4.845,0.0,0.0,0.9868,0.9924
24,273.0384,187.6531,0.9998,1.0,5.1008,0.0,0.0,0.9656,0.6276
