l0,l1,fidelity,cs0,cs1
0,1,0.9909,0,0
2,1,0.995,0,0
3,2,0.9936,0,0
4,3,0.9904,0,0
4,15,0.9921,0,0
5,4,0.9943,0,0
5,6,0.9966,0,0
7,6,0.9951,0,0
8,7,0.9916,0,0
9,8,0.9858,0,0
10,9,0.9881,0,0
11,10,0.9927,0,0
11,12,0.9891,0,0
12,17,0.9848,0,0
13,12,0.9877,0,0,
14,0,0.9867,0,0,
16,8,0.9915,0,0
17,30,0.9847,0,0
18,14,0.9842,0,0
18,19,0.9719,0,0
20,33,0.9915,0,0
20,19,0.9899,0,0
21,22,0.9924,0,0
21,20,0.9897,0,0
22,15,0.99,0,0
23,24,0.9759,0,0
23,22,0.987,0,0
25,24,0.9918,0,0
26,25,0.9754,0,0
26,16,0.9862,0,0
26,27,0.9771,0,0
28,27,0.9903,0,0
29,30,0.9932,0,0
29,28,0.9926,0,0
30,31,0.9846,0,0
31,32,0.981,0,0
32,36,0.9382,0,0
33,39,0.9837,0,0
34,24,0.9813,0,0
35,28,0.9862,0,0
35,47,0.9746,0,0
36,51,0.9868,0,0
37,38,0.9909,0,0
38,39,0.9845,0,0
40,41,0.9807,0,0
40,39,0.9866,0,0
42,41,0.962,0,0
42,43,0.9817,0,0
43,44,0.9901,0,0
43,34,0.9931,0,0
44,45,0.9839,0,0
46,47,0.9797,0,0
46,45,0.9858,0,0
48,49,0.6775,0,0
48,47,0.0,0,0
50,49,0.9848,0,0
51,50,0.9893,0,0
52,37,0.9886,0,0
52,56,0.969,0,0
53,41,0.9901,0,0
54,64,0.9908,0,0
54,45,0.9902,0,0
55,49,0.8737,0,0
55,68,0.8775,0,0
56,57,0.9827,0,0
57,58,0.9821,0,0
58,71,0.9922,0,0
58,59,0.9848,0,0
60,53,0.9797,0,0
60,59,0.9774,0,0
60,61,0.9812,0,0
62,63,0.9902,0,0
62,61,0.9935,0,0
64,63,0.9554,0,0
65,64,0.9849,0,0
65,66,0.969,0,0
66,73,0.9857,0,0
67,68,0.9561,0,0
67,66,0.9552,0,0
68,69,0.9527,0,0
70,69,0.9749,0,0
70,74,0.9885,0,0
72,81,0.9928,0,0
72,62,0.9869,0,0
73,85,0.9872,0,0
74,89,0.9883,0,0
76,77,0.9812,0,0
76,75,0.9868,0,0
77,71,0.9845,0,0
78,77,0.9804,0,0
79,78,0.9776,0,0
80,81,0.9837,0,0
80,79,0.9787,0,0
81,82,0.9886,0,0
83,82,0.9835,0,0
83,92,0.8382,0,0
84,83,0.9865,0,0
85,86,0.8324,0,0
85,84,0.968,0,0
87,88,0.9484,0,0
87,86,0.8544,0,0
88,89,0.9783,0,0
90,75,0.94,0,0
91,79,0.9857,0,0
92,102,0.8679,0,0
93,87,0.9111,0,0
93,106,0.8842,0,0
94,90,0.8697,0,0
94,95,0.948,0,0
96,109,0.9812,0,0
96,95,0.9455,0,0
96,97,0.9375,0,0
97,98,0.9448,0,0
98,91,0.9255,0,0
99,98,0.946,0,0
100,99,0.955,0,0
100,110,0.0,0,0
101,100,0.9187,0,0
102,101,0.926,0,0
103,102,0.8464,0,0
103,104,0.944,0,0
104,111,0.9266,0,0
104,105,0.8951,0,0
105,106,0.0,0,0,
106,107,0.9267,0,0
107,108,0.9847,0,0
108,112,0.9929,0,0
109,114,0.9896,0,0
111,122,0.0,0,0
112,126,0.9937,0,0
113,114,0.9909,0,0
115,114,0.9922,0,0
116,117,0.9853,0,0
116,115,0.9943,0,0
117,118,0.89,0,0
118,110,0.9279,0,0
118,119,0.0,0,0
119,120,0.788,0,0
121,120,0.9068,0,0
121,122,0.9425,0,0
123,122,0.9739,0,0
123,124,0.9897,0,0
125,124,0.9868,0,0
126,125,0.98,0,0
