l0,l1,fidelity,cs0,cs1
0,6,0,0,0
1,6,0,0,0
1,7,0,0,0
2,7,0,0,0
4,9,0,0,0
4,10,0,0,0
5,10,0,0,0
5,11,0,0,0
6,12,0,0,0
6,13,0,0,0
7,13,0,0,0
7,14,0,0,0
8,14,0,0,0
8,15,0,0,0
9,15,0,0,0
9,16,0,0,0
10,16,0,0,0
10,17,0,0,0
11,17,0,0,0
12,18,0,0,0
13,19,0,0,0
13,18,0,0,0
14,20,0,0,0
14,19,0,0,0
15,21,0,0,0
15,20,0,0,0
16,22,0,0,0
16,21,0,0,0
17,23,0,0,0
17,22,0,0,0
18,24,0,0,0
18,25,0,0,0
19,25,0,0,0
19,26,0,0,0
20,26,0,0,0
20,27,0,0,0
21,27,0,0,0
21,28,0,0,0
22,28,0,0,0
22,29,0,0,0
23,29,0,0,0
24,30,0,0,0
25,31,0,0,0
25,30,0,0,0
26,32,0,0,0
26,31,0,0,0
27,33,0,0,0
27,32,0,0,0
28,34,0,0,0
28,33,0,0,0
29,35,0,0,0
29,34,0,0,0
30,36,0,0,0
30,37,0,0,0
31,37,0,0,0
31,38,0,0,0
32,38,0,0,0
32,39,0,0,0
33,39,0,0,0
33,40,0,0,0
34,40,0,0,0
34,41,0,0,0
35,41,0,0,0
36,42,0,0,0
37,43,0,0,0
37,42,0,0,0
38,44,0,0,0
38,43,0,0,0
39,45,0,0,0
39,44,0,0,0
40,46,0,0,0
40,45,0,0,0
41,47,0,0,0
41,46,0,0,0
42,48,0,0,0
42,49,0,0,0
43,49,0,0,0
43,50,0,0,0
44,50,0,0,0
44,51,0,0,0
45,51,0,0,0
45,52,0,0,0
46,52,0,0,0
46,53,0,0,0
47,53,0,0,0
