time cases
2014-01-05 300
2014-01-12 105
2014-01-19 207
2014-01-26 294
2014-02-02 244
2014-02-09 211
2014-02-16 145
2014-02-23 147
2014-03-02 148
2014-03-09 290
2014-03-16 216
2014-03-23 129
2014-03-30 193
2014-04-06 186
2014-04-13 354
2014-04-20 211
2014-04-27 259
2014-05-04 268
2014-05-11 189
2014-05-18 212
2014-05-25 231
2014-06-01 197
2014-06-08 300
2014-06-15 276
2014-06-22 320
2014-06-29 436
