,Step,Skip,Backstep,Hold
Step,0.8285714285714286,0.08831168831168831,0.012987012987012988,0.07012987012987013
Skip,0.042839657282741736,0.9106487148102815,0.008567931456548347,0.037943696450428395
Backstep,0.0012254901960784314,0.007352941176470588,0.9044117647058824,0.08700980392156862
Hold,0.03638644918444166,0.0451693851944793,0.08531994981179424,0.8331242158092849
