Qubit,T1,T2,gate_fidelity,preparation_fidelity,Readout_frequency,work_frequency,gate_duration,q0,q1
0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2,65.33,27.79,0.9998,1.0,6.919,4.459,30,1.0,1.0
3,28.68,36.97,0.9997,1.0,6.653,4.175,30,1.0,1.0
4,69.02,47.57,0.9996,1.0,6.953,4.451,30,1.0,1.0
5,53.21,39.6,0.9997,1.0,6.692,4.165,30,1.0,1.0
6,49.89,36.64,0.9995,1.0,6.993,4.519,30,1.0,1.0
7,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
8,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
9,80.73,47.57,0.9996,1.0,6.784,4.25,30,1.0,1.0
10,30,33.11,0.9996,1.0,7.091,4.588,42,1.0,1.0
11,15.25,25.99,0.9987,1.0,6.823,4.322,35,1.0,1.0
12,57.9,48.35,0.9996,1.0,7.136,4.641,30,1.0,1.0
13,52.65,30.39,0.9992,1.0,6.528,3.982,42,1.0,1.0
14,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
15,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
16,44.76,36.13,0.9993,1.0,6.865,4.225,30,1.0,1.0
17,28.63,27.8,0.9991,1.0,6.6,3.876,30,1.0,1.0
18,31.07,32.61,0.9989,1.0,6.91,4.316,30,1.0,1.0
19,38.89,31.72,0.9996,1.0,6.648,3.908,30,1.0,1.0
20,28.39,28.99,0.9996,1.0,6.953,4.261,30,1.0,1.0
21,62.23,21.07,0.9997,1.0,6.694,3.924,30,1.0,1.0
22,53.8,38.17,0.9988,1.0,7.001,4.353,30,1.0,1.0
23,46.98,33.27,0.9994,1.0,6.745,3.985,30,1.0,1.0
24,14.08,20.45,0.9971,1.0,7.046,4.339,42,1.0,1.0
25,54.42,34.06,0.9998,1.0,6.793,4.16,30,1.0,1.0
26,66.04,43.95,0.9991,1.0,6.861,4.395,30,1.0,1.0
27,45.2,22.99,0.999,1.0,6.598,4.225,30,1.0,1.0
28,54.32,24.87,0.9997,1.0,6.896,4.491,30,1.0,1.0
29,27.01,10.44,0.9993,1.0,6.63,4.2,30,1.0,1.0
30,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
31,41.67,46.69,0.9995,1.0,6.667,4.299,30,1.0,1.0
32,70.04,41.65,0.9998,1.0,6.975,4.564,30,1.0,1.0
33,43.92,32.83,0.9996,1.0,6.712,4.216,30,1.0,1.0
34,58.22,31.37,0.9996,1.0,7.018,4.559,30,1.0,1.0
35,42.19,34.54,0.9925,1.0,6.762,4.31,44,1.0,1.0
36,55.55,42.25,0.9997,1.0,7.069,4.576,30,1.0,1.0
37,31.88,20.19,0.9996,1.0,6.808,4.319,30,1.0,1.0
38,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
39,66.1,51.08,0.9999,1.0,6.51,3.963,30,1.0,1.0
40,58.43,46.22,0.9995,1.0,6.809,4.289,30,1.0,1.0
41,55.49,38.98,0.9998,1.0,6.545,3.925,30,1.0,1.0
42,31.72,32.31,0.9992,1.0,6.848,4.252,30,1.0,1.0
43,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
44,53.28,39.41,0.9997,1.0,6.889,4.345,30,1.0,1.0
45,57.99,43.16,0.9996,1.0,6.628,3.909,30,1.0,1.0
46,54.88,43.13,0.9998,1.0,6.935,4.318,30,1.0,1.0
47,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
48,53.49,38.82,0.994,1.0,6.982,4.312,45,1.0,1.0
49,71.17,46.24,0.9998,1.0,6.728,3.981,30,1.0,1.0
50,62.39,45.93,0.9998,1.0,7.032,4.382,30,1.0,1.0
51,65.24,51.6,0.9996,1.0,6.779,4.118,30,1.0,1.0
52,72.38,54.33,0.9994,1.0,6.849,4.601,42,1.0,1.0
53,96.05,124.93,0.9997,1.0,6.582,4.192,30,1.0,1.0
54,59.59,33,0.9996,1.0,6.884,4.527,30,1.0,1.0
55,24.83,33.19,0.9985,1.0,6.612,4.28,30,1.0,1.0
56,68.94,39.95,0.9996,1.0,6.913,4.507,30,1.0,1.0
57,74.85,45.16,0.9997,1.0,6.656,4.263,30,1.0,1.0
58,37.61,30.95,0.9997,1.0,6.962,4.565,30,1.0,1.0
59,71.69,50.58,0.9993,1.0,6.698,4.244,30,1.0,1.0
60,64.37,39.46,0.9958,1.0,7,4.586,30,1.0,1.0
61,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
62,59.42,34.46,0.9997,1.0,7.051,4.572,30,1.0,1.0
63,62.67,47.39,0.9996,1.0,6.794,4.323,30,1.0,1.0
64,72.88,55.69,0.997,1.0,7.102,4.61,30,1.0,1.0
65,41.64,27.04,0.9992,1.0,6.497,3.867,30,1.0,1.0
66,57.23,32.57,0.9996,1.0,6.8,4.282,30,1.0,1.0
67,56.81,32.66,0.9995,1.0,6.536,3.944,30,1.0,1.0
68,37.44,28.86,0.9986,1.0,6.838,4.301,44,1.0,1.0
69,43.96,27.18,0.9994,1.0,6.572,4.061,30,1.0,1.0
70,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
71,71.55,31.83,0.9994,1.0,6.615,4.208,30,1.0,1.0
72,56.76,33.26,0.9993,1.0,6.921,4.498,30,1.0,1.0
73,91.5,34.7,0.9998,1.0,6.663,4.062,30,1.0,1.0
