l0,l1,fidelity,cs0,cs1
0,1,0.985,0,0
0,2,0.977,0,0
0,3,0.985,0,0
0,4,0.972,0,0
0,5,0.985,0,0
0,6,0.969,0,0
0,7,0.972,0,0
0,8,0.987,0,0
0,9,0.955,0,0
0,10,0.971,0,0
1,2,0.977,0,0
1,3,0.989,0,0
1,4,0.982,0,0
1,5,0.974,0,0
1,6,0.978,0,0
1,7,0.981,0,0
1,8,0.984,0,0
1,9,0.977,0,0
1,10,0.979,0,0
2,3,0.98,0,0
2,4,0.975,0,0
2,5,0.965,0,0
2,6,0.984,0,0
2,7,0.98,0,0
2,8,0.972,0,0
2,9,0.973,0,0
2,10,0.96,0,0
3,4,0.964,0,0
3,5,0.974,0,0
3,6,0.971,0,0
3,7,0.989,0,0
3,8,0.96,0,0
3,9,0.98,0,0
3,10,0.977,0,0
4,5,0.986,0,0
4,6,0.973,0,0
4,7,0.973,0,0
4,8,0.983,0,0
4,9,0.978,0,0
4,10,0.965,0,0
5,6,0.965,0,0
5,7,0.971,0,0
5,8,0.984,0,0
5,9,0.951,0,0
5,10,0.967,0,0
6,7,0.962,0,0
6,8,0.972,0,0
6,9,0.981,0,0
6,10,0.982,0,0
7,8,0.973,0,0
7,9,0.985,0,0
7,10,0.973,0,0
8,9,0.967,0,0
8,10,0.97,0,0
9,10,0.975,0,0
