Qubit,T1,T2,gate_fidelity,preparation_fidelity,Readout_frequency,work_frequency,gate_duration,q0,q1
31,312.0428,113.5857,0.9997,1.0,5.0855,0.0,0.0,0.9942,0.9908
32,260.4993,263.1497,0.9999,1.0,5.0222,0.0,0.0,0.9942,0.9864
33,258.2739,28.6203,0.9992,1.0,4.9596,0.0,0.0,0.9824,0.9766
34,300.0982,73.8745,0.9998,1.0,4.9314,0.0,0.0,0.9654,0.9694
35,349.6322,152.4901,0.9998,1.0,4.8437,0.0,0.0,0.9932,0.9898
36,363.1611,121.7733,0.9999,1.0,4.8176,0.0,0.0,0.9924,0.9922
37,192.6226,100.1616,0.9993,1.0,4.9922,0.0,0.0,0.8438,0.889
38,111.266,124.2445,0.9999,1.0,4.9021,0.0,0.0,0.9824,0.982
39,283.1459,105.5696,0.9997,1.0,4.7912,0.0,0.0,0.948,0.9382
40,266.0462,40.3503,0.9998,1.0,4.9196,0.0,0.0,0.9936,0.9892
41,223.4267,57.2784,0.9997,1.0,4.7377,0.0,0.0,0.9756,0.9682
42,192.4335,10.474,0.9997,1.0,4.8347,0.0,0.0,0.9936,0.994
43,251.966,230.5453,0.9997,1.0,4.7492,0.0,0.0,0.9824,0.9826
44,236.723,189.791,0.9998,1.0,4.9357,0.0,0.0,0.9928,0.9948
45,272.2346,150.0558,0.9998,1.0,4.7158,0.0,0.0,0.9884,0.995
46,318.1656,247.2217,0.9999,1.0,4.8035,0.0,0.0,0.9936,0.9906
47,153.233,47.29,0.9998,1.0,4.9384,0.0,0.0,0.9942,0.9868
48,197.6218,302.5491,0.9998,1.0,5.0021,0.0,0.0,0.9866,0.9746
49,160.625,95.5367,0.9997,1.0,5.1292,0.0,0.0,0.9914,0.9952
50,156.2169,99.0057,0.9997,1.0,5.2086,0.0,0.0,0.9946,0.9936
51,69.2136,89.5076,0.9997,1.0,5.0007,0.0,0.0,0.9892,0.9776
52,180.287,188.2923,0.9998,1.0,5.0782,0.0,0.0,0.989,0.9894
53,287.8833,180.0537,0.9998,1.0,4.7911,0.0,0.0,0.9904,0.99
54,311.9274,158.8639,0.9998,1.0,4.8298,0.0,0.0,0.989,0.9886
55,223.0158,231.2902,0.9996,1.0,5.071,0.0,0.0,0.992,0.9958
56,193.888,8.548,0.9993,1.0,4.8552,0.0,0.0,0.9858,0.9882
57,294.0527,68.8493,0.9993,1.0,4.9772,0.0,0.0,0.9026,0.8814
58,207.1507,8.8642,0.9994,1.0,4.9276,0.0,0.0,0.959,0.9508
59,233.4194,29.7042,0.9998,1.0,4.8366,0.0,0.0,0.9926,0.9928
60,167.7687,183.7679,0.9998,1.0,4.948,0.0,0.0,0.9896,0.9914
61,240.6934,82.0264,0.9988,1.0,5.0053,0.0,0.0,0.9772,0.979
62,261.9888,166.9918,0.9998,1.0,4.8991,0.0,0.0,0.993,0.9938
63,167.208,15.4007,0.9995,1.0,5.0442,0.0,0.0,0.9932,0.9942
64,195.0285,162.8311,0.9997,1.0,4.9488,0.0,0.0,0.993,0.9958
65,172.5657,144.9607,0.9997,1.0,5.0213,0.0,0.0,0.9822,0.9932
66,231.1469,192.7644,0.9999,1.0,4.8837,0.0,0.0,0.9892,0.978
67,255.9595,218.2864,0.9995,1.0,5.0703,0.0,0.0,0.994,0.996
68,269.3287,39.8959,0.9998,1.0,4.9686,0.0,0.0,0.948,0.9388
69,214.8118,51.695,0.9996,1.0,4.9283,0.0,0.0,0.9842,0.9772
70,234.9239,186.1992,0.9999,1.0,5.0468,0.0,0.0,0.9896,0.9876
71,145.9318,300.2754,0.9998,1.0,4.7797,0.0,0.0,0.967,0.9772
72,219.171,203.7638,0.9998,1.0,5.0269,0.0,0.0,0.9864,0.9818
73,275.0065,76.7918,0.9999,1.0,4.7978,0.0,0.0,0.9936,0.9956
74,209.8353,234.6565,0.9998,1.0,5.1154,0.0,0.0,0.9938,0.9952
75,140.5948,101.8857,0.9998,1.0,4.7046,0.0,0.0,0.9668,0.9682
76,167.3346,101.0713,0.9863,1.0,4.9568,0.0,0.0,0.884,0.9174
77,279.7569,36.8965,0.9995,1.0,5.0725,0.0,0.0,0.9106,0.8988
78,332.9878,171.6951,0.9997,1.0,4.8186,0.0,0.0,0.9864,0.9904
79,130.5086,41.4044,0.9994,1.0,4.8748,0.0,0.0,0.9788,0.9822
80,226.654,115.4597,0.9998,1.0,4.9212,0.0,0.0,0.9874,0.9856
81,181.0242,30.9438,0.9992,1.0,5.0811,0.0,0.0,0.986,0.9838
82,112.0146,159.5669,0.9996,1.0,5.128,0.0,0.0,0.9906,0.9942
83,222.2568,214.9178,0.9997,1.0,5.0004,0.0,0.0,0.9772,0.9946
84,240.8155,237.7051,0.9998,1.0,5.0634,0.0,0.0,0.9898,0.9898
85,287.03,64.9602,0.9999,1.0,4.9598,0.0,0.0,0.9918,0.9952
86,304.9128,170.716,0.9999,1.0,4.8902,0.0,0.0,0.99,0.9894
87,150.4117,117.5818,0.9998,1.0,5.0073,0.0,0.0,0.9768,0.9768
88,150.9571,100.7598,0.9997,1.0,5.1247,0.0,0.0,0.9914,0.997
89,124.5919,79.3563,0.9997,1.0,4.9522,0.0,0.0,0.991,0.9956
90,326.1745,39.9876,0.9992,1.0,4.8273,0.0,0.0,0.9498,0.9428
91,321.5304,205.91,0.9996,1.0,4.9473,0.0,0.0,0.9266,0.9292
92,136.7142,24.0629,0.9987,1.0,4.9512,0.0,0.0,0.9812,0.9884
93,104.6852,53.1435,0.9996,1.0,4.9675,0.0,0.0,0.9544,0.948
94,120.6605,151.2705,0.9997,1.0,5.1778,0.0,0.0,0.9828,0.9794
95,270.6693,40.2202,0.9993,1.0,4.9393,0.0,0.0,0.9858,0.9922
96,172.0481,84.7978,0.9997,1.0,5.1632,0.0,0.0,0.9844,0.9788
97,197.1799,108.5355,0.9995,1.0,5.2158,0.0,0.0,0.9854,0.9536
98,235.5994,14.155,0.9992,1.0,5.0914,0.0,0.0,0.9484,0.894
99,222.0895,186.9067,0.9995,1.0,4.7997,0.0,0.0,0.9838,0.9904
100,209.2994,193.4276,0.9998,1.0,4.9806,0.0,0.0,0.9894,0.9894
101,196.0989,26.4427,0.9986,1.0,5.0764,0.0,0.0,0.9514,0.9584
102,265.3239,173.8188,0.9997,1.0,5.0179,0.0,0.0,0.9884,0.992
103,209.484,123.3015,0.9995,1.0,5.0697,0.0,0.0,0.9846,0.9816
104,183.9004,22.7249,0.9996,1.0,5.1999,0.0,0.0,0.9648,0.9502
105,197.6135,29.7386,0.9997,1.0,5.2353,0.0,0.0,0.927,0.9096
106,220.7257,120.9824,0.9997,1.0,5.1305,0.0,0.0,0.9898,0.9904
107,175.0368,166.1939,0.9994,1.0,5.0207,0.0,0.0,0.6346,0.6118
108,104.6362,102.2792,0.9993,1.0,4.971,0.0,0.0,0.7888,0.8038
109,109.4719,31.2128,0.9994,1.0,5.084,0.0,0.0,0.989,0.9912
110,208.0177,61.6629,0.9998,1.0,5.035,0.0,0.0,0.985,0.989
111,214.221,77.1784,0.9998,1.0,4.9359,0.0,0.0,0.9472,0.9874
112,164.4583,61.6223,0.9996,1.0,5.1915,0.0,0.0,0.9876,0.9508
113,209.8427,20.5778,0.999,1.0,5.223,0.0,0.0,0.9386,0.9276
114,169.5693,42.3959,0.9997,1.0,5.004,0.0,0.0,0.988,0.9912
115,244.5316,40.9789,0.9997,1.0,4.8541,0.0,0.0,0.981,0.9764
116,117.2629,107.4692,0.9998,1.0,5.0553,0.0,0.0,0.9888,0.9882
117,0.8683,52.9951,0.7538,1.0,5.1099,0.0,0.0,0.5066,0.8628
118,284.4839,127.9741,0.9998,1.0,4.9031,0.0,0.0,0.9818,0.9684
119,192.5589,98.9411,0.9997,1.0,4.9958,0.0,0.0,0.9724,0.9422
120,196.3668,59.5711,0.9998,1.0,5.0518,0.0,0.0,0.9828,0.9846
121,260.1756,54.6504,0.9998,1.0,5.1921,0.0,0.0,0.9808,0.9908
122,174.1559,49.2588,0.9998,1.0,5.113,0.0,0.0,0.9644,0.9718
123,204.5025,233.021,0.9974,1.0,5.0583,0.0,0.0,0.943,0.9528
124,175.7734,86.3324,0.9996,1.0,5.2507,0.0,0.0,0.9826,0.987
125,164.212,10.899,0.9996,1.0,5.1532,0.0,0.0,0.9924,0.9914
126,122.8937,174.9109,0.9951,1.0,5.0379,0.0,0.0,0.903,0.9142
