Qubit,T1,T2,gate_fidelity,preparation_fidelity,Readout_frequency,work_frequency,gate_duration,q0,q1
0,0.0,0.0,0.9957,1.0,0.0,0.0,0.0,1.0,1.0
1,0.0,0.0,0.9962,1.0,0.0,0.0,0.0,1.0,1.0
2,0.0,0.0,0.9918,1.0,0.0,0.0,0.0,1.0,1.0
3,0.0,0.0,0.9925,1.0,0.0,0.0,0.0,1.0,1.0
4,0.0,0.0,0.994,1.0,0.0,0.0,0.0,1.0,1.0
5,0.0,0.0,0.9946,1.0,0.0,0.0,0.0,1.0,1.0
6,0.0,0.0,0.9948,1.0,0.0,0.0,0.0,1.0,1.0
7,0.0,0.0,0.9955,1.0,0.0,0.0,0.0,1.0,1.0
8,0.0,0.0,0.9959,1.0,0.0,0.0,0.0,1.0,1.0
9,0.0,0.0,0.9964,1.0,0.0,0.0,0.0,1.0,1.0
10,0.0,0.0,0.9932,1.0,0.0,0.0,0.0,1.0,1.0
