l0,l1,fidelity,cs0,cs1
0,1,0.9893,0,0
1,4,0.9935,0,0
1,2,0.9912,0,0
2,3,0.9871,0,0
3,5,0.9871,0,0
4,7,0.9869,0,0
5,8,0.9941,0,0
6,7,0.9932,0,0
7,10,0.9941,0,0
8,11,0.9922,0,0
8,9,0.9906,0,0
10,12,0.9819,0,0
11,14,0.9894,0,0
12,15,0.993,0,0
12,13,0.9927,0,0
13,14,0.9897,0,0
