l0,l1,fidelity,cs0,cs1
1,2,0.996,0.0,0.0
2,3,0.8,0.0,0.0
2,4,0.9943,0.0,0.0
4,6,0.9954,0.0,0.0
5,6,0.9905,0.0,0.0
6,7,0.9999,0.0,0.0
6,8,0.9921,0.0,0.0
8,10,0.9903,0.0,0.0
