Qubit,T1,T2,gate_fidelity,preparation_fidelity,Readout_frequency,work_frequency,gate_duration,q0,q1
0,139.7046,209.512,0.9998,1.0,5.0705,0.0,0.0,0.9646,0.9904
1,205.4358,400.7799,0.9997,1.0,4.9298,0.0,0.0,0.9768,0.995
2,157.3832,244.6986,0.9998,1.0,4.6703,0.0,0.0,0.982,0.9918
3,98.256,116.5243,0.9999,1.0,4.8894,0.0,0.0,0.985,0.9942
4,96.4844,57.1872,0.9999,1.0,5.0209,0.0,0.0,0.9748,0.9866
5,132.1279,123.0891,0.9997,1.0,4.9695,0.0,0.0,0.982,0.993
6,83.2214,72.2474,0.9999,1.0,4.9659,0.0,0.0,0.979,0.9934
7,86.9865,119.8408,0.9999,1.0,4.8944,0.0,0.0,0.9746,0.9896
8,220.5715,283.643,0.9994,1.0,4.7916,0.0,0.0,0.9832,0.987
9,112.7396,107.8405,0.9998,1.0,4.9551,0.0,0.0,0.983,0.9922
10,120.6574,216.3293,0.9982,1.0,4.9586,0.0,0.0,0.963,0.9856
11,102.8485,164.6591,0.9997,1.0,4.6661,0.0,0.0,0.9566,0.9728
12,149.8305,107.1461,0.9999,1.0,4.7429,0.0,0.0,0.9726,0.9886
13,248.1196,135.6889,0.983,1.0,4.8886,0.0,0.0,0.9862,0.988
14,97.6463,123.5044,0.9999,1.0,4.7802,0.0,0.0,0.9504,0.9638
15,64.5734,98.4318,0.9996,1.0,4.8582,0.0,0.0,0.9508,0.9872
16,121.4556,172.2693,0.9997,1.0,4.9803,0.0,0.0,0.9696,0.9932
17,86.893,194.0626,0.9996,1.0,5.0033,0.0,0.0,0.9818,0.9958
18,69.5086,141.419,0.9996,1.0,4.7813,0.0,0.0,0.8978,0.917
19,113.4465,215.2669,0.9997,1.0,4.8095,0.0,0.0,0.9544,0.9708
20,119.0465,212.1442,0.9992,1.0,5.0477,0.0,0.0,0.9732,0.9882
21,81.533,0.76,0.9998,1.0,4.9427,0.0,0.0,0.8588,0.9844
22,122.6525,146.0808,0.9999,1.0,4.9113,0.0,0.0,0.9764,0.9934
23,95.1972,80.6669,0.9999,1.0,4.8927,0.0,0.0,0.9326,0.9444
24,140.6517,41.5576,0.9998,1.0,4.671,0.0,0.0,0.9756,0.9898
25,186.9164,172.4779,0.9998,1.0,4.7586,0.0,0.0,0.9708,0.9918
26,120.5579,57.8715,0.9996,1.0,4.9543,0.0,0.0,0.977,0.9894
