l0,l1,fidelity,cs0,cs1
0,1,0.9975,0,0
1,4,0.9965,0,0
1,2,0.9948,0,0
2,3,0.9947,0,0
3,5,0.9972,0,0
4,7,0.9981,0,0
5,8,0.9975,0,0
6,7,0.9979,0,0
7,10,0.9964,0,0
8,11,0.9984,0,0
8,9,0.9985,0,0
10,12,0.9957,0,0
11,14,0.7866,0,0
12,15,0.9963,0,0
12,13,0.9937,0,0
13,14,0.9954,0,0
15,18,0.9954,0,0
19,16,0.7009,0,0
17,18,0.9951,0,0
19,20,0.9325,0,0
19,22,0.9257,0,0
21,18,0.9914,0,0
21,23,0.8507,0,0
23,27,0.0,0,0
24,25,0.998,0,0
24,23,0.9693,0,0
25,22,0.9978,0,0
25,26,0.9974,0,0
27,28,0.0,0,0
28,29,0.9914,0,0
30,31,0.9979,0,0
31,32,0.9971,0,0
