#      rho          V(S=0,I=0)      V(S=0,I=1)    V(S=1,I=0)    V(S=1,I=1)        V_Total        FFG          E_total

   0.100000E-01   0.000000E+00  -0.272980E+01   0.000000E+00  -0.213479E-01  -0.275115E+01   0.552308E+01   0.277193E+01
   0.500000E-01   0.000000E+00  -0.869319E+01   0.000000E+00  -0.316917E+00  -0.901011E+01   0.161496E+02   0.713947E+01
   0.750000E-01   0.000000E+00  -0.115994E+02   0.000000E+00  -0.375352E+00  -0.119748E+02   0.211619E+02   0.918715E+01
   0.100000E+00   0.000000E+00  -0.141459E+02   0.000000E+00  -0.243623E+00  -0.143895E+02   0.256359E+02   0.112463E+02
   0.125000E+00   0.000000E+00  -0.163953E+02   0.000000E+00   0.809905E-01  -0.163143E+02   0.297478E+02   0.134335E+02
   0.150000E+00   0.000000E+00  -0.183877E+02   0.000000E+00   0.612253E+00  -0.177755E+02   0.335925E+02   0.158170E+02
   0.175000E+00   0.000000E+00  -0.201407E+02   0.000000E+00   0.134929E+01  -0.187914E+02   0.372283E+02   0.184369E+02
   0.200000E+00   0.000000E+00  -0.216630E+02   0.000000E+00   0.229338E+01  -0.193696E+02   0.406944E+02   0.213248E+02
   0.250000E+00   0.000000E+00  -0.240847E+02   0.000000E+00   0.477686E+01  -0.193078E+02   0.472217E+02   0.279139E+02
   0.300000E+00   0.000000E+00  -0.257606E+02   0.000000E+00   0.802048E+01  -0.177401E+02   0.533247E+02   0.355847E+02
   0.350000E+00   0.000000E+00  -0.267146E+02   0.000000E+00   0.119003E+02  -0.148142E+02   0.590962E+02   0.442820E+02
   0.400000E+00   0.000000E+00  -0.269860E+02   0.000000E+00   0.163215E+02  -0.106645E+02   0.645983E+02   0.539338E+02
