#       rho         V(S=0,I=0)    V(S=0,I=1)      V(S=1,I=0)     V(S=1,I=1)      V_Total         FFG           E_total

   0.100000E-01   0.000000E+00  -0.260719E+01   0.000000E+00  -0.124713E-01  -0.261966E+01   0.552308E+01   0.290342E+01
   0.500000E-01   0.000000E+00  -0.876956E+01   0.000000E+00  -0.320608E+00  -0.909017E+01   0.161496E+02   0.705941E+01
   0.750000E-01   0.000000E+00  -0.119847E+02   0.000000E+00  -0.431398E+00  -0.124161E+02   0.211619E+02   0.874581E+01
   0.100000E+00   0.000000E+00  -0.149593E+02   0.000000E+00  -0.404580E+00  -0.153639E+02   0.256359E+02   0.102719E+02
   0.125000E+00   0.000000E+00  -0.177130E+02   0.000000E+00  -0.239857E+00  -0.179529E+02   0.297478E+02   0.117949E+02
   0.150000E+00   0.000000E+00  -0.203046E+02   0.000000E+00   0.106037E+00  -0.201986E+02   0.335925E+02   0.133939E+02
   0.175000E+00   0.000000E+00  -0.227631E+02   0.000000E+00   0.650007E+00  -0.221131E+02   0.372283E+02   0.151152E+02
   0.200000E+00   0.000000E+00  -0.250865E+02   0.000000E+00   0.137631E+01  -0.237102E+02   0.406944E+02   0.169842E+02
   0.250000E+00   0.000000E+00  -0.292736E+02   0.000000E+00   0.328810E+01  -0.259855E+02   0.472217E+02   0.212362E+02
   0.300000E+00   0.000000E+00  -0.329020E+02   0.000000E+00   0.582590E+01  -0.270761E+02   0.533247E+02   0.262486E+02
   0.350000E+00   0.000000E+00  -0.361274E+02   0.000000E+00   0.903503E+01  -0.270923E+02   0.590962E+02   0.320039E+02
   0.400000E+00   0.000000E+00  -0.389798E+02   0.000000E+00   0.129055E+02  -0.260743E+02   0.645983E+02   0.385240E+02
