#      rho         V(S=0,I=0)     V(S=0,I=1)     V(S=1,I=0)    V(S=1,I=1)        V_Total         FFG          E_total

   0.100000E-01   0.000000E+00  -0.276891E+01   0.000000E+00  -0.201540E-01  -0.278906E+01   0.552308E+01   0.273402E+01
   0.500000E-01   0.000000E+00  -0.918786E+01   0.000000E+00  -0.343563E+00  -0.953142E+01   0.161496E+02   0.661816E+01
   0.750000E-01   0.000000E+00  -0.125581E+02   0.000000E+00  -0.474373E+00  -0.130325E+02   0.211619E+02   0.812944E+01
   0.100000E+00   0.000000E+00  -0.156970E+02   0.000000E+00  -0.471038E+00  -0.161681E+02   0.256359E+02   0.946777E+01
   0.125000E+00   0.000000E+00  -0.186492E+02   0.000000E+00  -0.353783E+00  -0.190030E+02   0.297478E+02   0.107448E+02
   0.150000E+00   0.000000E+00  -0.214667E+02   0.000000E+00  -0.854827E-01  -0.215521E+02   0.335925E+02   0.120403E+02
   0.175000E+00   0.000000E+00  -0.241792E+02   0.000000E+00   0.344258E+00  -0.238349E+02   0.372283E+02   0.133934E+02
   0.200000E+00   0.000000E+00  -0.267882E+02   0.000000E+00   0.922166E+00  -0.258661E+02   0.406944E+02   0.148283E+02
   0.250000E+00   0.000000E+00  -0.316624E+02   0.000000E+00   0.244654E+01  -0.292159E+02   0.472217E+02   0.180058E+02
   0.300000E+00   0.000000E+00  -0.361456E+02   0.000000E+00   0.444992E+01  -0.316957E+02   0.533247E+02   0.216290E+02
   0.350000E+00   0.000000E+00  -0.403568E+02   0.000000E+00   0.699457E+01  -0.333622E+02   0.590962E+02   0.257341E+02
   0.400000E+00   0.000000E+00  -0.443361E+02   0.000000E+00   0.100232E+02  -0.343129E+02   0.645983E+02   0.302854E+02
