,2,Team #,26,,,Lap Distance (Mi),3.150,Instructions: Update cells in yellow only. Green cells auto calculate. Only enter all time values in military format.,,,,,
Team Name,University of British Columbia,,,,,Slow Lap (MPH),15.641,Total Laps Completed,3,Total Distrance Driven (mi),9.450,,
Lap 1 Start Time,9:00:00,Timer Name,"Julie Ibrahimova, Rebecca Rathlef",,,Fast Lap (MPH),16.875,Total Track Lap Time (Hr),0.578,Overall Average Speed (MPH),16.364,,
Lap #,Start Time (Only if Diff than Prev Finish),Finish Time (HH:MM:SS),Lap Time (HH:MM:SS),Pit Time Before Lap (Min),Lap Time (Min),Avg Lap Speed (MPH),DRVR Name,PSGR Name,PSGR Name,PSGR Name,"Comments (Pitting, Driver Changes, Breakdowns, Issues, etc.)",,
,,,,,,,,,,,,,
1,13:22:09,13:33:21,0:11:12,802.150,11.200,16.875,Bryan,,,,Pitted,,
2,13:35:42,13:47:04,0:11:22,2.350,11.367,16.628,Bryan,,,,,,
3,,13:59:09,0:12:05,0.000,12.083,15.641,Bryan,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,Max Time,0:00:00
,,,,,,,,,,,,Min Time,0:00:00
