# From S. Gandolfi, J. Carlson, S. Reddy, Phys. Rev. C 85, 032801(R) (2012)
#i a     alfa   b     beta   name
1  12.7  0.490  1.78  2.260  none
2  12.7  0.480  3.45  2.120  V2pi+V(mu=150)
3  12.8  0.488  3.19  2.200  V2pi+V(mu=300)
4  13.0  0.490  3.21  2.470  V3pi+V
5  12.6  0.475  5.16  2.120  V3pi+V(mu=150)
6  13.0  0.500  4.71  2.490  V3pi+V
7  13.4  0.514  5.62  2.436  UIX

